	SM57-100		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	1234.57	45.00	1.00
2.929688	-59.69	120.45	0.38
4.394531	-59.71	133.57	0.53
5.859375	-55.22	146.11	0.88
7.324219	-41.56	14.30	0.53
8.789063	-41.00	111.16	0.99
10.253906	-17.83	44.47	0.89
11.718750	-31.56	-31.80	0.18
13.183594	-29.85	-128.49	0.49
14.648438	-26.85	5.45	0.35
16.113281	-32.53	154.33	0.57
17.578125	-29.66	162.79	0.85
19.042969	-27.44	97.32	0.27
20.507813	-20.04	-170.40	0.52
21.972656	-18.07	154.30	0.28
23.437500	-14.77	91.80	0.54
24.902344	-13.98	110.56	0.42
26.367188	-16.96	130.55	0.99
27.832031	1234.57	45.00	1.00
29.296875	-16.49	134.80	0.59
30.761719	-13.82	101.45	0.32
32.226563	-13.73	153.72	0.68
33.691406	-14.46	175.63	0.25
35.156250	-12.11	-171.69	0.55
36.621094	-9.39	156.82	0.59
38.085938	-7.23	131.69	0.57
39.550781	-4.86	114.28	0.37
41.015625	-3.36	75.20	0.41
42.480469	-3.10	99.55	0.48
43.945313	-3.11	162.15	0.61
45.410156	-3.71	174.69	0.82
46.875000	-5.46	159.56	0.70
48.339844	-7.24	152.85	0.49
49.804688	-8.21	139.08	0.66
51.269531	-7.93	139.30	0.71
52.734375	-7.42	167.04	0.59
54.199219	-5.62	-102.76	0.21
55.664063	-3.98	-58.15	0.37
57.128906	-3.54	-47.86	0.10
58.593750	-3.81	-7.48	0.27
60.058594	-4.24	32.88	0.60
61.523438	-3.64	71.83	0.55
62.988281	-3.10	92.35	0.44
64.453125	-2.86	88.50	0.38
65.917969	-2.83	41.21	0.15
67.382813	-1.84	-136.93	0.20
68.847656	-0.93	168.75	0.36
70.312500	0.09	177.29	0.29
71.777344	1.02	-168.89	0.13
73.242188	1.52	-153.99	0.24
74.707031	0.68	-155.02	0.21
76.171875	-1.00	-170.89	0.25
77.636719	-3.00	170.36	0.43
79.101563	-5.04	152.24	0.40
80.566406	-6.98	138.92	0.05
82.031250	-8.48	125.43	0.36
83.496094	-9.12	115.28	0.67
84.960938	-9.37	107.94	0.60
86.425781	-9.30	99.99	0.88
87.890625	-9.09	94.88	0.97
89.355469	-8.70	90.33	0.85
90.820313	-8.28	85.40	0.80
92.285156	-8.18	83.48	0.77
93.750000	-8.03	82.73	0.63
95.214844	-7.80	82.00	0.79
96.679688	-7.73	81.92	0.83
98.144531	-7.86	82.51	0.83
99.609375	-8.20	83.36	0.89
101.074219	-8.34	84.33	0.90
102.539063	-8.34	86.02	0.78
104.003906	-8.06	88.76	0.44
105.468750	-7.49	91.12	0.57
106.933594	-7.05	94.17	0.76
108.398438	-6.52	95.86	0.76
109.863281	-5.83	98.00	0.55
111.328125	-5.30	99.42	0.32
112.792969	-4.91	96.19	0.53
114.257813	-4.73	94.08	0.43
115.722656	-4.77	90.41	0.39
117.187500	-4.96	85.54	0.57
118.652344	-4.81	80.52	0.84
120.117188	-4.61	76.39	0.95
121.582031	-4.48	72.99	0.98
123.046875	-4.43	69.52	0.97
124.511719	-4.42	65.99	0.97
125.976563	-4.37	62.96	0.94
127.441406	-4.34	59.78	0.94
128.906250	-4.49	55.99	0.93
130.371094	-4.74	53.10	0.95
131.835938	-5.04	50.85	0.94
133.300781	-5.32	48.70	0.97
134.765625	-5.59	46.57	0.94
136.230469	-5.84	44.80	0.93
137.695313	-5.99	43.14	0.82
139.160156	-6.07	41.46	0.81
140.625000	-6.21	40.08	0.90
142.089844	-6.43	39.47	0.92
143.554688	-6.63	39.08	0.92
145.019531	-6.71	39.35	0.93
146.484375	-6.79	39.58	0.94
147.949219	-6.97	39.19	0.89
149.414063	-7.13	38.85	0.93
150.878906	-7.27	38.73	0.91
152.343750	-7.44	38.27	0.87
153.808594	-7.66	37.67	0.92
155.273438	-7.83	37.47	0.89
156.738281	-7.92	36.98	0.94
158.203125	-7.94	36.50	0.97
159.667969	-7.93	36.21	0.98
161.132813	-7.90	36.04	0.98
162.597656	-7.86	35.78	0.94
164.062500	-7.84	35.07	0.88
165.527344	-7.80	34.19	0.92
166.992188	-7.68	33.05	0.86
168.457031	-7.49	31.64	0.83
169.921875	-7.34	30.58	0.89
171.386719	-7.24	29.36	0.88
172.851563	-7.19	28.03	0.92
174.316406	-7.12	26.24	0.94
175.781250	-7.05	24.59	0.93
177.246094	-7.02	22.71	0.98
178.710938	-7.07	20.99	0.99
180.175781	-7.21	19.50	0.98
181.640625	-7.37	18.34	1.00
183.105469	-7.56	17.37	0.99
184.570313	-7.77	16.64	0.95
186.035156	-7.98	16.18	0.87
187.500000	-8.21	16.40	0.78
188.964844	-8.38	16.93	0.87
190.429688	-8.51	17.36	0.97
191.894531	-8.63	17.70	0.94
193.359375	-8.74	18.37	0.95
194.824219	-8.84	19.22	0.95
196.289063	-8.92	20.03	0.88
197.753906	-8.95	20.84	0.84
199.218750	-8.98	21.18	0.88
200.683594	-9.02	21.17	0.93
202.148438	-9.10	21.20	0.98
203.613281	-9.19	21.27	0.99
205.078125	-9.29	21.59	0.98
206.542969	-9.37	22.08	0.95
208.007813	-9.48	22.82	0.95
209.472656	-9.60	23.72	0.88
210.937500	-9.70	25.27	0.65
212.402344	-9.79	27.19	0.71
213.867188	-9.90	29.58	0.76
215.332031	-10.00	32.45	0.46
216.796875	-10.06	35.58	0.43
218.261719	-10.02	38.99	0.52
219.726563	-9.99	41.85	0.65
221.191406	-10.00	44.42	0.47
222.656250	-9.98	46.16	0.83
224.121094	-9.95	47.37	0.96
225.585938	-9.90	48.32	0.98
227.050781	-9.83	49.06	0.95
228.515625	-9.76	49.65	0.88
229.980469	-9.66	50.26	0.93
231.445313	-9.55	51.16	0.94
232.910156	-9.44	52.23	0.90
234.375000	-9.28	53.54	0.90
235.839844	-9.07	54.96	0.65
237.304688	-8.82	56.21	0.86
238.769531	-8.58	56.80	0.94
240.234375	-8.34	56.95	0.88
241.699219	-8.10	56.75	0.76
243.164063	-7.85	56.49	0.79
244.628906	-7.59	56.30	0.84
246.093750	-7.35	55.84	0.88
247.558594	-7.10	55.12	0.89
249.023438	-6.84	54.22	0.89
250.488281	-6.58	53.08	0.89
251.953125	-6.35	52.11	0.88
253.417969	-6.18	51.72	0.93
254.882813	-6.02	51.37	0.91
256.347656	-5.88	50.99	0.83
257.812500	-5.74	50.26	0.80
259.277344	-5.60	49.33	0.79
260.742188	-5.49	48.31	0.91
262.207031	-5.42	47.44	0.87
263.671875	-5.38	46.67	0.90
265.136719	-5.34	45.96	0.95
266.601563	-5.30	45.17	0.96
268.066406	-5.25	44.47	0.96
269.531250	-5.19	43.89	0.89
270.996094	-5.10	43.24	0.89
272.460938	-5.00	42.53	0.88
273.925781	-4.91	41.86	0.73
275.390625	-4.83	41.27	0.85
276.855469	-4.73	40.66	0.95
278.320313	-4.63	40.16	0.83
279.785156	-4.54	39.74	0.86
281.250000	-4.47	38.99	0.75
282.714844	-4.44	37.98	0.47
284.179688	-4.41	36.81	0.83
285.644531	-4.41	35.55	0.94
287.109375	-4.44	34.19	0.94
288.574219	-4.47	32.69	0.98
290.039063	-4.51	31.04	0.98
291.503906	-4.57	29.30	0.83
292.968750	-4.62	27.52	0.90
294.433594	-4.69	25.60	0.91
295.898438	-4.81	23.70	0.90
297.363281	-4.97	22.08	0.92
298.828125	-5.15	20.74	0.98
300.292969	-5.34	19.60	0.96
301.757813	-5.53	18.66	0.96
303.222656	-5.72	17.97	0.96
304.687500	-5.89	17.38	0.96
306.152344	-6.04	16.79	0.96
307.617188	-6.18	16.08	0.97
309.082031	-6.31	15.32	0.96
310.546875	-6.46	14.64	0.99
312.011719	-6.60	13.98	1.00
313.476563	-6.76	13.34	1.00
314.941406	-6.92	12.75	1.00
316.406250	-7.08	12.20	0.99
317.871094	-7.24	11.71	0.97
319.335938	-7.38	11.31	0.98
320.800781	-7.53	10.97	0.98
322.265625	-7.68	10.67	0.97
323.730469	-7.81	10.43	0.98
325.195313	-7.94	10.24	0.98
326.660156	-8.07	10.12	0.98
328.125000	-8.20	10.11	0.97
329.589844	-8.32	10.16	0.96
331.054688	-8.42	10.22	0.95
332.519531	-8.51	10.25	0.99
333.984375	-8.59	10.21	0.97
335.449219	-8.68	10.15	0.98
336.914063	-8.77	10.12	0.96
338.378906	-8.86	10.17	0.99
339.843750	-8.96	10.18	0.99
341.308594	-9.04	10.23	0.99
342.773438	-9.13	10.29	0.98
344.238281	-9.21	10.35	0.96
345.703125	-9.28	10.43	0.97
347.167969	-9.35	10.50	0.97
348.632813	-9.42	10.56	0.95
350.097656	-9.48	10.63	0.98
351.562500	-9.54	10.64	0.99
353.027344	-9.60	10.59	0.98
354.492188	-9.66	10.50	0.98
355.957031	-9.72	10.38	1.00
357.421875	-9.80	10.29	0.98
358.886719	-9.89	10.21	0.97
360.351563	-9.99	10.20	0.99
361.816406	-10.11	10.29	0.97
363.281250	-10.24	10.49	0.98
364.746094	-10.37	10.84	0.92
366.210938	-10.52	11.48	0.87
367.675781	-10.69	12.47	0.75
369.140625	-10.87	13.50	0.69
370.605469	-11.05	14.61	0.62
372.070313	-11.22	15.81	0.78
373.535156	-11.36	17.09	0.58
375.000000	-11.47	18.48	0.61
376.464844	-11.55	19.89	0.80
377.929688	-11.56	21.28	0.86
379.394531	-11.57	22.68	0.80
380.859375	-11.56	24.09	0.83
382.324219	-11.53	25.49	0.83
383.789063	-11.49	26.88	0.86
385.253906	-11.44	28.25	0.79
386.718750	-11.38	29.59	0.79
388.183594	-11.31	30.76	0.81
389.648438	-11.23	31.80	0.84
391.113281	-11.12	32.74	0.91
392.578125	-11.01	33.58	0.90
394.042969	-10.89	34.31	0.97
395.507813	-10.76	34.94	0.95
396.972656	-10.63	35.49	0.93
398.437500	-10.50	35.91	0.95
399.902344	-10.37	36.25	0.98
401.367188	-10.25	36.49	0.98
402.832031	-10.13	36.68	0.97
404.296875	-10.02	36.80	0.93
405.761719	-9.91	36.82	0.83
