	SM57-170		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	1234.57	45.00	1.00
2.929688	-56.04	144.52	0.61
4.394531	-52.30	147.93	0.27
5.859375	-46.88	101.43	0.17
7.324219	-38.98	129.33	0.25
8.789063	-36.30	145.98	0.38
10.253906	-32.63	86.08	0.28
11.718750	-32.03	93.16	0.26
13.183594	-29.62	-78.99	0.12
14.648438	-25.73	1.15	0.30
16.113281	-28.56	161.53	0.42
17.578125	-23.93	162.32	0.65
19.042969	-20.85	-163.91	0.35
20.507813	-27.08	116.55	0.58
21.972656	-25.40	-142.76	0.35
23.437500	-23.68	129.63	0.73
24.902344	-19.75	139.50	0.41
26.367188	-14.17	-75.09	0.38
27.832031	-22.26	-130.39	0.93
29.296875	-15.22	-90.08	0.46
30.761719	-20.47	-117.91	0.46
32.226563	-17.35	-140.14	0.58
33.691406	-15.10	-148.38	0.54
35.156250	-12.98	-128.23	0.68
36.621094	-11.68	-128.88	0.58
38.085938	-9.43	-142.52	0.52
39.550781	-6.27	-158.98	0.43
41.015625	-3.18	-169.78	0.59
42.480469	-1.98	179.09	0.75
43.945313	-1.69	168.24	0.79
45.410156	-1.85	155.93	0.74
46.875000	-2.16	135.23	0.44
48.339844	-2.58	116.50	0.81
49.804688	-3.08	107.82	0.87
51.269531	-3.59	94.07	0.77
52.734375	-3.77	77.94	0.88
54.199219	-3.09	65.32	0.84
55.664063	-2.62	52.81	0.49
57.128906	-2.66	50.85	0.41
58.593750	-2.62	46.37	0.59
60.058594	-3.29	42.55	0.64
61.523438	-4.30	30.92	0.68
62.988281	-4.91	10.28	0.73
64.453125	-5.19	-10.81	0.85
65.917969	-4.96	-60.66	0.78
67.382813	-4.49	-118.01	0.33
68.847656	-3.52	-125.82	0.06
70.312500	-2.21	-127.46	0.30
71.777344	-0.56	-132.07	0.27
73.242188	-0.34	-133.05	0.59
74.707031	-1.36	-135.16	0.30
76.171875	-3.17	-132.58	0.54
77.636719	-4.86	-132.61	0.60
79.101563	-6.36	-129.27	0.62
80.566406	-8.09	-119.11	0.53
82.031250	-9.81	-110.54	0.42
83.496094	-11.14	-99.49	0.40
84.960938	-12.28	-78.65	0.50
86.425781	-13.13	-50.43	0.37
87.890625	-13.23	-27.45	0.59
89.355469	-13.14	-18.58	0.66
90.820313	-13.14	-18.68	0.51
92.285156	-13.26	-24.82	0.35
93.750000	-13.46	-30.47	0.65
95.214844	-14.02	-34.56	0.74
96.679688	-14.77	-36.36	0.51
98.144531	-15.36	-36.92	0.08
99.609375	-15.68	-39.16	0.49
101.074219	-15.85	-41.91	0.82
102.539063	-15.87	-46.00	0.79
104.003906	-15.84	-50.14	0.81
105.468750	-15.70	-53.32	0.55
106.933594	-15.33	-57.37	0.32
108.398438	-14.67	-58.97	0.32
109.863281	-13.63	-60.52	0.44
111.328125	-12.53	-62.34	0.44
112.792969	-11.55	-70.25	0.21
114.257813	-10.70	-78.04	0.46
115.722656	-10.01	-80.21	0.35
117.187500	-9.45	-81.92	0.50
118.652344	-8.82	-88.33	0.40
120.117188	-8.35	-98.81	0.43
121.582031	-8.04	-107.29	0.80
123.046875	-7.86	-115.20	0.91
124.511719	-7.95	-126.66	0.91
125.976563	-8.15	-138.80	0.94
127.441406	-8.55	-151.69	0.87
128.906250	-9.24	-164.66	0.83
130.371094	-10.07	-176.59	0.89
131.835938	-10.86	173.24	0.90
133.300781	-11.61	164.27	0.92
134.765625	-12.27	156.40	0.87
136.230469	-12.82	150.41	0.86
137.695313	-13.20	147.12	0.81
139.160156	-13.41	146.87	0.27
140.625000	-13.50	148.19	0.37
142.089844	-13.55	145.39	0.39
143.554688	-13.65	141.90	0.53
145.019531	-13.81	135.02	0.26
146.484375	-13.95	125.85	0.41
147.949219	-14.13	107.33	0.49
149.414063	-14.27	80.38	0.61
150.878906	-14.28	35.71	0.18
152.343750	-14.27	-10.71	0.13
153.808594	-14.09	-28.60	0.44
155.273438	-13.74	-38.10	0.69
156.738281	-13.31	-46.94	0.56
158.203125	-12.84	-54.51	0.76
159.667969	-12.24	-61.10	0.78
161.132813	-11.64	-67.19	0.75
162.597656	-11.12	-73.51	0.79
164.062500	-10.66	-79.06	0.90
165.527344	-10.27	-84.67	0.79
166.992188	-9.97	-90.86	0.55
168.457031	-9.73	-96.76	0.67
169.921875	-9.68	-103.47	0.59
171.386719	-9.83	-108.74	0.61
172.851563	-10.09	-114.29	0.80
174.316406	-10.35	-117.18	0.60
175.781250	-10.58	-118.72	0.49
177.246094	-10.72	-117.79	0.62
178.710938	-10.73	-114.41	0.38
180.175781	-10.59	-109.81	0.41
181.640625	-10.31	-106.82	0.73
183.105469	-10.01	-105.62	0.89
184.570313	-9.71	-108.00	0.85
186.035156	-9.49	-113.62	0.79
187.500000	-9.42	-123.08	0.68
188.964844	-9.55	-132.80	0.86
190.429688	-9.75	-141.20	0.82
191.894531	-10.04	-148.37	0.89
193.359375	-10.34	-154.08	0.83
194.824219	-10.58	-158.69	0.80
196.289063	-10.75	-162.59	0.74
197.753906	-10.88	-167.31	0.67
199.218750	-11.00	-171.93	0.88
200.683594	-11.17	-176.20	0.85
202.148438	-11.42	180.00	0.76
203.613281	-11.69	177.60	0.74
205.078125	-11.93	176.42	0.33
206.542969	-12.11	174.94	0.23
208.007813	-12.15	172.24	0.26
209.472656	-12.09	168.50	0.68
210.937500	-11.98	163.00	0.76
212.402344	-11.91	156.10	0.57
213.867188	-11.92	147.46	0.74
215.332031	-11.96	138.55	0.91
216.796875	-12.03	128.94	0.90
218.261719	-12.12	119.27	0.93
219.726563	-12.24	110.02	0.71
221.191406	-12.40	101.64	0.64
222.656250	-12.61	95.70	0.68
224.121094	-12.84	89.64	0.67
225.585938	-13.07	82.68	0.82
227.050781	-13.26	75.08	0.86
228.515625	-13.46	65.99	0.81
229.980469	-13.65	57.42	0.76
231.445313	-13.80	49.76	0.75
232.910156	-13.93	41.31	0.70
234.375000	-14.04	33.72	0.74
235.839844	-14.13	26.80	0.63
237.304688	-14.13	19.96	0.31
238.769531	-14.08	13.95	0.82
240.234375	-13.99	7.39	0.85
241.699219	-13.88	0.90	0.93
243.164063	-13.75	-5.66	0.93
244.628906	-13.58	-11.98	0.92
246.093750	-13.39	-17.93	0.86
247.558594	-13.17	-23.30	0.68
249.023438	-12.97	-28.25	0.65
250.488281	-12.76	-32.76	0.75
251.953125	-12.49	-36.83	0.69
253.417969	-12.25	-40.26	0.77
254.882813	-12.00	-42.93	0.87
256.347656	-11.76	-45.22	0.79
257.812500	-11.55	-47.67	0.81
259.277344	-11.41	-49.59	0.81
260.742188	-11.32	-50.40	0.78
262.207031	-11.27	-49.81	0.28
263.671875	-11.26	-48.47	0.25
265.136719	-11.25	-47.32	0.72
266.601563	-11.19	-45.88	0.68
268.066406	-11.10	-44.43	0.46
269.531250	-10.96	-42.55	0.70
270.996094	-10.81	-39.67	0.52
272.460938	-10.61	-36.60	0.76
273.925781	-10.34	-33.24	0.76
275.390625	-10.04	-29.69	0.23
276.855469	-9.70	-26.40	0.21
278.320313	-9.36	-23.60	0.26
279.785156	-9.01	-21.05	0.20
281.250000	-8.62	-18.59	0.46
282.714844	-8.23	-15.72	0.39
284.179688	-7.85	-12.50	0.57
285.644531	-7.49	-9.71	0.54
287.109375	-7.15	-6.46	0.45
288.574219	-6.83	-3.46	0.53
290.039063	-6.52	-0.23	0.65
291.503906	-6.23	3.40	0.63
292.968750	-5.98	7.12	0.74
294.433594	-5.76	11.38	0.84
295.898438	-5.58	16.33	0.83
297.363281	-5.49	22.95	0.75
298.828125	-5.50	32.31	0.86
300.292969	-5.47	41.02	0.56
301.757813	-5.46	48.36	0.95
303.222656	-5.55	53.14	0.97
304.687500	-5.71	56.41	0.95
306.152344	-5.92	58.88	0.95
307.617188	-6.17	60.84	0.96
309.082031	-6.44	62.65	0.95
310.546875	-6.73	64.36	0.95
312.011719	-7.02	65.97	0.93
313.476563	-7.32	67.63	0.91
314.941406	-7.62	69.52	0.88
316.406250	-7.89	71.77	0.73
317.871094	-8.12	74.35	0.14
319.335938	-8.28	77.07	0.57
320.800781	-8.40	79.66	0.82
322.265625	-8.50	81.93	0.92
323.730469	-8.61	83.57	0.88
325.195313	-8.72	84.59	0.86
326.660156	-8.84	85.16	0.93
328.125000	-8.98	85.15	0.98
329.589844	-9.14	84.63	0.98
331.054688	-9.32	83.72	0.98
332.519531	-9.50	82.57	0.99
333.984375	-9.69	81.26	0.99
335.449219	-9.88	79.81	0.98
336.914063	-10.07	78.27	0.99
338.378906	-10.28	76.73	0.99
339.843750	-10.49	75.12	0.95
341.308594	-10.71	73.31	0.95
342.773438	-10.93	71.44	0.98
344.238281	-11.16	69.58	0.99
345.703125	-11.39	67.78	0.99
347.167969	-11.62	66.03	0.98
348.632813	-11.85	64.31	0.98
350.097656	-12.06	62.64	0.97
351.562500	-12.25	61.03	0.96
353.027344	-12.44	59.53	0.95
354.492188	-12.61	58.18	0.95
355.957031	-12.76	56.93	0.95
357.421875	-12.89	55.80	0.83
358.886719	-12.99	54.82	0.65
360.351563	-13.05	53.89	0.53
361.816406	-13.10	53.06	0.66
363.281250	-13.10	52.33	0.68
364.746094	-13.06	51.72	0.18
366.210938	-13.00	51.20	0.37
367.675781	-12.95	50.17	0.46
369.140625	-12.91	49.26	0.50
370.605469	-12.87	48.10	0.80
372.070313	-12.82	46.61	0.93
373.535156	-12.75	44.84	0.96
375.000000	-12.67	42.84	0.94
376.464844	-12.58	40.63	0.92
377.929688	-12.48	38.26	0.90
379.394531	-12.36	35.77	0.90
380.859375	-12.24	33.06	0.95
382.324219	-12.13	30.16	0.94
383.789063	-12.01	27.14	0.95
385.253906	-11.90	23.97	0.95
386.718750	-11.80	20.69	0.89
388.183594	-11.71	17.39	0.89
389.648438	-11.63	14.06	0.93
391.113281	-11.57	10.70	0.95
392.578125	-11.52	7.28	0.93
394.042969	-11.47	3.93	0.98
395.507813	-11.43	0.64	0.98
