	SM57-180		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	1234.57	45.00	1.00
2.929688	-56.04	144.52	0.61
4.394531	-52.30	147.93	0.27
5.859375	-46.88	101.43	0.17
7.324219	-38.98	129.33	0.25
8.789063	-36.30	145.98	0.38
10.253906	-32.63	86.08	0.28
11.718750	-32.03	93.16	0.26
13.183594	-29.62	-78.99	0.12
14.648438	-25.73	1.15	0.30
16.113281	-28.56	161.53	0.42
17.578125	-23.93	162.32	0.65
19.042969	-20.85	-163.91	0.35
20.507813	-27.08	116.55	0.58
21.972656	-25.40	-142.76	0.35
23.437500	-23.45	132.13	0.74
24.902344	-19.75	139.50	0.41
26.367188	-14.18	-75.09	0.38
27.832031	-22.27	-130.05	0.93
29.296875	-15.40	-90.15	0.46
30.761719	-18.07	-104.66	0.54
32.226563	-16.11	-108.17	0.59
33.691406	-16.50	-134.36	0.67
35.156250	-13.19	-161.94	0.55
36.621094	-9.66	-149.61	0.55
38.085938	-6.16	-117.00	0.66
39.550781	-4.57	-114.48	0.66
41.015625	-2.51	-137.56	0.70
42.480469	-1.56	-165.69	0.56
43.945313	-1.09	172.36	0.59
45.410156	-1.45	158.04	0.71
46.875000	-2.12	135.79	0.28
48.339844	-1.98	107.85	0.55
49.804688	-2.64	115.59	0.57
51.269531	-3.30	110.04	0.52
52.734375	-3.55	105.38	0.56
54.199219	-3.55	89.76	0.58
55.664063	-3.38	66.09	0.39
57.128906	-3.29	33.61	0.49
58.593750	-3.12	12.25	0.69
60.058594	-3.21	2.91	0.49
61.523438	-3.62	10.76	0.29
62.988281	-3.58	26.74	0.38
64.453125	-3.59	60.16	0.26
65.917969	-3.19	88.14	0.14
67.382813	-1.70	107.04	0.22
68.847656	0.19	110.42	0.17
70.312500	2.60	116.09	0.27
71.777344	5.32	113.08	0.22
73.242188	6.46	117.81	0.45
74.707031	5.40	106.19	0.20
76.171875	2.57	100.14	0.15
77.636719	0.15	87.31	0.57
79.101563	-1.90	52.45	0.64
80.566406	-3.36	29.13	0.60
82.031250	-4.76	24.86	0.61
83.496094	-6.00	22.29	0.64
84.960938	-7.17	13.75	0.48
86.425781	-8.28	5.17	0.58
87.890625	-9.31	-2.59	0.39
89.355469	-9.94	-1.07	0.38
90.820313	-10.14	-5.04	0.40
92.285156	-10.60	-17.77	0.40
93.750000	-11.21	-27.77	0.57
95.214844	-11.68	-37.90	0.64
96.679688	-12.10	-42.38	0.77
98.144531	-12.68	-43.48	0.50
99.609375	-13.08	-44.38	0.52
101.074219	-13.18	-42.03	0.58
102.539063	-12.96	-38.81	0.73
104.003906	-12.67	-33.76	0.41
105.468750	-12.37	-29.35	0.12
106.933594	-12.00	-24.74	0.40
108.398438	-11.35	-19.90	0.31
109.863281	-10.47	-16.28	0.41
111.328125	-9.48	-14.85	0.58
112.792969	-8.45	-18.29	0.58
114.257813	-7.62	-26.72	0.31
115.722656	-7.01	-39.95	0.56
117.187500	-6.50	-46.16	0.79
118.652344	-6.09	-53.51	0.79
120.117188	-5.77	-63.18	0.84
121.582031	-5.68	-77.79	0.89
123.046875	-5.70	-93.64	0.93
124.511719	-5.76	-108.85	0.96
125.976563	-6.00	-123.99	0.95
127.441406	-6.43	-140.59	0.87
128.906250	-7.09	-156.50	0.92
130.371094	-7.94	-168.52	0.92
131.835938	-8.88	-178.68	0.89
133.300781	-9.69	172.05	0.93
134.765625	-10.41	163.95	0.90
136.230469	-10.99	157.48	0.69
137.695313	-11.26	151.29	0.64
139.160156	-11.39	146.42	0.09
140.625000	-11.34	141.22	0.49
142.089844	-11.42	130.65	0.48
143.554688	-11.59	124.83	0.61
145.019531	-11.85	126.31	0.33
146.484375	-12.10	125.79	0.53
147.949219	-12.28	120.00	0.19
149.414063	-12.47	104.14	0.31
150.878906	-12.54	66.28	0.34
152.343750	-12.40	36.69	0.35
153.808594	-12.15	18.95	0.27
155.273438	-11.83	7.70	0.38
156.738281	-11.50	-9.93	0.53
158.203125	-11.08	-26.98	0.62
159.667969	-10.62	-40.05	0.82
161.132813	-10.16	-52.38	0.80
162.597656	-9.69	-63.97	0.67
164.062500	-9.31	-74.13	0.61
165.527344	-9.02	-84.60	0.65
166.992188	-8.72	-94.32	0.70
168.457031	-8.45	-103.72	0.76
169.921875	-8.30	-113.72	0.75
171.386719	-8.29	-122.74	0.37
172.851563	-8.42	-128.81	0.16
174.316406	-8.50	-135.50	0.32
175.781250	-8.64	-141.16	0.47
177.246094	-8.70	-144.58	0.47
178.710938	-8.69	-146.54	0.44
180.175781	-8.67	-147.00	0.33
181.640625	-8.54	-145.96	0.24
183.105469	-8.33	-144.24	0.60
184.570313	-8.06	-143.50	0.80
186.035156	-7.82	-145.68	0.82
187.500000	-7.68	-152.21	0.81
188.964844	-7.67	-160.93	0.84
190.429688	-7.79	-167.80	0.90
191.894531	-8.02	-173.00	0.87
193.359375	-8.31	-177.21	0.74
194.824219	-8.62	179.35	0.56
196.289063	-8.99	176.44	0.60
197.753906	-9.36	173.89	0.64
199.218750	-9.72	170.20	0.56
200.683594	-10.08	165.97	0.70
202.148438	-10.45	161.54	0.73
203.613281	-10.80	157.58	0.80
205.078125	-11.09	154.80	0.80
206.542969	-11.31	152.37	0.62
208.007813	-11.45	150.19	0.13
209.472656	-11.41	148.22	0.07
210.937500	-11.26	145.87	0.37
212.402344	-11.12	143.71	0.56
213.867188	-11.06	140.37	0.70
215.332031	-11.07	135.18	0.71
216.796875	-11.17	129.13	0.82
218.261719	-11.29	123.05	0.84
219.726563	-11.42	116.49	0.50
221.191406	-11.60	108.64	0.31
222.656250	-11.80	99.92	0.73
224.121094	-12.02	90.15	0.83
225.585938	-12.26	80.14	0.85
227.050781	-12.49	70.11	0.73
228.515625	-12.72	59.48	0.80
229.980469	-12.92	49.07	0.86
231.445313	-13.07	38.98	0.87
232.910156	-13.15	29.93	0.91
234.375000	-13.19	21.89	0.74
235.839844	-13.20	14.87	0.64
237.304688	-13.13	8.66	0.62
238.769531	-13.01	2.86	0.67
240.234375	-12.85	-2.43	0.90
241.699219	-12.66	-7.21	0.92
243.164063	-12.45	-12.01	0.96
244.628906	-12.23	-16.76	0.87
246.093750	-11.97	-21.05	0.91
247.558594	-11.70	-24.80	0.91
249.023438	-11.45	-28.29	0.88
250.488281	-11.18	-31.47	0.92
251.953125	-10.91	-34.39	0.83
253.417969	-10.64	-36.94	0.71
254.882813	-10.39	-39.39	0.80
256.347656	-10.13	-41.87	0.82
257.812500	-9.88	-44.05	0.80
259.277344	-9.69	-45.92	0.67
260.742188	-9.54	-46.88	0.64
262.207031	-9.40	-47.06	0.43
263.671875	-9.27	-46.64	0.15
265.136719	-9.12	-46.05	0.66
266.601563	-8.93	-45.62	0.77
268.066406	-8.71	-44.82	0.70
269.531250	-8.46	-43.35	0.58
270.996094	-8.19	-41.82	0.49
272.460938	-7.92	-39.51	0.69
273.925781	-7.65	-36.34	0.60
275.390625	-7.38	-32.72	0.56
276.855469	-7.09	-29.00	0.47
278.320313	-6.77	-25.44	0.22
279.785156	-6.47	-22.14	0.42
281.250000	-6.18	-19.09	0.22
282.714844	-5.87	-16.33	0.20
284.179688	-5.58	-14.01	0.49
285.644531	-5.30	-12.15	0.58
287.109375	-5.01	-10.33	0.58
288.574219	-4.73	-8.20	0.61
290.039063	-4.48	-5.88	0.71
291.503906	-4.24	-3.47	0.87
292.968750	-4.02	-0.92	0.85
294.433594	-3.81	1.73	0.90
295.898438	-3.64	4.70	0.90
297.363281	-3.52	8.34	0.88
298.828125	-3.48	12.61	0.86
300.292969	-3.55	17.22	0.93
301.757813	-3.72	21.52	0.93
303.222656	-3.95	25.31	0.96
304.687500	-4.23	28.70	0.91
306.152344	-4.55	31.78	0.92
307.617188	-4.89	34.72	0.95
309.082031	-5.23	37.42	0.95
310.546875	-5.58	39.90	0.94
312.011719	-5.93	42.25	0.94
313.476563	-6.27	44.56	0.83
314.941406	-6.60	47.00	0.89
316.406250	-6.87	49.70	0.75
317.871094	-7.10	52.75	0.44
319.335938	-7.27	56.10	0.34
320.800781	-7.40	59.55	0.51
322.265625	-7.49	62.95	0.74
323.730469	-7.60	65.68	0.91
325.195313	-7.73	67.60	0.95
326.660156	-7.89	68.78	0.96
328.125000	-8.06	69.52	0.97
329.589844	-8.24	69.89	0.96
331.054688	-8.43	69.95	0.97
332.519531	-8.62	69.76	0.97
333.984375	-8.82	69.34	0.96
335.449219	-9.03	68.69	0.99
336.914063	-9.24	67.85	0.98
338.378906	-9.47	66.87	0.97
339.843750	-9.70	65.77	0.97
341.308594	-9.93	64.55	0.98
342.773438	-10.18	63.18	0.98
344.238281	-10.43	61.80	0.97
345.703125	-10.67	60.47	0.97
347.167969	-10.92	59.18	0.95
348.632813	-11.16	57.90	0.94
350.097656	-11.39	56.67	0.97
351.562500	-11.62	55.49	0.96
353.027344	-11.83	54.37	0.97
354.492188	-12.03	53.28	0.92
355.957031	-12.21	52.25	0.91
357.421875	-12.36	51.28	0.70
358.886719	-12.48	50.33	0.53
360.351563	-12.57	49.39	0.74
361.816406	-12.64	48.62	0.46
363.281250	-12.68	47.84	0.36
364.746094	-12.66	47.11	0.24
366.210938	-12.60	46.38	0.44
367.675781	-12.56	45.25	0.37
369.140625	-12.54	44.27	0.32
370.605469	-12.51	43.31	0.75
372.070313	-12.46	42.08	0.91
373.535156	-12.42	40.51	0.95
375.000000	-12.37	38.72	0.97
376.464844	-12.31	36.73	0.99
377.929688	-12.25	34.57	0.96
379.394531	-12.17	32.22	0.92
380.859375	-12.08	29.79	0.89
382.324219	-11.98	27.31	0.95
383.789063	-11.88	24.70	0.95
385.253906	-11.79	22.00	0.93
386.718750	-11.70	19.21	0.94
388.183594	-11.62	16.37	0.92
389.648438	-11.55	13.48	0.92
391.113281	-11.49	10.52	0.93
392.578125	-11.43	7.62	0.96
394.042969	-11.37	4.82	0.98
395.507813	-11.32	2.15	0.96
396.972656	-11.27	-0.41	0.95
