	SM57-75		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	1234.57	45.00	1.00
2.929688	-59.77	159.32	0.40
4.394531	-60.78	131.85	0.72
5.859375	-57.03	135.68	0.88
7.324219	-41.56	14.30	0.53
8.789063	-41.00	111.16	0.99
10.253906	-17.52	70.24	1.00
11.718750	-33.73	9.23	0.45
13.183594	-35.48	-163.60	0.82
14.648438	-26.85	5.45	0.35
16.113281	-32.53	154.33	0.57
17.578125	-33.15	167.41	0.90
19.042969	-30.37	-175.57	0.94
20.507813	-23.54	-161.77	0.83
21.972656	-17.23	-60.00	0.34
23.437500	-22.40	167.63	0.89
24.902344	-13.98	110.56	0.42
26.367188	-16.96	130.55	0.99
27.832031	1234.57	45.00	1.00
29.296875	-11.52	134.25	0.51
30.761719	-15.70	147.78	0.71
32.226563	-14.35	70.79	0.40
33.691406	-15.50	56.34	0.41
35.156250	-16.86	88.30	0.77
36.621094	-14.99	109.77	0.58
38.085938	-12.62	102.49	0.77
39.550781	-10.93	89.78	0.86
41.015625	-9.72	94.13	0.79
42.480469	-8.66	113.40	0.25
43.945313	-7.42	146.83	0.36
45.410156	-8.50	134.98	0.50
46.875000	-8.76	128.82	0.86
48.339844	-8.30	125.61	0.49
49.804688	-9.34	117.42	0.57
51.269531	-9.88	115.45	0.94
52.734375	-10.09	118.39	0.87
54.199219	-9.30	128.01	0.91
55.664063	-8.85	131.43	0.91
57.128906	-8.08	142.50	0.74
58.593750	-7.43	148.34	0.79
60.058594	-7.13	135.62	0.69
61.523438	-6.53	112.67	0.85
62.988281	-6.34	102.12	0.96
64.453125	-6.14	96.26	0.89
65.917969	-5.39	96.43	0.60
67.382813	-4.95	105.45	0.63
68.847656	-4.23	111.54	0.58
70.312500	-3.32	119.59	0.58
71.777344	-2.08	120.27	0.33
73.242188	-1.33	115.50	0.33
74.707031	-2.31	105.75	0.41
76.171875	-4.24	104.90	0.20
77.636719	-5.25	104.64	0.14
79.101563	-5.56	105.23	0.68
80.566406	-6.07	107.43	0.67
82.031250	-6.75	106.70	0.78
83.496094	-7.61	103.28	0.96
84.960938	-8.02	101.32	0.90
86.425781	-8.11	98.85	0.92
87.890625	-7.91	97.07	0.98
89.355469	-7.71	95.92	0.99
90.820313	-7.39	94.67	0.96
92.285156	-6.99	93.07	0.98
93.750000	-6.59	91.70	0.99
95.214844	-6.21	90.10	0.97
96.679688	-5.95	87.83	0.99
98.144531	-5.81	86.33	0.99
99.609375	-5.70	84.56	0.99
101.074219	-5.63	82.47	0.98
102.539063	-5.62	80.92	0.99
104.003906	-5.64	79.86	0.97
105.468750	-5.69	79.83	0.95
106.933594	-5.66	80.40	0.92
108.398438	-5.38	81.37	0.86
109.863281	-4.97	81.69	0.77
111.328125	-4.51	82.24	0.90
112.792969	-3.94	83.41	0.96
114.257813	-3.28	83.91	0.92
115.722656	-2.59	82.81	0.80
117.187500	-2.06	80.94	0.90
118.652344	-1.60	79.69	0.97
120.117188	-1.21	77.99	0.96
121.582031	-1.00	74.96	0.97
123.046875	-0.97	70.23	0.96
124.511719	-1.01	65.02	0.98
125.976563	-1.07	60.15	0.99
127.441406	-1.21	55.83	0.97
128.906250	-1.47	51.65	0.99
130.371094	-1.74	48.49	0.99
131.835938	-2.03	46.34	0.97
133.300781	-2.30	44.63	0.98
134.765625	-2.50	42.87	0.97
136.230469	-2.72	41.44	0.97
137.695313	-2.91	40.12	0.86
139.160156	-3.08	39.17	0.94
140.625000	-3.25	37.80	0.94
142.089844	-3.40	37.02	0.89
143.554688	-3.56	36.59	0.80
145.019531	-3.78	36.74	0.87
146.484375	-3.98	37.89	0.91
147.949219	-4.06	38.79	0.82
149.414063	-4.15	39.36	0.95
150.878906	-4.26	39.82	0.98
152.343750	-4.31	40.22	0.99
153.808594	-4.33	40.70	0.98
155.273438	-4.34	41.28	0.96
156.738281	-4.34	41.60	0.98
158.203125	-4.33	41.82	0.99
159.667969	-4.30	41.95	0.98
161.132813	-4.25	41.69	0.99
162.597656	-4.20	41.22	0.98
164.062500	-4.13	40.58	0.98
165.527344	-4.03	39.92	0.99
166.992188	-3.88	39.14	0.98
168.457031	-3.75	38.05	0.99
169.921875	-3.67	36.77	0.99
171.386719	-3.65	35.17	0.97
172.851563	-3.67	33.67	0.98
174.316406	-3.69	32.49	0.97
175.781250	-3.74	31.33	0.99
177.246094	-3.84	30.05	0.99
178.710938	-3.99	28.92	0.99
180.175781	-4.15	28.02	0.99
181.640625	-4.30	27.33	1.00
183.105469	-4.42	26.85	1.00
184.570313	-4.53	26.55	0.99
186.035156	-4.61	26.26	0.95
187.500000	-4.67	25.79	0.90
188.964844	-4.78	24.69	0.98
190.429688	-4.92	23.75	1.00
191.894531	-5.09	22.96	1.00
193.359375	-5.29	22.42	1.00
194.824219	-5.47	22.11	1.00
196.289063	-5.64	21.97	1.00
197.753906	-5.81	22.01	0.99
199.218750	-5.97	22.15	0.99
200.683594	-6.13	22.38	0.97
202.148438	-6.30	22.70	0.98
203.613281	-6.46	23.16	1.00
205.078125	-6.61	23.63	0.99
206.542969	-6.76	24.16	1.00
208.007813	-6.92	24.75	0.99
209.472656	-7.07	25.41	1.00
210.937500	-7.21	26.14	0.99
212.402344	-7.37	26.83	0.93
213.867188	-7.50	27.41	0.91
215.332031	-7.63	28.30	0.93
216.796875	-7.75	29.48	0.97
218.261719	-7.84	30.84	0.97
219.726563	-7.91	32.24	0.73
221.191406	-7.91	33.74	0.62
222.656250	-7.86	35.13	0.92
224.121094	-7.79	36.41	0.98
225.585938	-7.73	37.59	0.99
227.050781	-7.64	38.77	0.94
228.515625	-7.54	39.93	0.97
229.980469	-7.44	41.19	1.00
231.445313	-7.33	42.49	1.00
232.910156	-7.21	43.85	0.97
234.375000	-7.05	45.13	0.95
235.839844	-6.85	46.31	0.95
237.304688	-6.59	47.24	0.98
238.769531	-6.33	47.83	0.99
240.234375	-6.07	48.16	1.00
241.699219	-5.82	48.40	0.99
243.164063	-5.59	48.53	0.99
244.628906	-5.35	48.52	0.99
246.093750	-5.12	48.44	0.99
247.558594	-4.89	48.28	1.00
249.023438	-4.66	47.90	1.00
250.488281	-4.44	47.31	0.98
251.953125	-4.23	46.57	0.99
253.417969	-4.03	45.70	0.99
254.882813	-3.86	44.78	0.95
256.347656	-3.71	43.82	0.85
257.812500	-3.57	42.76	0.81
259.277344	-3.43	41.74	0.89
260.742188	-3.33	40.78	0.95
262.207031	-3.27	40.05	0.96
263.671875	-3.23	39.62	0.96
265.136719	-3.19	39.10	0.95
266.601563	-3.14	38.58	0.95
268.066406	-3.06	38.12	0.99
269.531250	-2.96	37.67	1.00
270.996094	-2.87	37.26	0.99
272.460938	-2.77	36.85	0.98
273.925781	-2.66	36.34	0.97
275.390625	-2.54	35.69	0.99
276.855469	-2.41	34.90	0.99
278.320313	-2.29	34.01	0.99
279.785156	-2.18	33.16	0.95
281.250000	-2.07	32.41	0.82
282.714844	-1.97	31.73	0.90
284.179688	-1.90	30.95	0.95
285.644531	-1.86	30.01	0.97
287.109375	-1.84	28.82	0.99
288.574219	-1.82	27.50	0.98
290.039063	-1.81	26.16	0.99
291.503906	-1.83	24.76	0.99
292.968750	-1.86	23.27	0.98
294.433594	-1.91	21.62	0.96
295.898438	-2.01	19.93	0.98
297.363281	-2.14	18.35	0.99
298.828125	-2.31	16.88	0.99
300.292969	-2.49	15.56	1.00
301.757813	-2.69	14.41	0.99
303.222656	-2.91	13.47	0.99
304.687500	-3.15	12.77	0.94
306.152344	-3.38	12.30	0.97
307.617188	-3.60	11.98	0.99
309.082031	-3.80	11.74	1.00
310.546875	-3.98	11.57	0.99
312.011719	-4.15	11.45	0.99
313.476563	-4.30	11.34	1.00
314.941406	-4.44	11.25	1.00
316.406250	-4.57	11.21	1.00
317.871094	-4.70	11.22	1.00
319.335938	-4.82	11.27	1.00
320.800781	-4.93	11.35	1.00
322.265625	-5.04	11.46	1.00
323.730469	-5.14	11.60	1.00
325.195313	-5.23	11.79	0.99
326.660156	-5.32	12.03	1.00
328.125000	-5.40	12.31	0.99
329.589844	-5.46	12.61	0.99
331.054688	-5.52	12.85	1.00
332.519531	-5.58	13.05	0.99
333.984375	-5.64	13.25	0.99
335.449219	-5.70	13.46	0.99
336.914063	-5.76	13.72	1.00
338.378906	-5.82	14.07	1.00
339.843750	-5.87	14.45	0.99
341.308594	-5.92	14.83	1.00
342.773438	-5.96	15.21	0.99
344.238281	-5.99	15.58	0.99
345.703125	-6.01	15.96	0.99
347.167969	-6.01	16.34	1.00
348.632813	-6.02	16.67	1.00
350.097656	-6.02	16.97	1.00
351.562500	-6.02	17.23	1.00
353.027344	-6.01	17.45	1.00
354.492188	-6.01	17.63	0.99
355.957031	-6.01	17.74	0.99
357.421875	-6.02	17.81	1.00
358.886719	-6.03	17.85	1.00
360.351563	-6.06	17.85	1.00
361.816406	-6.10	17.84	0.99
363.281250	-6.16	17.84	0.99
364.746094	-6.22	17.90	1.00
366.210938	-6.30	18.06	0.99
367.675781	-6.38	18.40	0.94
369.140625	-6.48	18.86	0.93
370.605469	-6.57	19.45	0.98
372.070313	-6.66	20.14	0.98
373.535156	-6.73	20.90	0.98
375.000000	-6.78	21.67	0.99
376.464844	-6.82	22.45	0.98
377.929688	-6.83	23.22	0.99
379.394531	-6.83	23.98	0.99
380.859375	-6.82	24.71	0.98
382.324219	-6.81	25.39	0.96
383.789063	-6.80	26.10	0.96
385.253906	-6.78	26.80	0.95
386.718750	-6.74	27.46	0.92
388.183594	-6.70	28.14	0.98
389.648438	-6.65	28.77	0.99
391.113281	-6.60	29.37	0.99
392.578125	-6.54	29.90	1.00
394.042969	-6.49	30.36	0.99
395.507813	-6.42	30.75	1.00
396.972656	-6.36	31.07	1.00
398.437500	-6.30	31.35	1.00
399.902344	-6.23	31.56	1.00
401.367188	-6.17	31.73	0.99
402.832031	-6.11	31.83	0.98
404.296875	-6.05	31.88	0.99
405.761719	-5.99	31.93	1.00
