	SM57-105		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	1234.57	45.00	1.00
2.929688	-59.69	120.45	0.38
4.394531	-59.71	133.57	0.53
5.859375	-55.22	146.11	0.88
7.324219	-41.56	14.30	0.53
8.789063	-41.00	111.16	0.99
10.253906	-17.83	44.47	0.89
11.718750	-33.26	-88.29	0.11
13.183594	-29.85	-128.49	0.49
14.648438	-26.85	5.45	0.35
16.113281	-32.53	154.33	0.57
17.578125	-29.66	162.79	0.85
19.042969	-27.44	97.32	0.27
20.507813	-20.04	-170.40	0.52
21.972656	-18.07	154.30	0.28
23.437500	-14.77	91.80	0.54
24.902344	-13.98	110.56	0.42
26.367188	-16.96	130.55	0.99
27.832031	1234.57	45.00	1.00
29.296875	-14.91	144.39	0.64
30.761719	-14.22	92.41	0.31
32.226563	-18.34	139.17	0.42
33.691406	-17.36	138.73	0.45
35.156250	-18.99	114.13	0.62
36.621094	-18.74	131.47	0.75
38.085938	-17.25	148.46	0.92
39.550781	-16.79	140.49	0.84
41.015625	-16.66	107.52	0.55
42.480469	-14.14	109.32	0.59
43.945313	-12.10	109.26	0.28
45.410156	-12.60	119.26	0.39
46.875000	-12.91	152.44	0.69
48.339844	-12.72	149.73	0.36
49.804688	-12.64	116.38	0.70
51.269531	-11.96	98.18	0.72
52.734375	-11.14	97.19	0.57
54.199219	-10.27	99.35	0.47
55.664063	-7.79	97.44	0.38
57.128906	-6.88	80.74	0.36
58.593750	-7.59	67.74	0.67
60.058594	-8.31	69.58	0.81
61.523438	-8.90	74.51	0.89
62.988281	-9.33	73.90	0.82
64.453125	-9.43	68.50	0.92
65.917969	-9.08	69.33	0.78
67.382813	-8.49	75.08	0.43
68.847656	-7.24	73.99	0.33
70.312500	-4.96	71.04	0.50
71.777344	-2.46	63.02	0.38
73.242188	-1.51	61.36	0.61
74.707031	-2.79	74.72	0.25
76.171875	-5.42	79.07	0.21
77.636719	-7.16	82.52	0.67
79.101563	-8.62	85.22	0.93
80.566406	-9.95	89.45	0.82
82.031250	-11.08	91.86	0.80
83.496094	-11.56	95.22	0.87
84.960938	-11.41	99.83	0.79
86.425781	-10.81	103.65	0.90
87.890625	-10.35	104.02	0.91
89.355469	-9.95	100.54	0.88
90.820313	-9.66	98.47	0.91
92.285156	-9.63	95.38	0.94
93.750000	-9.53	92.49	0.95
95.214844	-9.36	89.91	0.95
96.679688	-9.31	88.14	0.96
98.144531	-9.35	85.80	0.96
99.609375	-9.30	83.95	0.89
101.074219	-9.06	82.47	0.95
102.539063	-8.78	81.13	0.86
104.003906	-8.37	81.13	0.42
105.468750	-7.86	83.37	0.64
106.933594	-7.44	83.90	0.82
108.398438	-6.96	84.58	0.92
109.863281	-6.43	85.44	0.80
111.328125	-5.87	84.68	0.54
112.792969	-5.31	82.79	0.39
114.257813	-4.83	78.37	0.29
115.722656	-4.57	75.13	0.34
117.187500	-4.65	73.60	0.67
118.652344	-4.72	71.34	0.89
120.117188	-4.71	69.22	0.90
121.582031	-4.67	67.00	0.96
123.046875	-4.65	64.72	0.97
124.511719	-4.60	62.53	0.97
125.976563	-4.59	60.15	0.98
127.441406	-4.64	57.04	0.94
128.906250	-4.73	53.90	0.96
130.371094	-4.87	51.24	0.97
131.835938	-5.00	49.20	0.96
133.300781	-5.16	47.10	0.96
134.765625	-5.36	45.54	0.97
136.230469	-5.54	44.68	0.92
137.695313	-5.73	44.21	0.91
139.160156	-5.90	43.61	0.89
140.625000	-6.11	42.36	0.68
142.089844	-6.45	41.30	0.65
143.554688	-6.78	40.97	0.82
145.019531	-7.00	40.72	0.95
146.484375	-7.15	40.33	0.89
147.949219	-7.26	39.42	0.80
149.414063	-7.40	39.12	0.84
150.878906	-7.47	39.08	0.88
152.343750	-7.59	39.23	0.92
153.808594	-7.78	38.61	0.94
155.273438	-7.95	37.55	0.90
156.738281	-8.04	36.55	0.88
158.203125	-8.01	35.34	0.94
159.667969	-7.99	33.77	0.95
161.132813	-8.00	32.31	0.89
162.597656	-8.03	31.41	0.84
164.062500	-8.15	31.09	0.90
165.527344	-8.24	30.83	0.90
166.992188	-8.29	30.44	0.88
168.457031	-8.31	29.86	0.88
169.921875	-8.33	29.02	0.90
171.386719	-8.35	27.86	0.80
172.851563	-8.35	26.78	0.77
174.316406	-8.27	25.79	0.93
175.781250	-8.23	24.61	0.98
177.246094	-8.25	22.99	0.97
178.710938	-8.34	21.26	0.99
180.175781	-8.50	19.64	1.00
181.640625	-8.70	18.05	0.95
183.105469	-8.93	16.78	0.97
184.570313	-9.18	15.89	0.96
186.035156	-9.48	15.86	0.90
187.500000	-9.83	16.47	0.73
188.964844	-10.09	17.39	0.90
190.429688	-10.31	18.09	0.94
191.894531	-10.49	18.83	0.98
193.359375	-10.68	19.62	0.97
194.824219	-10.88	20.44	0.86
196.289063	-11.10	21.46	0.76
197.753906	-11.24	22.62	0.89
199.218750	-11.29	23.68	0.86
200.683594	-11.29	24.67	0.95
202.148438	-11.29	25.36	0.97
203.613281	-11.28	26.11	0.97
205.078125	-11.28	27.06	0.93
206.542969	-11.29	28.34	0.84
208.007813	-11.30	29.67	0.85
209.472656	-11.31	31.70	0.73
210.937500	-11.30	33.87	0.57
212.402344	-11.27	35.54	0.42
213.867188	-11.22	37.86	0.15
215.332031	-11.20	39.90	0.32
216.796875	-11.20	42.51	0.21
218.261719	-11.15	44.99	0.64
219.726563	-11.10	47.15	0.55
221.191406	-11.10	49.61	0.68
222.656250	-11.14	51.27	0.71
224.121094	-11.17	52.46	0.84
225.585938	-11.20	53.27	0.92
227.050781	-11.20	53.98	0.90
228.515625	-11.20	54.60	0.91
229.980469	-11.16	55.40	0.96
231.445313	-11.10	56.54	0.93
232.910156	-11.02	57.85	0.88
234.375000	-10.87	59.23	0.74
235.839844	-10.64	60.63	0.81
237.304688	-10.34	61.60	0.84
238.769531	-10.04	61.92	0.89
240.234375	-9.76	61.89	0.85
241.699219	-9.49	61.59	0.96
243.164063	-9.22	61.19	1.00
244.628906	-8.95	60.78	0.96
246.093750	-8.67	60.24	0.86
247.558594	-8.38	59.60	0.84
249.023438	-8.05	58.98	0.89
250.488281	-7.75	58.20	0.95
251.953125	-7.48	57.27	0.89
253.417969	-7.23	56.47	0.78
254.882813	-7.03	55.46	0.64
256.347656	-6.87	54.18	0.58
257.812500	-6.71	52.92	0.79
259.277344	-6.60	51.88	0.82
260.742188	-6.51	51.31	0.80
262.207031	-6.41	50.63	0.75
263.671875	-6.30	49.64	0.85
265.136719	-6.19	48.70	0.93
266.601563	-6.07	48.05	0.97
268.066406	-5.94	47.53	0.93
269.531250	-5.80	47.06	0.84
270.996094	-5.69	46.89	0.74
272.460938	-5.57	46.66	0.51
273.925781	-5.50	45.82	0.58
275.390625	-5.42	44.81	0.79
276.855469	-5.35	43.56	0.84
278.320313	-5.30	42.48	0.67
279.785156	-5.23	41.31	0.89
281.250000	-5.17	40.03	0.68
282.714844	-5.08	38.89	0.45
284.179688	-4.99	37.85	0.91
285.644531	-4.91	36.73	0.95
287.109375	-4.85	35.47	0.88
288.574219	-4.82	34.09	0.78
290.039063	-4.84	32.50	0.79
291.503906	-4.88	30.89	0.80
292.968750	-4.96	29.45	0.77
294.433594	-5.09	27.99	0.93
295.898438	-5.25	26.56	0.80
297.363281	-5.44	25.39	0.95
298.828125	-5.66	24.41	0.88
300.292969	-5.88	23.51	0.81
301.757813	-6.08	22.59	0.90
303.222656	-6.29	21.80	0.92
304.687500	-6.46	21.07	0.96
306.152344	-6.60	20.34	0.94
307.617188	-6.74	19.66	0.98
309.082031	-6.88	18.94	0.99
310.546875	-7.02	18.22	0.98
312.011719	-7.16	17.44	0.95
313.476563	-7.31	16.66	0.99
314.941406	-7.45	15.90	0.99
316.406250	-7.60	15.14	0.98
317.871094	-7.75	14.47	0.99
319.335938	-7.89	13.88	0.99
320.800781	-8.04	13.40	0.99
322.265625	-8.19	13.04	0.98
323.730469	-8.34	12.79	0.95
325.195313	-8.48	12.54	0.96
326.660156	-8.60	12.32	0.92
328.125000	-8.72	12.15	0.90
329.589844	-8.83	12.01	0.95
331.054688	-8.92	11.82	0.95
332.519531	-9.00	11.63	0.95
333.984375	-9.08	11.39	0.98
335.449219	-9.17	11.15	0.99
336.914063	-9.25	10.92	0.98
338.378906	-9.34	10.72	0.98
339.843750	-9.43	10.56	0.95
341.308594	-9.52	10.48	0.87
342.773438	-9.60	10.35	0.92
344.238281	-9.69	10.13	0.97
345.703125	-9.78	9.95	0.99
347.167969	-9.87	9.84	0.98
348.632813	-9.95	9.75	0.98
350.097656	-10.03	9.65	0.97
351.562500	-10.10	9.55	0.97
353.027344	-10.17	9.39	0.97
354.492188	-10.25	9.24	0.96
355.957031	-10.34	9.03	0.98
357.421875	-10.43	8.87	0.98
358.886719	-10.53	8.77	0.96
360.351563	-10.64	8.67	0.96
361.816406	-10.75	8.56	0.95
363.281250	-10.86	8.52	0.93
364.746094	-10.97	8.61	0.74
366.210938	-11.09	8.82	0.71
367.675781	-11.24	9.56	0.58
369.140625	-11.41	11.07	0.41
370.605469	-11.57	12.98	0.42
372.070313	-11.70	14.94	0.41
373.535156	-11.79	16.91	0.52
375.000000	-11.85	18.85	0.59
376.464844	-11.88	20.75	0.83
377.929688	-11.90	22.54	0.96
379.394531	-11.91	24.16	0.94
380.859375	-11.89	25.62	0.93
382.324219	-11.87	26.99	0.78
383.789063	-11.84	28.37	0.80
385.253906	-11.77	29.71	0.83
386.718750	-11.69	30.95	0.81
388.183594	-11.60	32.15	0.80
389.648438	-11.49	33.26	0.83
391.113281	-11.39	34.23	0.75
392.578125	-11.30	35.11	0.96
394.042969	-11.21	35.91	0.98
395.507813	-11.12	36.64	0.90
396.972656	-11.02	37.21	0.86
398.437500	-10.90	37.66	0.82
399.902344	-10.79	38.08	0.92
401.367188	-10.69	38.40	0.96
402.832031	-10.60	38.65	0.97
404.296875	-10.51	38.79	0.89
405.761719	-10.43	38.86	0.89
