	SM57-45		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	1234.57	45.00	1.00
2.929688	-59.77	159.32	0.40
4.394531	-59.85	120.82	0.84
5.859375	-57.03	135.68	0.88
7.324219	-41.56	14.30	0.53
8.789063	-41.00	111.16	0.99
10.253906	1234.57	45.00	1.00
11.718750	-33.73	9.23	0.45
13.183594	-35.48	-163.60	0.82
14.648438	-26.85	5.45	0.35
16.113281	-33.74	174.27	0.85
17.578125	-33.15	167.41	0.90
19.042969	-30.28	-169.19	0.93
20.507813	-27.79	170.91	0.97
21.972656	-14.45	116.17	0.24
23.437500	-22.61	178.48	0.99
24.902344	-12.71	115.21	0.44
26.367188	-16.92	130.68	0.99
27.832031	1234.57	45.00	1.00
29.296875	-10.91	155.04	0.34
30.761719	-15.09	136.39	0.99
32.226563	-9.42	-129.93	0.36
33.691406	-9.41	127.30	0.20
35.156250	-10.68	113.14	0.73
36.621094	-11.92	121.98	0.79
38.085938	-12.44	129.10	0.90
39.550781	-11.85	129.15	0.87
41.015625	-10.84	115.64	0.74
42.480469	-10.74	91.93	0.72
43.945313	-10.41	87.40	0.81
45.410156	-10.00	62.59	0.43
46.875000	-9.41	-127.43	0.25
48.339844	-9.86	-150.08	0.47
49.804688	-9.55	-175.58	0.65
51.269531	-9.94	122.15	0.71
52.734375	-9.70	120.10	0.57
54.199219	-8.65	140.25	0.73
55.664063	-8.09	129.81	0.62
57.128906	-8.17	118.78	0.58
58.593750	-7.20	113.61	0.78
60.058594	-6.48	118.15	0.92
61.523438	-5.59	119.64	0.85
62.988281	-4.76	115.39	0.38
64.453125	-4.06	111.26	0.77
65.917969	-3.50	124.60	0.76
67.382813	-2.90	158.51	0.46
68.847656	-2.75	-173.98	0.61
70.312500	-2.30	-148.91	0.46
71.777344	-2.01	-131.92	0.46
73.242188	-2.32	-106.06	0.30
74.707031	-2.52	-32.32	0.16
76.171875	-3.28	43.36	0.57
77.636719	-4.04	60.95	0.87
79.101563	-4.72	67.67	0.85
80.566406	-5.29	74.06	0.90
82.031250	-5.91	79.60	0.97
83.496094	-6.38	84.78	0.99
84.960938	-6.70	89.06	0.98
86.425781	-6.85	92.49	0.96
87.890625	-6.94	94.53	0.97
89.355469	-6.88	95.18	0.96
90.820313	-6.45	96.19	0.99
92.285156	-5.99	96.04	0.99
93.750000	-5.51	95.03	0.98
95.214844	-4.98	93.56	0.99
96.679688	-4.63	91.33	0.95
98.144531	-4.21	89.22	0.99
99.609375	-3.92	87.53	1.00
101.074219	-3.71	86.33	1.00
102.539063	-3.54	85.39	0.99
104.003906	-3.40	84.68	0.99
105.468750	-3.32	84.94	0.99
106.933594	-3.27	85.83	0.91
108.398438	-3.25	85.97	0.97
109.863281	-3.05	85.73	0.98
111.328125	-2.66	85.29	0.93
112.792969	-2.13	85.04	0.92
114.257813	-1.63	83.94	0.94
115.722656	-1.16	81.81	0.95
117.187500	-0.64	78.94	0.96
118.652344	-0.21	75.66	0.99
120.117188	0.11	72.10	0.99
121.582031	0.36	68.12	0.99
123.046875	0.49	63.56	0.99
124.511719	0.50	59.01	0.98
125.976563	0.46	54.90	0.99
127.441406	0.31	51.03	0.99
128.906250	0.01	48.09	0.98
130.371094	-0.38	46.28	0.99
131.835938	-0.71	44.98	1.00
133.300781	-1.00	44.13	1.00
134.765625	-1.25	43.64	1.00
136.230469	-1.46	43.40	1.00
137.695313	-1.63	43.18	1.00
139.160156	-1.76	42.99	1.00
140.625000	-1.90	42.76	1.00
142.089844	-2.05	42.71	1.00
143.554688	-2.17	42.75	1.00
145.019531	-2.26	42.89	1.00
146.484375	-2.31	43.13	0.99
147.949219	-2.34	43.19	0.98
149.414063	-2.32	43.31	1.00
150.878906	-2.30	43.50	1.00
152.343750	-2.29	43.75	1.00
153.808594	-2.28	44.02	0.99
155.273438	-2.27	44.34	0.97
156.738281	-2.26	44.51	0.98
158.203125	-2.20	44.60	0.99
159.667969	-2.13	44.66	0.99
161.132813	-2.02	44.57	0.99
162.597656	-1.88	44.43	1.00
164.062500	-1.74	43.98	0.99
165.527344	-1.56	43.32	0.99
166.992188	-1.38	42.52	0.99
168.457031	-1.24	41.12	0.99
169.921875	-1.16	39.20	0.97
171.386719	-1.16	37.53	0.99
172.851563	-1.23	36.38	0.98
174.316406	-1.29	35.17	0.99
175.781250	-1.34	33.94	1.00
177.246094	-1.40	32.79	1.00
178.710938	-1.48	31.83	1.00
180.175781	-1.58	31.14	0.97
181.640625	-1.70	30.97	0.97
183.105469	-1.75	30.87	0.94
184.570313	-1.74	30.78	0.97
186.035156	-1.70	30.22	0.98
187.500000	-1.72	29.32	0.99
188.964844	-1.79	28.38	0.99
190.429688	-1.90	27.44	1.00
191.894531	-2.05	26.85	1.00
193.359375	-2.19	26.58	1.00
194.824219	-2.33	26.51	1.00
196.289063	-2.45	26.56	1.00
197.753906	-2.55	26.69	1.00
199.218750	-2.65	26.87	1.00
200.683594	-2.74	27.06	1.00
202.148438	-2.82	27.34	1.00
203.613281	-2.90	27.67	1.00
205.078125	-2.97	28.00	1.00
206.542969	-3.02	28.32	1.00
208.007813	-3.08	28.63	0.99
209.472656	-3.11	28.89	1.00
210.937500	-3.13	29.09	0.99
212.402344	-3.17	29.13	0.99
213.867188	-3.23	29.07	1.00
215.332031	-3.32	29.08	0.99
216.796875	-3.43	29.28	1.00
218.261719	-3.54	29.70	0.99
219.726563	-3.64	30.29	1.00
221.191406	-3.72	31.00	1.00
222.656250	-3.78	31.78	1.00
224.121094	-3.81	32.59	1.00
225.585938	-3.82	33.45	1.00
227.050781	-3.82	34.29	1.00
228.515625	-3.80	35.14	1.00
229.980469	-3.77	35.98	1.00
231.445313	-3.72	36.83	1.00
232.910156	-3.66	37.66	1.00
234.375000	-3.57	38.48	1.00
235.839844	-3.45	39.29	0.99
237.304688	-3.31	39.99	1.00
238.769531	-3.17	40.54	1.00
240.234375	-3.02	40.98	1.00
241.699219	-2.88	41.37	1.00
243.164063	-2.73	41.74	1.00
244.628906	-2.57	42.08	1.00
246.093750	-2.39	42.36	0.99
247.558594	-2.20	42.52	1.00
249.023438	-2.00	42.52	1.00
250.488281	-1.79	42.36	1.00
251.953125	-1.59	42.05	1.00
253.417969	-1.39	41.63	1.00
254.882813	-1.19	41.09	1.00
256.347656	-1.00	40.41	0.93
257.812500	-0.84	39.58	0.99
259.277344	-0.73	38.66	0.99
260.742188	-0.66	37.65	0.98
262.207031	-0.63	36.71	1.00
263.671875	-0.59	35.90	0.99
265.136719	-0.57	35.21	0.99
266.601563	-0.54	34.61	0.99
268.066406	-0.52	34.07	1.00
269.531250	-0.50	33.61	1.00
270.996094	-0.46	33.23	1.00
272.460938	-0.41	32.88	1.00
273.925781	-0.34	32.53	1.00
275.390625	-0.26	32.14	1.00
276.855469	-0.16	31.70	0.99
278.320313	-0.06	31.20	1.00
279.785156	0.03	30.68	1.00
281.250000	0.12	30.14	0.99
282.714844	0.20	29.55	0.99
284.179688	0.27	28.83	0.97
285.644531	0.35	27.95	0.98
287.109375	0.40	26.89	0.99
288.574219	0.44	25.72	1.00
290.039063	0.46	24.50	1.00
291.503906	0.47	23.21	1.00
292.968750	0.46	21.85	0.99
294.433594	0.44	20.37	0.99
295.898438	0.39	18.80	0.99
297.363281	0.30	17.31	0.99
298.828125	0.17	15.92	0.99
300.292969	0.02	14.62	1.00
301.757813	-0.15	13.44	0.99
303.222656	-0.34	12.40	0.99
304.687500	-0.55	11.55	0.98
306.152344	-0.76	10.97	0.99
307.617188	-0.98	10.60	0.99
309.082031	-1.18	10.38	1.00
310.546875	-1.37	10.25	1.00
312.011719	-1.54	10.21	1.00
313.476563	-1.70	10.24	1.00
314.941406	-1.85	10.34	1.00
316.406250	-1.98	10.49	1.00
317.871094	-2.10	10.67	1.00
319.335938	-2.22	10.87	1.00
320.800781	-2.32	11.10	1.00
322.265625	-2.42	11.38	1.00
323.730469	-2.52	11.70	1.00
325.195313	-2.60	12.07	1.00
326.660156	-2.68	12.49	1.00
328.125000	-2.75	12.96	1.00
329.589844	-2.80	13.43	0.99
331.054688	-2.83	13.89	1.00
332.519531	-2.86	14.32	1.00
333.984375	-2.89	14.70	1.00
335.449219	-2.92	15.01	1.00
336.914063	-2.96	15.29	0.99
338.378906	-2.99	15.57	1.00
339.843750	-3.02	15.87	1.00
341.308594	-3.04	16.22	1.00
342.773438	-3.07	16.60	1.00
344.238281	-3.08	16.99	1.00
345.703125	-3.10	17.39	1.00
347.167969	-3.10	17.78	1.00
348.632813	-3.11	18.13	1.00
350.097656	-3.10	18.44	1.00
351.562500	-3.10	18.72	1.00
353.027344	-3.08	18.95	1.00
354.492188	-3.07	19.12	1.00
355.957031	-3.05	19.22	1.00
357.421875	-3.04	19.28	1.00
358.886719	-3.03	19.26	1.00
360.351563	-3.03	19.21	0.99
361.816406	-3.05	19.07	0.99
363.281250	-3.08	18.94	1.00
364.746094	-3.11	18.82	0.99
366.210938	-3.16	18.73	0.96
367.675781	-3.21	18.75	0.99
369.140625	-3.28	18.89	1.00
370.605469	-3.34	19.09	1.00
372.070313	-3.41	19.40	0.99
373.535156	-3.48	19.81	0.99
375.000000	-3.54	20.32	0.99
376.464844	-3.59	20.91	0.99
377.929688	-3.62	21.54	1.00
379.394531	-3.64	22.19	1.00
380.859375	-3.65	22.84	1.00
382.324219	-3.66	23.48	1.00
383.789063	-3.66	24.09	1.00
385.253906	-3.65	24.71	1.00
386.718750	-3.64	25.36	1.00
388.183594	-3.62	26.02	1.00
389.648438	-3.59	26.67	1.00
391.113281	-3.55	27.31	0.99
392.578125	-3.49	27.90	0.99
394.042969	-3.43	28.44	0.99
395.507813	-3.36	28.93	1.00
396.972656	-3.29	29.36	1.00
398.437500	-3.22	29.75	1.00
399.902344	-3.14	30.07	1.00
401.367188	-3.06	30.32	1.00
402.832031	-2.98	30.50	0.99
404.296875	-2.91	30.62	0.99
405.761719	-2.84	30.69	0.97
407.226563	-2.78	30.71	0.99
