	SM57-15		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	1234.57	45.00	1.00
2.929688	-55.16	131.53	0.51
4.394531	-58.70	99.43	0.78
5.859375	-55.04	119.69	0.79
7.324219	-39.36	11.62	0.59
8.789063	-41.00	111.16	0.99
10.253906	1234.57	45.00	1.00
11.718750	-33.43	9.67	0.47
13.183594	-31.15	144.36	0.64
14.648438	-26.51	7.11	0.35
16.113281	-31.24	136.57	0.96
17.578125	-33.03	149.84	0.96
19.042969	-30.60	174.79	0.85
20.507813	-28.83	168.17	0.91
21.972656	-24.31	-173.88	0.69
23.437500	-18.18	172.64	0.97
24.902344	-16.72	-145.54	0.46
26.367188	-17.06	133.69	0.99
27.832031	1234.57	45.00	1.00
29.296875	-16.45	115.30	0.99
30.761719	-9.50	114.25	0.69
32.226563	-10.48	92.87	0.45
33.691406	-11.10	77.36	0.70
35.156250	-10.45	104.01	0.67
36.621094	-11.29	138.84	0.56
38.085938	-10.50	150.56	0.66
39.550781	-9.89	147.55	0.82
41.015625	-8.65	140.12	0.90
42.480469	-8.87	149.49	0.42
43.945313	-7.49	-166.58	0.24
45.410156	-6.65	-150.74	0.33
46.875000	-6.27	-172.51	0.50
48.339844	-7.82	154.85	0.27
49.804688	-7.84	119.80	0.70
51.269531	-8.57	109.57	0.82
52.734375	-9.52	102.80	0.75
54.199219	-9.08	107.07	0.67
55.664063	-8.03	116.98	0.83
57.128906	-7.77	113.03	0.82
58.593750	-7.19	112.82	0.88
60.058594	-6.71	114.44	0.90
61.523438	-6.16	115.28	0.77
62.988281	-5.49	114.66	0.89
64.453125	-5.10	112.65	0.96
65.917969	-4.32	111.17	0.88
67.382813	-3.16	109.01	0.93
68.847656	-1.63	113.80	0.77
70.312500	-0.48	125.97	0.66
71.777344	0.24	-179.68	0.38
73.242188	0.05	-164.63	0.42
74.707031	-0.63	-162.18	0.34
76.171875	-1.86	170.56	0.44
77.636719	-2.82	104.87	0.65
79.101563	-4.13	89.38	0.90
80.566406	-4.59	82.98	0.90
82.031250	-4.96	80.61	0.96
83.496094	-5.34	81.00	0.98
84.960938	-5.61	82.71	0.99
86.425781	-5.65	83.90	0.99
87.890625	-5.57	85.23	0.97
89.355469	-5.37	87.10	0.95
90.820313	-5.05	88.67	0.99
92.285156	-4.65	89.68	0.99
93.750000	-4.06	89.43	0.98
95.214844	-3.58	88.29	1.00
96.679688	-3.18	86.14	0.99
98.144531	-2.87	83.89	0.99
99.609375	-2.71	82.16	0.97
101.074219	-2.41	80.87	0.99
102.539063	-2.16	79.78	1.00
104.003906	-1.95	78.72	1.00
105.468750	-1.79	77.89	1.00
106.933594	-1.63	77.39	0.99
108.398438	-1.47	76.42	0.98
109.863281	-1.32	76.89	0.98
111.328125	-1.15	76.84	0.99
112.792969	-0.90	76.36	0.94
114.257813	-0.58	75.09	0.99
115.722656	-0.21	73.48	0.94
117.187500	0.23	71.47	0.77
118.652344	0.61	69.10	0.99
120.117188	0.94	66.71	1.00
121.582031	1.24	64.27	0.99
123.046875	1.37	61.71	1.00
124.511719	1.36	58.76	0.99
125.976563	1.24	55.68	0.99
127.441406	1.08	52.87	0.98
128.906250	0.78	50.46	0.96
130.371094	0.39	49.00	0.93
131.835938	0.05	47.57	0.98
133.300781	-0.22	46.53	0.99
134.765625	-0.40	45.82	0.99
136.230469	-0.51	45.46	0.99
137.695313	-0.58	45.16	1.00
139.160156	-0.61	44.95	0.99
140.625000	-0.63	44.97	0.99
142.089844	-0.71	44.99	0.98
143.554688	-0.75	44.91	0.99
145.019531	-0.78	44.92	1.00
146.484375	-0.78	44.96	0.97
147.949219	-0.78	44.91	0.99
149.414063	-0.81	45.05	1.00
150.878906	-0.86	45.17	1.00
152.343750	-0.92	45.26	1.00
153.808594	-0.97	45.36	1.00
155.273438	-1.02	45.52	1.00
156.738281	-1.06	45.84	1.00
158.203125	-1.05	46.23	0.99
159.667969	-0.96	46.53	0.98
161.132813	-0.83	46.57	1.00
162.597656	-0.66	46.29	0.98
164.062500	-0.49	45.62	0.99
165.527344	-0.35	44.80	1.00
166.992188	-0.20	43.78	0.99
168.457031	-0.07	42.58	0.99
169.921875	0.00	41.21	0.99
171.386719	-0.00	39.80	0.99
172.851563	-0.05	38.60	1.00
174.316406	-0.10	37.56	1.00
175.781250	-0.13	36.73	1.00
177.246094	-0.17	36.04	1.00
178.710938	-0.20	35.45	0.99
180.175781	-0.25	34.95	0.99
181.640625	-0.27	34.56	0.99
183.105469	-0.25	34.21	0.99
184.570313	-0.20	33.52	0.99
186.035156	-0.12	32.38	0.99
187.500000	-0.09	30.79	0.98
188.964844	-0.10	29.41	1.00
190.429688	-0.17	28.32	0.99
191.894531	-0.27	27.62	1.00
193.359375	-0.39	27.23	1.00
194.824219	-0.50	26.96	1.00
196.289063	-0.60	26.78	1.00
197.753906	-0.69	26.67	1.00
199.218750	-0.77	26.63	0.99
200.683594	-0.87	26.72	1.00
202.148438	-0.97	26.95	0.99
203.613281	-1.05	27.15	1.00
205.078125	-1.11	27.33	1.00
206.542969	-1.15	27.51	1.00
208.007813	-1.18	27.68	1.00
209.472656	-1.20	27.72	1.00
210.937500	-1.22	27.62	1.00
212.402344	-1.23	27.38	0.99
213.867188	-1.25	26.99	1.00
215.332031	-1.30	26.62	1.00
216.796875	-1.38	26.37	0.99
218.261719	-1.46	26.27	1.00
219.726563	-1.56	26.42	0.99
221.191406	-1.65	26.71	1.00
222.656250	-1.74	27.11	1.00
224.121094	-1.81	27.58	1.00
225.585938	-1.87	28.13	1.00
227.050781	-1.91	28.75	1.00
228.515625	-1.93	29.41	1.00
229.980469	-1.94	30.10	1.00
231.445313	-1.93	30.80	1.00
232.910156	-1.91	31.47	1.00
234.375000	-1.87	32.14	1.00
235.839844	-1.83	32.73	1.00
237.304688	-1.78	33.24	1.00
238.769531	-1.72	33.69	1.00
240.234375	-1.67	34.13	1.00
241.699219	-1.60	34.58	1.00
243.164063	-1.53	35.04	1.00
244.628906	-1.45	35.51	1.00
246.093750	-1.35	35.96	1.00
247.558594	-1.23	36.30	1.00
249.023438	-1.11	36.52	1.00
250.488281	-0.99	36.60	1.00
251.953125	-0.86	36.50	0.99
253.417969	-0.74	36.20	0.99
254.882813	-0.64	35.71	0.98
256.347656	-0.53	35.03	0.98
257.812500	-0.45	34.10	0.98
259.277344	-0.40	33.10	0.99
260.742188	-0.37	32.19	0.99
262.207031	-0.37	31.41	0.99
263.671875	-0.36	30.82	1.00
265.136719	-0.36	30.35	1.00
266.601563	-0.35	29.95	1.00
268.066406	-0.34	29.61	1.00
269.531250	-0.33	29.30	1.00
270.996094	-0.32	29.05	1.00
272.460938	-0.29	28.84	0.99
273.925781	-0.25	28.60	1.00
275.390625	-0.21	28.33	1.00
276.855469	-0.16	28.00	0.99
278.320313	-0.10	27.58	0.99
279.785156	-0.04	27.09	0.99
281.250000	0.01	26.64	0.99
282.714844	0.07	26.21	0.99
284.179688	0.13	25.75	0.98
285.644531	0.19	25.24	0.98
287.109375	0.24	24.58	0.99
288.574219	0.28	23.74	0.98
290.039063	0.30	22.90	1.00
291.503906	0.31	21.99	0.99
292.968750	0.30	20.98	0.99
294.433594	0.27	19.85	0.98
295.898438	0.22	18.63	0.99
297.363281	0.14	17.55	1.00
298.828125	0.03	16.56	1.00
300.292969	-0.10	15.63	1.00
301.757813	-0.24	14.80	0.99
303.222656	-0.40	14.07	0.96
304.687500	-0.57	13.43	0.93
306.152344	-0.74	13.09	0.98
307.617188	-0.90	12.97	0.99
309.082031	-1.05	12.99	1.00
310.546875	-1.19	13.12	1.00
312.011719	-1.32	13.34	0.99
313.476563	-1.44	13.63	0.99
314.941406	-1.54	13.98	0.98
316.406250	-1.62	14.34	1.00
317.871094	-1.68	14.74	1.00
319.335938	-1.73	15.16	1.00
320.800781	-1.77	15.60	1.00
322.265625	-1.81	16.05	1.00
323.730469	-1.84	16.51	1.00
325.195313	-1.86	16.97	0.99
326.660156	-1.87	17.44	1.00
328.125000	-1.88	17.93	1.00
329.589844	-1.88	18.42	1.00
331.054688	-1.87	18.87	1.00
332.519531	-1.86	19.26	1.00
333.984375	-1.85	19.58	1.00
335.449219	-1.84	19.86	1.00
336.914063	-1.83	20.11	1.00
338.378906	-1.83	20.35	1.00
339.843750	-1.82	20.58	0.99
341.308594	-1.82	20.81	0.99
342.773438	-1.83	20.97	0.99
344.238281	-1.83	21.14	1.00
345.703125	-1.84	21.33	1.00
347.167969	-1.84	21.52	1.00
348.632813	-1.84	21.73	0.99
350.097656	-1.83	21.89	1.00
351.562500	-1.82	22.01	0.99
353.027344	-1.80	22.10	1.00
354.492188	-1.79	22.14	1.00
355.957031	-1.77	22.15	1.00
357.421875	-1.75	22.12	0.99
358.886719	-1.73	22.05	1.00
360.351563	-1.72	21.91	1.00
361.816406	-1.72	21.78	1.00
363.281250	-1.72	21.63	1.00
364.746094	-1.73	21.48	0.99
366.210938	-1.75	21.35	0.98
367.675781	-1.77	21.36	0.98
369.140625	-1.80	21.47	0.99
370.605469	-1.83	21.67	1.00
372.070313	-1.86	21.92	1.00
373.535156	-1.88	22.21	1.00
375.000000	-1.89	22.53	0.99
376.464844	-1.90	22.89	1.00
377.929688	-1.90	23.25	1.00
379.394531	-1.89	23.63	1.00
380.859375	-1.88	24.01	1.00
382.324219	-1.86	24.38	1.00
383.789063	-1.84	24.75	1.00
385.253906	-1.82	25.11	1.00
386.718750	-1.79	25.48	1.00
388.183594	-1.76	25.86	1.00
389.648438	-1.72	26.25	1.00
391.113281	-1.67	26.63	1.00
392.578125	-1.62	26.97	1.00
394.042969	-1.56	27.27	1.00
395.507813	-1.50	27.53	0.99
396.972656	-1.44	27.74	0.99
398.437500	-1.38	27.90	1.00
399.902344	-1.31	28.00	1.00
401.367188	-1.25	28.06	1.00
402.832031	-1.18	28.07	1.00
404.296875	-1.12	28.07	0.99
405.761719	-1.07	28.05	0.99
407.226563	-1.01	28.01	1.00
