	SM57-30		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	1234.57	45.00	1.00
2.929688	-59.77	159.32	0.40
4.394531	-57.24	87.08	0.50
5.859375	-57.62	133.91	0.86
7.324219	-41.56	14.30	0.53
8.789063	-41.00	111.16	0.99
10.253906	1234.57	45.00	1.00
11.718750	-33.73	9.23	0.45
13.183594	-33.76	149.78	0.72
14.648438	-26.49	7.26	0.35
16.113281	-32.87	148.50	0.75
17.578125	-34.13	158.66	0.86
19.042969	-30.30	-169.90	0.91
20.507813	-27.79	170.91	0.97
21.972656	-15.88	171.32	0.53
23.437500	-15.99	83.03	0.53
24.902344	-14.19	-57.34	0.19
26.367188	-16.97	131.59	0.99
27.832031	1234.57	45.00	1.00
29.296875	-10.23	161.25	0.34
30.761719	-11.33	-164.45	0.50
32.226563	-10.67	168.65	0.44
33.691406	-13.28	104.68	0.42
35.156250	-15.71	108.83	0.87
36.621094	-15.77	112.12	0.98
38.085938	-14.92	119.67	0.99
39.550781	-14.15	125.92	0.98
41.015625	-11.85	140.42	0.70
42.480469	-11.77	123.49	0.85
43.945313	-11.39	109.14	0.77
45.410156	-11.39	100.18	0.83
46.875000	-11.05	104.35	0.99
48.339844	-10.45	112.42	0.94
49.804688	-10.98	114.69	0.93
51.269531	-11.44	116.62	0.95
52.734375	-11.72	118.71	0.90
54.199219	-11.08	121.43	0.98
55.664063	-10.44	120.93	0.99
57.128906	-10.00	117.38	0.98
58.593750	-9.18	114.76	0.96
60.058594	-8.43	113.31	0.97
61.523438	-7.62	110.79	0.98
62.988281	-7.00	105.97	0.98
64.453125	-6.68	100.20	0.99
65.917969	-6.54	96.92	0.99
67.382813	-6.51	94.92	0.91
68.847656	-6.42	92.26	0.99
70.312500	-6.49	90.17	0.93
71.777344	-6.64	89.64	0.91
73.242188	-6.53	91.34	0.85
74.707031	-6.54	92.06	0.97
76.171875	-6.42	91.48	0.99
77.636719	-6.28	89.58	0.99
79.101563	-6.20	87.48	0.99
80.566406	-6.37	86.27	1.00
82.031250	-6.59	86.29	1.00
83.496094	-6.72	87.08	1.00
84.960938	-6.71	88.62	1.00
86.425781	-6.56	90.17	1.00
87.890625	-6.32	91.58	1.00
89.355469	-5.94	93.00	1.00
90.820313	-5.46	93.89	1.00
92.285156	-4.90	93.94	1.00
93.750000	-4.38	93.08	1.00
95.214844	-3.87	91.32	0.99
96.679688	-3.49	89.54	1.00
98.144531	-3.20	87.73	1.00
99.609375	-2.98	86.04	1.00
101.074219	-2.81	84.40	1.00
102.539063	-2.69	83.05	1.00
104.003906	-2.61	81.98	1.00
105.468750	-2.56	81.18	1.00
106.933594	-2.45	80.82	1.00
108.398438	-2.31	80.71	1.00
109.863281	-2.12	80.68	1.00
111.328125	-1.87	80.68	1.00
112.792969	-1.52	80.47	1.00
114.257813	-1.06	79.98	0.99
115.722656	-0.58	78.93	0.98
117.187500	-0.13	77.25	0.99
118.652344	0.30	74.89	0.99
120.117188	0.61	71.52	0.93
121.582031	0.89	67.62	0.97
123.046875	1.08	63.47	1.00
124.511719	1.14	59.56	0.99
125.976563	1.09	55.85	1.00
127.441406	0.95	52.28	0.98
128.906250	0.69	48.99	0.99
130.371094	0.32	47.01	0.99
131.835938	-0.00	45.76	1.00
133.300781	-0.29	45.01	1.00
134.765625	-0.52	44.52	1.00
136.230469	-0.71	44.22	1.00
137.695313	-0.87	44.01	1.00
139.160156	-0.99	43.75	1.00
140.625000	-1.10	43.38	1.00
142.089844	-1.22	43.22	1.00
143.554688	-1.32	43.28	1.00
145.019531	-1.38	43.39	1.00
146.484375	-1.40	43.52	1.00
147.949219	-1.42	43.56	1.00
149.414063	-1.42	43.48	1.00
150.878906	-1.43	43.36	1.00
152.343750	-1.44	43.24	1.00
153.808594	-1.45	43.14	1.00
155.273438	-1.47	43.09	1.00
156.738281	-1.48	43.23	1.00
158.203125	-1.47	43.49	1.00
159.667969	-1.41	43.71	1.00
161.132813	-1.29	43.82	1.00
162.597656	-1.13	43.74	0.99
164.062500	-0.98	43.43	1.00
165.527344	-0.85	42.92	1.00
166.992188	-0.71	42.14	1.00
168.457031	-0.57	41.02	0.98
169.921875	-0.48	39.53	0.99
171.386719	-0.44	38.10	1.00
172.851563	-0.44	36.97	1.00
174.316406	-0.46	36.11	1.00
175.781250	-0.49	35.32	1.00
177.246094	-0.53	34.62	1.00
178.710938	-0.58	34.03	1.00
180.175781	-0.64	33.59	1.00
181.640625	-0.69	33.29	1.00
183.105469	-0.69	32.88	0.99
184.570313	-0.66	32.34	0.99
186.035156	-0.61	31.37	0.98
187.500000	-0.57	29.98	0.99
188.964844	-0.61	28.73	1.00
190.429688	-0.71	27.68	0.99
191.894531	-0.84	26.88	1.00
193.359375	-0.97	26.38	1.00
194.824219	-1.11	26.15	1.00
196.289063	-1.23	26.09	1.00
197.753906	-1.35	26.05	1.00
199.218750	-1.46	26.03	1.00
200.683594	-1.56	26.02	1.00
202.148438	-1.66	26.12	1.00
203.613281	-1.73	26.27	1.00
205.078125	-1.79	26.45	1.00
206.542969	-1.83	26.62	1.00
208.007813	-1.86	26.77	1.00
209.472656	-1.88	26.84	1.00
210.937500	-1.90	26.82	1.00
212.402344	-1.93	26.67	1.00
213.867188	-1.98	26.42	1.00
215.332031	-2.06	26.20	1.00
216.796875	-2.16	26.09	1.00
218.261719	-2.26	26.15	1.00
219.726563	-2.35	26.38	1.00
221.191406	-2.44	26.79	1.00
222.656250	-2.52	27.31	1.00
224.121094	-2.59	27.94	1.00
225.585938	-2.64	28.64	1.00
227.050781	-2.67	29.38	1.00
228.515625	-2.69	30.15	1.00
229.980469	-2.69	30.93	1.00
231.445313	-2.68	31.71	1.00
232.910156	-2.65	32.48	1.00
234.375000	-2.61	33.23	1.00
235.839844	-2.55	33.92	1.00
237.304688	-2.48	34.54	1.00
238.769531	-2.40	35.08	1.00
240.234375	-2.31	35.56	1.00
241.699219	-2.23	36.01	1.00
243.164063	-2.13	36.43	1.00
244.628906	-2.02	36.81	1.00
246.093750	-1.89	37.13	1.00
247.558594	-1.75	37.37	1.00
249.023438	-1.59	37.48	1.00
250.488281	-1.44	37.44	1.00
251.953125	-1.28	37.24	1.00
253.417969	-1.13	36.89	1.00
254.882813	-0.98	36.44	1.00
256.347656	-0.84	35.83	1.00
257.812500	-0.72	35.00	0.99
259.277344	-0.64	34.07	0.99
260.742188	-0.58	33.14	1.00
262.207031	-0.56	32.40	0.99
263.671875	-0.55	31.82	1.00
265.136719	-0.54	31.35	1.00
266.601563	-0.54	30.96	1.00
268.066406	-0.53	30.63	1.00
269.531250	-0.52	30.36	1.00
270.996094	-0.51	30.15	1.00
272.460938	-0.49	29.97	1.00
273.925781	-0.46	29.76	1.00
275.390625	-0.41	29.53	1.00
276.855469	-0.36	29.23	1.00
278.320313	-0.30	28.86	1.00
279.785156	-0.25	28.48	1.00
281.250000	-0.19	28.11	1.00
282.714844	-0.12	27.73	1.00
284.179688	-0.05	27.29	1.00
285.644531	0.03	26.76	1.00
287.109375	0.10	26.11	1.00
288.574219	0.17	25.31	1.00
290.039063	0.22	24.43	1.00
291.503906	0.27	23.44	1.00
292.968750	0.30	22.35	1.00
294.433594	0.30	21.03	0.98
295.898438	0.27	19.50	0.98
297.363281	0.21	18.15	1.00
298.828125	0.11	16.97	0.99
300.292969	-0.01	15.96	1.00
301.757813	-0.15	15.11	1.00
303.222656	-0.31	14.45	1.00
304.687500	-0.47	13.95	1.00
306.152344	-0.64	13.64	1.00
307.617188	-0.80	13.47	1.00
309.082031	-0.95	13.39	1.00
310.546875	-1.09	13.41	1.00
312.011719	-1.22	13.49	1.00
313.476563	-1.33	13.64	1.00
314.941406	-1.44	13.82	1.00
316.406250	-1.54	14.04	1.00
317.871094	-1.63	14.30	1.00
319.335938	-1.70	14.58	1.00
320.800781	-1.77	14.86	1.00
322.265625	-1.83	15.14	1.00
323.730469	-1.89	15.43	1.00
325.195313	-1.95	15.75	1.00
326.660156	-1.99	16.10	1.00
328.125000	-2.03	16.46	1.00
329.589844	-2.05	16.80	1.00
331.054688	-2.07	17.11	1.00
332.519531	-2.08	17.37	1.00
333.984375	-2.10	17.58	1.00
335.449219	-2.11	17.80	1.00
336.914063	-2.14	18.05	1.00
338.378906	-2.16	18.32	1.00
339.843750	-2.18	18.61	0.99
341.308594	-2.21	18.92	0.97
342.773438	-2.23	19.16	0.99
344.238281	-2.24	19.43	1.00
345.703125	-2.25	19.70	1.00
347.167969	-2.25	19.96	1.00
348.632813	-2.25	20.21	1.00
350.097656	-2.25	20.44	1.00
351.562500	-2.24	20.66	1.00
353.027344	-2.22	20.83	1.00
354.492188	-2.20	20.96	1.00
355.957031	-2.19	21.05	1.00
357.421875	-2.17	21.08	1.00
358.886719	-2.16	21.07	1.00
360.351563	-2.16	21.02	1.00
361.816406	-2.17	20.97	1.00
363.281250	-2.18	20.91	1.00
364.746094	-2.21	20.87	1.00
366.210938	-2.24	20.85	1.00
367.675781	-2.28	20.88	1.00
369.140625	-2.33	21.02	1.00
370.605469	-2.38	21.25	1.00
372.070313	-2.43	21.53	1.00
373.535156	-2.47	21.89	1.00
375.000000	-2.51	22.30	1.00
376.464844	-2.53	22.74	1.00
377.929688	-2.55	23.23	1.00
379.394531	-2.56	23.73	1.00
380.859375	-2.56	24.24	1.00
382.324219	-2.55	24.74	1.00
383.789063	-2.54	25.22	1.00
385.253906	-2.52	25.69	1.00
386.718750	-2.50	26.17	1.00
388.183594	-2.47	26.66	1.00
389.648438	-2.43	27.13	1.00
391.113281	-2.39	27.59	1.00
392.578125	-2.33	28.00	1.00
394.042969	-2.28	28.37	1.00
395.507813	-2.21	28.69	1.00
396.972656	-2.15	28.97	1.00
398.437500	-2.08	29.21	1.00
399.902344	-2.01	29.39	1.00
401.367188	-1.94	29.53	1.00
402.832031	-1.88	29.60	1.00
404.296875	-1.81	29.63	1.00
405.761719	-1.76	29.63	1.00
407.226563	-1.71	29.63	1.00
