	NT2000-130-8		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	-38.93	53.54	1.00
2.929688	-36.79	58.27	0.98
4.394531	-35.78	49.20	0.82
5.859375	-31.85	40.68	0.72
7.324219	-31.11	87.47	0.49
8.789063	-24.76	108.71	0.88
10.253906	-24.64	64.29	0.63
11.718750	-32.19	68.52	0.85
13.183594	-32.16	59.96	0.95
14.648438	-30.68	38.29	0.37
16.113281	-16.51	-105.29	0.32
17.578125	-10.57	-89.10	0.32
19.042969	-15.96	44.58	0.83
20.507813	-20.34	34.61	0.60
21.972656	-11.34	7.59	0.92
23.437500	-11.22	8.05	0.98
24.902344	-11.31	7.97	0.88
26.367188	-13.73	-9.10	0.65
27.832031	-9.47	174.77	0.77
29.296875	-9.80	-159.53	0.78
30.761719	-8.69	-140.06	0.85
32.226563	-9.99	-132.47	0.87
33.691406	-12.60	-132.46	0.96
35.156250	-11.49	-132.68	1.00
36.621094	-11.60	-130.36	0.99
38.085938	-9.83	-130.27	0.97
39.550781	-9.31	-133.90	0.98
41.015625	-8.78	-143.91	0.96
42.480469	-8.57	-149.16	0.97
43.945313	-8.93	-151.04	0.97
45.410156	-9.15	-154.99	0.98
46.875000	-9.59	-157.47	0.98
48.339844	-10.63	-160.17	0.89
49.804688	-12.39	-156.86	0.97
51.269531	-13.72	-151.80	0.94
52.734375	-14.83	-144.12	0.89
54.199219	-14.34	-128.75	0.89
55.664063	-12.53	-116.77	0.92
57.128906	-11.75	-120.03	0.96
58.593750	-11.20	-121.31	0.99
60.058594	-10.82	-121.39	0.99
61.523438	-10.16	-121.96	0.99
62.988281	-9.40	-123.43	0.99
64.453125	-8.72	-124.31	0.99
65.917969	-7.98	-125.53	1.00
67.382813	-7.13	-128.39	0.98
68.847656	-6.47	-132.95	0.98
70.312500	-6.24	-141.77	0.98
71.777344	-6.23	-147.03	0.92
73.242188	-6.36	-147.57	0.93
74.707031	-6.69	-147.51	0.97
76.171875	-6.81	-146.74	0.96
77.636719	-6.70	-147.42	0.99
79.101563	-6.59	-149.91	0.99
80.566406	-6.49	-152.74	1.00
82.031250	-6.52	-156.24	0.99
83.496094	-6.71	-160.49	0.99
84.960938	-7.17	-164.41	0.99
86.425781	-7.80	-166.60	0.99
87.890625	-8.46	-166.22	0.97
89.355469	-8.94	-164.75	0.99
90.820313	-9.21	-161.93	0.98
92.285156	-9.37	-158.68	0.96
93.750000	-9.27	-156.49	0.97
95.214844	-8.99	-156.04	0.96
96.679688	-8.91	-157.67	0.98
98.144531	-8.98	-158.83	0.99
99.609375	-9.10	-158.95	0.99
101.074219	-9.17	-158.21	0.99
102.539063	-9.14	-156.78	0.99
104.003906	-9.00	-155.54	0.98
105.468750	-8.70	-154.09	0.90
106.933594	-8.24	-152.97	0.97
108.398438	-7.79	-152.93	0.97
109.863281	-7.39	-153.65	0.97
111.328125	-7.13	-154.29	0.99
112.792969	-6.94	-155.59	0.98
114.257813	-6.88	-157.67	0.98
115.722656	-7.02	-160.19	0.96
117.187500	-7.27	-162.62	0.99
118.652344	-7.47	-164.56	1.00
120.117188	-7.65	-166.28	0.99
121.582031	-7.85	-168.23	0.99
123.046875	-8.08	-170.00	1.00
124.511719	-8.35	-171.32	1.00
125.976563	-8.65	-172.26	0.99
127.441406	-8.99	-172.28	0.98
128.906250	-9.26	-171.21	0.97
130.371094	-9.40	-169.82	0.99
131.835938	-9.47	-168.63	0.98
133.300781	-9.51	-167.98	0.99
134.765625	-9.62	-167.68	0.97
136.230469	-9.86	-167.34	0.99
137.695313	-10.17	-165.77	0.97
139.160156	-10.37	-163.58	1.00
140.625000	-10.44	-160.71	0.98
142.089844	-10.38	-157.64	0.96
143.554688	-10.10	-154.53	0.91
145.019531	-9.73	-152.31	0.98
146.484375	-9.34	-151.49	0.99
147.949219	-8.95	-151.88	0.99
149.414063	-8.63	-153.18	0.99
150.878906	-8.42	-155.28	0.99
152.343750	-8.36	-157.60	1.00
153.808594	-8.40	-159.61	0.99
155.273438	-8.54	-161.03	0.98
156.738281	-8.75	-161.45	0.99
158.203125	-8.96	-160.81	0.96
159.667969	-9.16	-158.97	0.99
161.132813	-9.16	-156.95	0.94
162.597656	-9.00	-154.91	0.98
164.062500	-8.81	-153.55	0.99
