	NT2000-0-8		
146.484375	-0.53	15.63	1.00
147.949219	-0.30	14.51	0.99
149.414063	-0.10	13.05	1.00
150.878906	0.02	11.50	1.00
152.343750	0.08	9.80	1.00
153.808594	0.07	7.88	1.00
155.273438	-0.04	5.82	0.99
156.738281	-0.19	4.12	1.00
158.203125	-0.39	3.06	0.99
159.667969	-0.66	2.76	0.98
161.132813	-0.87	2.89	0.99
162.597656	-1.00	3.19	0.99
164.062500	-1.06	3.48	1.00
165.527344	-1.11	3.59	1.00
166.992188	-1.16	3.51	1.00
168.457031	-1.22	3.50	1.00
169.921875	-1.26	3.49	1.00
171.386719	-1.31	3.57	1.00
172.851563	-1.35	3.87	1.00
174.316406	-1.37	4.34	0.99
175.781250	-1.34	4.95	1.00
177.246094	-1.30	5.37	1.00
178.710938	-1.25	5.73	1.00
180.175781	-1.17	6.12	0.99
181.640625	-1.07	6.34	1.00
183.105469	-0.98	6.37	1.00
184.570313	-0.90	6.31	1.00
186.035156	-0.81	6.20	1.00
187.500000	-0.71	6.02	1.00
188.964844	-0.63	5.63	1.00
190.429688	-0.55	5.06	0.99
191.894531	-0.50	4.60	0.99
193.359375	-0.47	4.41	0.98
194.824219	-0.41	4.22	0.99
196.289063	-0.30	3.98	0.99
197.753906	-0.15	3.57	1.00
199.218750	-0.01	2.77	0.99
200.683594	0.11	1.51	0.96
202.148438	0.13	-0.02	0.98
203.613281	0.03	-1.52	0.96
205.078125	-0.16	-2.51	0.99
206.542969	-0.35	-3.11	1.00
208.007813	-0.53	-3.56	1.00
209.472656	-0.70	-3.85	1.00
210.937500	-0.85	-4.04	1.00
212.402344	-0.98	-4.16	1.00
213.867188	-1.10	-4.25	1.00
215.332031	-1.21	-4.30	1.00
216.796875	-1.33	-4.29	1.00
218.261719	-1.47	-4.21	0.99
219.726563	-1.60	-3.93	1.00
221.191406	-1.72	-3.51	1.00
222.656250	-1.83	-2.99	1.00
224.121094	-1.94	-2.41	1.00
225.585938	-2.05	-1.70	0.99
227.050781	-2.14	-0.80	1.00
228.515625	-2.20	0.27	0.99
229.980469	-2.23	1.33	1.00
231.445313	-2.23	2.28	1.00
232.910156	-2.20	3.15	1.00
234.375000	-2.16	3.94	1.00
235.839844	-2.09	4.64	1.00
237.304688	-2.01	5.24	1.00
238.769531	-1.90	5.63	0.99
240.234375	-1.81	5.78	1.00
241.699219	-1.74	5.69	0.99
243.164063	-1.69	5.47	1.00
244.628906	-1.66	5.33	1.00
246.093750	-1.64	5.27	1.00
247.558594	-1.63	5.25	1.00
249.023438	-1.63	5.30	1.00
250.488281	-1.65	5.44	0.99
251.953125	-1.68	5.77	0.98
253.417969	-1.70	6.23	0.99
254.882813	-1.70	6.72	0.99
256.347656	-1.68	7.30	0.99
257.812500	-1.65	7.83	1.00
259.277344	-1.60	8.30	0.99
260.742188	-1.53	8.71	0.99
262.207031	-1.43	8.99	0.99
263.671875	-1.30	9.13	0.99
265.136719	-1.18	9.11	1.00
266.601563	-1.04	9.04	0.99
268.066406	-0.89	8.93	0.99
269.531250	-0.74	8.71	0.98
270.996094	-0.57	8.36	0.98
272.460938	-0.41	7.83	1.00
273.925781	-0.26	7.15	1.00
275.390625	-0.14	6.32	1.00
276.855469	-0.03	5.39	1.00
278.320313	0.06	4.37	0.99
279.785156	0.13	3.30	0.99
281.250000	0.17	2.21	1.00
282.714844	0.18	1.16	0.99
284.179688	0.18	0.14	1.00
285.644531	0.17	-0.83	1.00
287.109375	0.15	-1.78	1.00
288.574219	0.12	-2.68	1.00
290.039063	0.08	-3.56	1.00
291.503906	0.03	-4.46	1.00
292.968750	-0.04	-5.35	1.00
294.433594	-0.12	-6.21	1.00
295.898438	-0.20	-7.05	1.00
297.363281	-0.30	-7.87	1.00
298.828125	-0.42	-8.70	0.99
300.292969	-0.55	-9.42	1.00
301.757813	-0.69	-9.99	1.00
303.222656	-0.83	-10.43	0.99
304.687500	-0.97	-10.76	1.00
306.152344	-1.10	-11.03	0.99
307.617188	-1.23	-11.25	0.99
309.082031	-1.35	-11.47	0.98
310.546875	-1.48	-11.64	0.99
312.011719	-1.62	-11.65	0.98
313.476563	-1.77	-11.44	1.00
314.941406	-1.90	-11.14	1.00
316.406250	-2.01	-10.77	1.00
317.871094	-2.12	-10.36	1.00
319.335938	-2.21	-9.91	1.00
320.800781	-2.30	-9.42	1.00
322.265625	-2.37	-8.91	1.00
323.730469	-2.43	-8.40	1.00
325.195313	-2.47	-7.89	1.00
326.660156	-2.50	-7.37	1.00
328.125000	-2.52	-6.84	1.00
329.589844	-2.52	-6.36	1.00
331.054688	-2.51	-5.94	1.00
332.519531	-2.49	-5.60	1.00
333.984375	-2.47	-5.37	1.00
335.449219	-2.46	-5.22	1.00
336.914063	-2.45	-5.18	1.00
338.378906	-2.45	-5.25	0.99
339.843750	-2.46	-5.28	1.00
341.308594	-2.49	-5.28	1.00
342.773438	-2.53	-5.24	1.00
344.238281	-2.57	-5.17	1.00
345.703125	-2.62	-5.04	1.00
347.167969	-2.68	-4.87	1.00
348.632813	-2.73	-4.64	1.00
350.097656	-2.78	-4.34	1.00
351.562500	-2.83	-3.99	1.00
353.027344	-2.88	-3.58	1.00
354.492188	-2.92	-3.14	1.00
355.957031	-2.96	-2.65	1.00
357.421875	-2.98	-2.15	1.00
358.886719	-2.99	-1.65	1.00
360.351563	-3.00	-1.17	1.00
361.816406	-3.00	-0.73	1.00
363.281250	-2.99	-0.31	1.00
364.746094	-2.99	0.09	1.00
366.210938	-2.99	0.48	1.00
367.675781	-2.98	0.88	1.00
369.140625	-2.97	1.27	1.00
370.605469	-2.96	1.69	1.00
372.070313	-2.95	2.13	1.00
373.535156	-2.94	2.61	1.00
375.000000	-2.91	3.10	1.00
376.464844	-2.88	3.57	1.00
377.929688	-2.84	4.03	1.00
379.394531	-2.79	4.46	1.00
380.859375	-2.73	4.84	1.00
382.324219	-2.67	5.17	1.00
383.789063	-2.61	5.46	1.00
385.253906	-2.54	5.67	1.00
386.718750	-2.47	5.80	1.00
388.183594	-2.40	5.87	1.00
389.648438	-2.34	5.88	1.00
391.113281	-2.28	5.88	1.00
392.578125	-2.22	5.86	1.00
394.042969	-2.16	5.82	1.00
395.507813	-2.11	5.75	1.00
396.972656	-2.07	5.67	1.00
398.437500	-2.02	5.55	1.00
399.902344	-1.98	5.43	1.00
401.367188	-1.94	5.30	1.00
402.832031	-1.90	5.18	1.00
404.296875	-1.87	5.04	1.00
405.761719	-1.83	4.90	1.00
407.226563	-1.79	4.73	1.00
408.691406	-1.76	4.56	0.99
410.156250	-1.73	4.34	0.99
411.621094	-1.70	4.08	0.99
413.085938	-1.68	3.81	0.99
414.550781	-1.67	3.55	0.99
416.015625	-1.65	3.30	0.98
417.480469	-1.65	3.10	0.99
418.945313	-1.64	2.94	1.00
420.410156	-1.64	2.79	1.00
421.875000	-1.63	2.63	1.00
423.339844	-1.62	2.46	0.99
424.804688	-1.61	2.26	1.00
426.269531	-1.60	2.02	0.99
427.734375	-1.60	1.75	0.96
429.199219	-1.61	1.39	0.98
430.664063	-1.64	0.91	0.95
432.128906	-1.68	0.55	1.00
433.593750	-1.73	0.29	1.00
435.058594	-1.79	0.12	1.00
436.523438	-1.85	0.03	1.00
437.988281	-1.92	0.03	1.00
439.453125	-1.98	0.12	0.99
440.917969	-2.04	0.28	0.99
442.382813	-2.09	0.49	0.99
443.847656	-2.13	0.74	0.99
445.312500	-2.17	1.00	1.00
446.777344	-2.19	1.26	1.00
448.242188	-2.21	1.49	1.00
449.707031	-2.23	1.73	0.99
451.171875	-2.25	1.97	1.00
452.636719	-2.26	2.24	1.00
454.101563	-2.27	2.53	1.00
455.566406	-2.28	2.83	0.99
457.031250	-2.27	3.12	1.00
458.496094	-2.25	3.38	1.00
459.960938	-2.23	3.60	1.00
461.425781	-2.21	3.78	1.00
462.890625	-2.19	3.92	0.99
464.355469	-2.17	4.04	1.00
465.820313	-2.15	4.13	0.99
467.285156	-2.12	4.20	1.00
468.750000	-2.11	4.24	1.00
470.214844	-2.09	4.24	0.99
471.679688	-2.07	4.21	0.99
473.144531	-2.06	4.16	0.99
474.609375	-2.05	4.12	0.99
476.074219	-2.06	4.10	0.98
477.539063	-2.06	4.09	0.97
479.003906	-2.07	4.11	0.99
480.468750	-2.08	4.17	0.99
481.933594	-2.09	4.26	0.99
483.398438	-2.10	4.38	0.97
484.863281	-2.11	4.52	0.99
486.328125	-2.11	4.67	0.99
487.792969	-2.11	4.85	1.00
489.257813	-2.11	5.04	1.00
490.722656	-2.10	5.25	0.99
492.187500	-2.09	5.45	0.99
493.652344	-2.07	5.63	0.99
495.117188	-2.05	5.79	1.00
496.582031	-2.03	5.93	1.00
498.046875	-2.01	6.06	1.00
499.511719	-1.99	6.15	1.00
500.976563	-1.97	6.19	1.00
502.441406	-1.95	6.23	1.00
503.906250	-1.93	6.27	1.00
505.371094	-1.91	6.29	1.00
506.835938	-1.90	6.31	1.00
508.300781	-1.88	6.31	0.99
509.765625	-1.87	6.29	1.00
511.230469	-1.87	6.28	1.00
512.695313	-1.87	6.28	1.00
514.160156	-1.87	6.30	1.00
515.625000	-1.87	6.36	1.00
517.089844	-1.88	6.44	1.00
518.554688	-1.88	6.57	1.00
520.019531	-1.88	6.71	1.00
521.484375	-1.88	6.88	1.00
522.949219	-1.88	7.05	1.00
524.414063	-1.88	7.24	1.00
525.878906	-1.87	7.44	1.00
527.343750	-1.86	7.66	0.99
528.808594	-1.84	7.90	1.00
530.273438	-1.82	8.15	1.00
531.738281	-1.80	8.42	0.98
533.203125	-1.76	8.68	1.00
534.667969	-1.71	8.91	0.99
536.132813	-1.66	9.12	0.99
537.597656	-1.60	9.28	1.00
539.062500	-1.54	9.35	0.98
540.527344	-1.48	9.36	0.99
541.992188	-1.42	9.31	0.99
543.457031	-1.37	9.20	0.98
544.921875	-1.32	9.05	0.94
546.386719	-1.27	8.88	0.95
547.851563	-1.23	8.66	0.96
549.316406	-1.19	8.45	0.96
550.781250	-1.16	8.24	0.95
552.246094	-1.12	7.99	0.90
553.710938	-1.08	7.77	0.95
555.175781	-1.04	7.53	1.00
556.640625	-0.99	7.28	0.99
558.105469	-0.94	7.02	0.98
559.570313	-0.88	6.77	0.97
561.035156	-0.83	6.47	0.97
562.500000	-0.77	6.14	0.98
563.964844	-0.71	5.75	0.97
565.429688	-0.65	5.30	0.87
566.894531	-0.61	4.82	0.89
568.359375	-0.57	4.26	0.91
569.824219	-0.55	3.51	0.66
571.289063	-0.55	2.78	0.66
572.753906	-0.57	2.20	0.98
574.218750	-0.58	1.76	0.97
575.683594	-0.61	1.44	0.97
577.148438	-0.62	1.18	0.98
578.613281	-0.64	0.96	1.00
580.078125	-0.64	0.76	0.99
581.542969	-0.65	0.59	0.98
583.007813	-0.65	0.43	0.95
584.472656	-0.64	0.26	0.98
585.937500	-0.64	0.08	0.98
587.402344	-0.64	-0.11	1.00
588.867188	-0.65	-0.27	1.00
590.332031	-0.65	-0.42	1.00
591.796875	-0.66	-0.56	1.00
593.261719	-0.67	-0.69	1.00
594.726563	-0.68	-0.81	1.00
596.191406	-0.69	-0.91	1.00
597.656250	-0.70	-1.00	1.00
599.121094	-0.71	-1.08	1.00
600.585938	-0.72	-1.14	0.99
602.050781	-0.73	-1.20	0.98
603.515625	-0.74	-1.23	0.98
604.980469	-0.75	-1.25	0.98
606.445313	-0.76	-1.27	0.99
607.910156	-0.76	-1.28	1.00
609.375000	-0.77	-1.30	1.00
610.839844	-0.77	-1.32	1.00
612.304688	-0.78	-1.35	1.00
613.769531	-0.78	-1.39	1.00
615.234375	-0.78	-1.43	1.00
616.699219	-0.79	-1.47	0.99
618.164063	-0.80	-1.51	1.00
619.628906	-0.81	-1.56	1.00
621.093750	-0.82	-1.61	1.00
622.558594	-0.83	-1.65	1.00
624.023438	-0.85	-1.69	1.00
625.488281	-0.86	-1.72	1.00
626.953125	-0.88	-1.72	1.00
628.417969	-0.91	-1.70	1.00
629.882813	-0.93	-1.65	1.00
631.347656	-0.95	-1.58	0.99
632.812500	-0.96	-1.49	0.99
634.277344	-0.98	-1.39	0.99
635.742188	-0.99	-1.28	0.99
637.207031	-0.99	-1.18	0.96
638.671875	-0.98	-1.09	0.99
640.136719	-0.97	-1.03	0.99
641.601563	-0.96	-1.00	0.99
643.066406	-0.95	-1.01	0.99
644.531250	-0.94	-1.09	0.99
645.996094	-0.93	-1.19	0.98
647.460938	-0.94	-1.30	1.00
648.925781	-0.94	-1.39	1.00
650.390625	-0.96	-1.44	0.99
651.855469	-0.97	-1.46	0.99
653.320313	-0.99	-1.47	0.98
654.785156	-1.00	-1.46	0.98
656.250000	-1.01	-1.45	1.00
657.714844	-1.02	-1.44	0.99
659.179688	-1.02	-1.43	0.99
660.644531	-1.02	-1.43	0.99
662.109375	-1.02	-1.44	0.99
663.574219	-1.03	-1.47	0.99
665.039063	-1.03	-1.51	0.98
666.503906	-1.04	-1.57	0.96
667.968750	-1.04	-1.60	0.95
669.433594	-1.05	-1.61	0.87
670.898438	-1.05	-1.60	0.96
672.363281	-1.05	-1.59	0.94
673.828125	-1.05	-1.59	0.99
675.292969	-1.05	-1.58	0.99
676.757813	-1.04	-1.57	0.99
678.222656	-1.03	-1.56	1.00
679.687500	-1.02	-1.54	1.00
681.152344	-1.01	-1.51	1.00
682.617188	-1.00	-1.49	1.00
684.082031	-0.99	-1.47	0.99
685.546875	-0.97	-1.44	0.99
687.011719	-0.96	-1.40	0.98
688.476563	-0.94	-1.37	0.98
689.941406	-0.92	-1.34	0.99
691.406250	-0.89	-1.32	0.99
692.871094	-0.86	-1.31	0.99
694.335938	-0.83	-1.32	0.98
695.800781	-0.80	-1.35	0.98
697.265625	-0.77	-1.42	0.95
698.730469	-0.74	-1.53	0.83
700.195313	-0.70	-1.68	0.95
701.660156	-0.67	-1.85	0.91
703.125000	-0.64	-2.08	0.98
704.589844	-0.61	-2.34	1.00
706.054688	-0.59	-2.62	0.99
707.519531	-0.57	-2.92	0.94
708.984375	-0.55	-3.26	0.94
710.449219	-0.54	-3.63	0.97
711.914063	-0.53	-4.02	0.97
713.378906	-0.53	-4.40	0.95
714.843750	-0.53	-4.78	0.94
716.308594	-0.54	-5.15	0.95
717.773438	-0.55	-5.51	0.94
719.238281	-0.56	-5.86	0.90
720.703125	-0.57	-6.21	0.89
722.167969	-0.59	-6.55	0.96
723.632813	-0.61	-6.87	0.93
725.097656	-0.64	-7.16	0.94
726.562500	-0.67	-7.38	0.94
728.027344	-0.70	-7.53	0.96
729.492188	-0.73	-7.66	0.96
730.957031	-0.77	-7.74	0.98
732.421875	-0.81	-7.77	0.91
733.886719	-0.84	-7.77	0.92
735.351563	-0.88	-7.76	0.98
736.816406	-0.91	-7.73	0.97
738.281250	-0.94	-7.68	0.95
739.746094	-0.97	-7.61	0.96
741.210938	-1.00	-7.52	0.97
742.675781	-1.03	-7.42	0.99
744.140625	-1.05	-7.32	0.99
745.605469	-1.07	-7.21	1.00
747.070313	-1.09	-7.10	0.99
748.535156	-1.11	-6.98	1.00
750.000000	-1.12	-6.87	0.99
751.464844	-1.13	-6.76	1.00
752.929688	-1.14	-6.66	0.99
754.394531	-1.15	-6.57	1.00
755.859375	-1.16	-6.48	0.99
757.324219	-1.17	-6.39	1.00
758.789063	-1.18	-6.29	1.00
760.253906	-1.18	-6.19	0.99
761.718750	-1.18	-6.09	1.00
763.183594	-1.18	-5.97	1.00
764.648438	-1.18	-5.86	1.00
766.113281	-1.18	-5.74	1.00
767.578125	-1.17	-5.62	1.00
769.042969	-1.16	-5.50	1.00
770.507813	-1.15	-5.39	1.00
771.972656	-1.13	-5.28	1.00
773.437500	-1.11	-5.19	0.99
774.902344	-1.08	-5.11	0.98
776.367188	-1.06	-5.05	0.99
777.832031	-1.03	-5.02	0.99
779.296875	-0.99	-5.04	0.99
780.761719	-0.97	-5.10	0.99
782.226563	-0.94	-5.19	0.99
783.691406	-0.91	-5.33	0.99
785.156250	-0.89	-5.52	0.98
786.621094	-0.88	-5.76	0.98
788.085938	-0.87	-6.04	0.98
789.550781	-0.87	-6.34	0.99
791.015625	-0.88	-6.62	0.98
792.480469	-0.89	-6.87	0.98
793.945313	-0.92	-7.08	0.99
795.410156	-0.94	-7.25	0.99
796.875000	-0.97	-7.37	0.99
798.339844	-0.99	-7.46	1.00
799.804688	-1.02	-7.52	1.00
801.269531	-1.05	-7.56	1.00
802.734375	-1.07	-7.57	1.00
804.199219	-1.10	-7.58	1.00
805.664063	-1.12	-7.57	0.99
807.128906	-1.14	-7.55	0.99
808.593750	-1.17	-7.52	1.00
810.058594	-1.19	-7.49	1.00
811.523438	-1.21	-7.46	0.99
812.988281	-1.23	-7.41	1.00
814.453125	-1.25	-7.35	1.00
815.917969	-1.27	-7.27	0.99
817.382813	-1.29	-7.18	0.99
818.847656	-1.31	-7.09	1.00
820.312500	-1.32	-7.00	1.00
821.777344	-1.33	-6.91	1.00
823.242188	-1.34	-6.82	1.00
824.707031	-1.35	-6.74	0.99
826.171875	-1.35	-6.66	1.00
827.636719	-1.36	-6.59	1.00
829.101563	-1.36	-6.52	1.00
830.566406	-1.37	-6.46	1.00
832.031250	-1.37	-6.40	1.00
833.496094	-1.37	-6.35	1.00
834.960938	-1.38	-6.31	0.99
836.425781	-1.38	-6.29	0.99
837.890625	-1.39	-6.27	0.99
839.355469	-1.39	-6.27	1.00
840.820313	-1.41	-6.26	1.00
842.285156	-1.42	-6.23	1.00
843.750000	-1.43	-6.18	1.00
845.214844	-1.45	-6.12	1.00
846.679688	-1.46	-6.05	1.00
848.144531	-1.47	-5.96	1.00
849.609375	-1.49	-5.86	0.99
851.074219	-1.50	-5.75	1.00
852.539063	-1.51	-5.64	1.00
854.003906	-1.52	-5.52	1.00
855.468750	-1.52	-5.40	1.00
856.933594	-1.53	-5.28	1.00
858.398438	-1.53	-5.17	1.00
859.863281	-1.53	-5.05	1.00
861.328125	-1.54	-4.94	1.00
862.792969	-1.54	-4.83	0.99
864.257813	-1.54	-4.72	0.98
865.722656	-1.54	-4.62	0.99
867.187500	-1.54	-4.51	1.00
868.652344	-1.54	-4.40	1.00
870.117188	-1.54	-4.27	1.00
871.582031	-1.54	-4.13	1.00
873.046875	-1.54	-3.99	1.00
874.511719	-1.54	-3.83	1.00
875.976563	-1.54	-3.66	1.00
877.441406	-1.53	-3.48	1.00
878.906250	-1.52	-3.30	1.00
880.371094	-1.51	-3.11	1.00
881.835938	-1.50	-2.91	1.00
883.300781	-1.48	-2.72	1.00
884.765625	-1.46	-2.54	0.99
886.230469	-1.44	-2.36	1.00
887.695313	-1.41	-2.19	0.99
889.160156	-1.38	-2.05	1.00
890.625000	-1.35	-1.92	1.00
892.089844	-1.32	-1.81	1.00
893.554688	-1.28	-1.72	1.00
895.019531	-1.25	-1.65	0.99
896.484375	-1.22	-1.59	1.00
897.949219	-1.19	-1.56	1.00
899.414063	-1.16	-1.54	1.00
900.878906	-1.13	-1.54	0.99
902.343750	-1.11	-1.54	1.00
903.808594	-1.08	-1.54	0.99
905.273438	-1.06	-1.54	1.00
906.738281	-1.03	-1.55	1.00
908.203125	-1.01	-1.56	0.99
909.667969	-0.98	-1.58	1.00
911.132813	-0.96	-1.59	1.00
912.597656	-0.94	-1.60	1.00
914.062500	-0.92	-1.61	0.99
915.527344	-0.91	-1.61	1.00
916.992188	-0.89	-1.61	1.00
918.457031	-0.87	-1.60	1.00
919.921875	-0.85	-1.59	1.00
921.386719	-0.83	-1.58	1.00
922.851563	-0.81	-1.56	1.00
924.316406	-0.78	-1.55	1.00
925.781250	-0.76	-1.53	1.00
927.246094	-0.74	-1.51	1.00
928.710938	-0.71	-1.49	1.00
930.175781	-0.68	-1.46	1.00
931.640625	-0.65	-1.44	0.98
933.105469	-0.62	-1.41	1.00
934.570313	-0.59	-1.39	1.00
936.035156	-0.55	-1.37	0.99
937.500000	-0.51	-1.37	0.99
938.964844	-0.46	-1.39	1.00
940.429688	-0.42	-1.42	0.99
941.894531	-0.37	-1.49	0.99
943.359375	-0.32	-1.59	1.00
944.824219	-0.28	-1.73	0.99
946.289063	-0.24	-1.91	0.99
947.753906	-0.20	-2.13	1.00
949.218750	-0.17	-2.37	0.99
950.683594	-0.14	-2.64	1.00
952.148438	-0.12	-2.92	0.99
953.613281	-0.09	-3.21	0.99
955.078125	-0.08	-3.48	0.99
956.542969	-0.06	-3.74	0.99
958.007813	-0.05	-3.98	1.00
959.472656	-0.04	-4.20	0.99
960.937500	-0.03	-4.41	0.99
962.402344	-0.02	-4.60	1.00
963.867188	-0.01	-4.79	0.99
965.332031	0.00	-4.98	0.99
966.796875	0.02	-5.18	0.99
968.261719	0.03	-5.37	0.99
969.726563	0.05	-5.58	0.99
971.191406	0.06	-5.80	1.00
972.656250	0.08	-6.03	0.99
974.121094	0.09	-6.27	1.00
975.585938	0.10	-6.52	0.99
977.050781	0.11	-6.80	0.99
978.515625	0.11	-7.07	1.00
979.980469	0.12	-7.34	1.00
981.445313	0.12	-7.60	0.99
982.910156	0.12	-7.86	1.00
984.375000	0.12	-8.11	0.98
985.839844	0.13	-8.35	0.99
987.304688	0.13	-8.61	0.99
988.769531	0.13	-8.87	0.99
990.234375	0.13	-9.15	0.99
991.699219	0.13	-9.46	0.99
993.164063	0.13	-9.79	0.99
994.628906	0.12	-10.14	0.96
996.093750	0.11	-10.51	0.97
997.558594	0.09	-10.86	0.98
999.023438	0.07	-11.17	1.00
1000.488281	0.05	-11.44	0.99
1001.953125	0.03	-11.67	0.98
1003.417969	-0.00	-11.88	0.99
1004.882813	-0.03	-12.07	1.00
1006.347656	-0.05	-12.25	1.00
1007.812500	-0.08	-12.42	1.00
1009.277344	-0.10	-12.59	1.00
1010.742188	-0.12	-12.74	1.00
1012.207031	-0.15	-12.90	1.00
1013.671875	-0.17	-13.05	0.99
1015.136719	-0.19	-13.20	0.99
1016.601563	-0.21	-13.34	0.99
1018.066406	-0.24	-13.49	1.00
1019.531250	-0.26	-13.63	1.00
1020.996094	-0.29	-13.77	0.99
1022.460938	-0.31	-13.90	1.00
1023.925781	-0.34	-14.03	1.00
1025.390625	-0.36	-14.16	1.00
1026.855469	-0.39	-14.28	1.00
1028.320313	-0.41	-14.41	0.99
1029.785156	-0.44	-14.53	1.00
1031.250000	-0.47	-14.66	1.00
1032.714844	-0.50	-14.77	0.99
1034.179688	-0.53	-14.88	0.99
1035.644531	-0.57	-14.97	0.97
1037.109375	-0.60	-15.04	1.00
1038.574219	-0.63	-15.10	1.00
1040.039063	-0.67	-15.14	0.99
1041.503906	-0.70	-15.18	0.99
1042.968750	-0.74	-15.20	1.00
1044.433594	-0.77	-15.20	0.99
1045.898438	-0.80	-15.20	0.99
1047.363281	-0.84	-15.17	0.99
1048.828125	-0.87	-15.13	0.99
1050.292969	-0.90	-15.07	0.99
1051.757813	-0.93	-15.00	0.99
1053.222656	-0.96	-14.92	0.99
1054.687500	-0.98	-14.83	0.99
1056.152344	-1.00	-14.74	1.00
1057.617188	-1.01	-14.65	1.00
1059.082031	-1.02	-14.56	0.99
1060.546875	-1.03	-14.48	0.99
1062.011719	-1.03	-14.40	0.99
1063.476563	-1.03	-14.34	0.99
1064.941406	-1.03	-14.28	0.99
1066.406250	-1.03	-14.24	0.99
1067.871094	-1.02	-14.22	0.97
1069.335938	-1.02	-14.22	0.96
1070.800781	-1.02	-14.25	0.93
1072.265625	-1.02	-14.29	0.98
1073.730469	-1.02	-14.33	0.99
1075.195313	-1.03	-14.36	0.99
1076.660156	-1.03	-14.39	1.00
1078.125000	-1.03	-14.42	1.00
1079.589844	-1.03	-14.44	0.99
1081.054688	-1.03	-14.47	1.00
1082.519531	-1.04	-14.51	1.00
1083.984375	-1.04	-14.54	1.00
1085.449219	-1.04	-14.58	0.99
1086.914063	-1.04	-14.61	0.99
1088.378906	-1.04	-14.65	0.99
1089.843750	-1.04	-14.70	0.99
1091.308594	-1.05	-14.75	0.99
1092.773438	-1.05	-14.81	0.98
1094.238281	-1.06	-14.86	0.99
1095.703125	-1.06	-14.89	1.00
1097.167969	-1.07	-14.93	0.99
