	NT2000-160-8		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	-38.85	50.50	0.99
2.929688	-38.87	47.83	0.98
4.394531	-35.25	41.87	0.93
5.859375	-33.01	77.14	0.82
7.324219	-28.33	121.21	0.77
8.789063	-25.42	136.53	0.56
10.253906	-24.27	91.06	0.39
11.718750	-23.31	50.16	0.60
13.183594	-21.95	49.41	0.80
14.648438	-16.03	-6.56	0.56
16.113281	-17.01	39.34	0.78
17.578125	-14.70	46.65	0.78
19.042969	-13.36	67.71	0.62
20.507813	-10.47	50.25	0.78
21.972656	-12.01	14.43	0.87
23.437500	-10.43	3.65	0.89
24.902344	-10.92	1.40	0.94
26.367188	-11.58	-100.91	0.61
27.832031	-6.77	-131.13	0.76
29.296875	-5.80	-127.90	0.81
30.761719	-7.06	-148.47	0.89
32.226563	-5.67	-144.82	0.97
33.691406	-5.98	-140.43	0.99
35.156250	-6.11	-139.23	0.99
36.621094	-6.01	-136.85	0.99
38.085938	-6.03	-135.53	0.99
39.550781	-5.40	-135.60	0.99
41.015625	-4.52	-135.73	0.98
42.480469	-4.62	-143.50	0.96
43.945313	-5.06	-148.33	0.99
45.410156	-5.65	-153.02	1.00
46.875000	-6.35	-156.07	1.00
48.339844	-7.11	-157.46	1.00
49.804688	-8.28	-158.58	0.99
51.269531	-9.83	-154.68	0.97
52.734375	-10.83	-145.85	0.90
54.199219	-10.46	-136.99	0.90
55.664063	-9.22	-132.43	0.88
57.128906	-7.51	-136.37	0.97
58.593750	-6.82	-133.18	0.99
60.058594	-6.59	-131.82	0.98
61.523438	-6.17	-131.70	0.99
62.988281	-5.80	-132.16	0.99
64.453125	-5.35	-131.93	0.98
65.917969	-4.59	-132.19	0.98
67.382813	-4.02	-134.43	1.00
68.847656	-3.61	-139.45	0.97
70.312500	-3.53	-144.29	1.00
71.777344	-3.68	-147.57	0.99
73.242188	-3.98	-149.03	0.96
74.707031	-4.24	-148.16	0.96
76.171875	-4.12	-146.05	0.98
77.636719	-3.87	-146.36	0.99
79.101563	-3.57	-149.00	0.98
80.566406	-3.40	-153.09	0.99
82.031250	-3.47	-156.41	0.98
83.496094	-3.65	-158.99	0.97
84.960938	-3.94	-160.93	0.92
86.425781	-4.29	-161.56	0.93
87.890625	-4.63	-160.55	0.94
89.355469	-5.02	-157.41	0.96
90.820313	-5.15	-155.34	0.98
92.285156	-5.04	-153.66	0.99
93.750000	-4.79	-152.36	0.97
95.214844	-4.44	-152.53	0.97
96.679688	-4.22	-153.21	0.97
98.144531	-4.07	-153.64	0.98
99.609375	-4.06	-153.59	0.99
101.074219	-4.03	-153.21	1.00
102.539063	-3.99	-152.62	1.00
104.003906	-3.86	-151.97	1.00
105.468750	-3.66	-151.42	0.99
106.933594	-3.33	-151.36	0.99
108.398438	-2.87	-151.87	0.99
109.863281	-2.41	-153.38	0.94
111.328125	-1.95	-155.63	0.98
112.792969	-1.62	-158.27	0.97
114.257813	-1.57	-161.89	0.97
115.722656	-1.78	-164.99	0.96
117.187500	-2.08	-166.47	0.97
118.652344	-2.38	-167.12	0.99
120.117188	-2.59	-167.76	1.00
121.582031	-2.78	-168.51	1.00
123.046875	-3.00	-169.40	1.00
124.511719	-3.23	-170.12	1.00
125.976563	-3.50	-170.56	0.99
127.441406	-3.79	-170.27	0.99
128.906250	-4.08	-169.24	0.99
130.371094	-4.28	-167.72	0.99
131.835938	-4.35	-166.19	0.99
133.300781	-4.37	-164.93	0.99
134.765625	-4.38	-163.83	1.00
136.230469	-4.42	-162.42	0.99
137.695313	-4.46	-160.63	0.99
139.160156	-4.40	-158.98	0.99
140.625000	-4.25	-157.53	1.00
142.089844	-4.00	-156.41	0.99
143.554688	-3.69	-155.45	0.99
145.019531	-3.34	-155.26	1.00
146.484375	-3.01	-155.77	0.99
147.949219	-2.70	-156.93	1.00
149.414063	-2.45	-158.82	0.99
150.878906	-2.30	-161.20	0.99
