	NT2000-180-8		
152.343750	-0.91	-163.14	0.99
153.808594	-0.93	-165.82	1.00
155.273438	-1.06	-168.07	0.99
156.738281	-1.28	-169.75	0.99
158.203125	-1.55	-170.94	0.99
159.667969	-1.80	-171.35	0.98
161.132813	-2.07	-170.77	0.97
162.597656	-2.24	-169.96	0.99
164.062500	-2.35	-169.12	1.00
165.527344	-2.45	-168.37	1.00
166.992188	-2.55	-167.65	1.00
168.457031	-2.65	-166.91	1.00
169.921875	-2.74	-166.15	1.00
171.386719	-2.82	-165.33	1.00
172.851563	-2.90	-164.19	0.97
174.316406	-2.94	-162.84	0.99
175.781250	-2.92	-161.70	0.99
177.246094	-2.86	-160.78	0.98
178.710938	-2.80	-159.90	0.98
180.175781	-2.70	-159.13	0.99
181.640625	-2.53	-158.54	0.99
183.105469	-2.35	-158.18	1.00
184.570313	-2.17	-158.05	1.00
186.035156	-1.99	-158.03	0.99
187.500000	-1.80	-158.16	1.00
188.964844	-1.62	-158.56	0.99
190.429688	-1.46	-159.25	0.98
191.894531	-1.33	-159.98	0.96
193.359375	-1.21	-160.37	0.96
194.824219	-1.03	-160.80	0.98
196.289063	-0.80	-161.30	0.98
197.753906	-0.54	-162.28	0.96
199.218750	-0.34	-164.16	0.97
200.683594	-0.23	-167.17	0.94
202.148438	-0.28	-171.32	0.86
203.613281	-0.44	-174.59	0.99
205.078125	-0.68	-176.82	0.97
206.542969	-0.94	-178.29	0.99
208.007813	-1.19	-179.21	0.99
209.472656	-1.41	-179.85	1.00
210.937500	-1.61	179.70	1.00
212.402344	-1.78	179.36	1.00
213.867188	-1.92	179.04	1.00
215.332031	-2.06	178.65	0.99
216.796875	-2.22	178.34	1.00
218.261719	-2.39	178.28	1.00
219.726563	-2.57	178.44	1.00
221.191406	-2.73	178.76	1.00
222.656250	-2.88	179.19	1.00
224.121094	-3.01	179.70	1.00
225.585938	-3.15	-179.67	0.99
227.050781	-3.27	-178.86	1.00
228.515625	-3.37	-177.85	0.99
229.980469	-3.43	-176.71	0.99
231.445313	-3.46	-175.56	1.00
232.910156	-3.46	-174.47	1.00
234.375000	-3.43	-173.44	1.00
235.839844	-3.37	-172.49	1.00
237.304688	-3.27	-171.66	0.98
238.769531	-3.17	-171.06	0.99
240.234375	-3.08	-170.84	0.99
241.699219	-3.02	-170.87	0.99
243.164063	-2.98	-170.89	0.99
244.628906	-2.95	-170.84	0.99
246.093750	-2.92	-170.72	1.00
247.558594	-2.89	-170.58	1.00
249.023438	-2.85	-170.45	0.99
250.488281	-2.82	-170.22	1.00
251.953125	-2.79	-169.87	0.99
253.417969	-2.75	-169.48	0.99
254.882813	-2.70	-169.06	0.99
256.347656	-2.62	-168.60	0.98
257.812500	-2.53	-168.16	0.99
259.277344	-2.42	-167.79	0.98
260.742188	-2.29	-167.44	0.99
262.207031	-2.13	-167.21	0.99
263.671875	-1.96	-167.12	0.99
265.136719	-1.78	-167.09	0.98
266.601563	-1.60	-167.20	0.99
268.066406	-1.41	-167.47	1.00
269.531250	-1.23	-167.95	1.00
270.996094	-1.06	-168.65	1.00
272.460938	-0.92	-169.55	0.99
273.925781	-0.80	-170.58	0.99
275.390625	-0.70	-171.69	0.99
276.855469	-0.63	-172.80	0.99
278.320313	-0.57	-173.97	0.99
279.785156	-0.53	-175.22	0.99
281.250000	-0.51	-176.46	0.99
282.714844	-0.52	-177.70	1.00
284.179688	-0.53	-178.87	0.99
285.644531	-0.57	179.99	0.99
287.109375	-0.61	178.85	0.99
288.574219	-0.68	177.81	0.99
290.039063	-0.77	176.74	1.00
291.503906	-0.87	175.75	1.00
292.968750	-0.99	174.77	0.99
294.433594	-1.14	173.96	0.99
295.898438	-1.29	173.24	1.00
297.363281	-1.44	172.59	1.00
298.828125	-1.61	172.04	1.00
300.292969	-1.79	171.62	0.99
301.757813	-1.97	171.39	0.99
303.222656	-2.14	171.32	1.00
304.687500	-2.31	171.38	1.00
306.152344	-2.45	171.54	0.99
307.617188	-2.57	171.76	1.00
309.082031	-2.67	171.98	0.99
310.546875	-2.74	172.21	0.97
312.011719	-2.80	172.33	0.99
313.476563	-2.87	172.33	0.99
314.941406	-2.95	172.29	1.00
316.406250	-3.03	172.29	1.00
317.871094	-3.13	172.35	1.00
319.335938	-3.22	172.50	1.00
320.800781	-3.31	172.76	1.00
322.265625	-3.39	173.11	1.00
323.730469	-3.46	173.52	1.00
325.195313	-3.52	173.93	1.00
326.660156	-3.55	174.33	0.99
328.125000	-3.57	174.66	0.99
329.589844	-3.59	174.88	0.99
331.054688	-3.61	175.00	1.00
332.519531	-3.64	175.09	0.99
333.984375	-3.70	175.16	0.99
335.449219	-3.75	175.34	1.00
336.914063	-3.81	175.59	1.00
338.378906	-3.86	175.87	1.00
339.843750	-3.91	176.17	1.00
341.308594	-3.96	176.50	0.99
342.773438	-4.01	176.88	1.00
344.238281	-4.05	177.29	1.00
345.703125	-4.08	177.70	0.99
347.167969	-4.10	178.09	0.99
348.632813	-4.12	178.45	0.99
350.097656	-4.15	178.82	0.99
351.562500	-4.17	179.23	0.99
353.027344	-4.19	179.70	0.99
354.492188	-4.20	-179.78	0.99
355.957031	-4.21	-179.21	0.99
357.421875	-4.21	-178.60	0.99
358.886719	-4.19	-178.02	1.00
360.351563	-4.17	-177.46	1.00
361.816406	-4.13	-176.99	0.99
363.281250	-4.08	-176.58	0.99
364.746094	-4.04	-176.26	1.00
366.210938	-4.00	-175.95	1.00
367.675781	-3.97	-175.65	1.00
369.140625	-3.93	-175.34	1.00
370.605469	-3.89	-175.04	1.00
372.070313	-3.86	-174.74	0.99
373.535156	-3.82	-174.45	0.98
375.000000	-3.77	-174.14	0.99
376.464844	-3.73	-173.85	0.98
377.929688	-3.67	-173.57	0.96
379.394531	-3.62	-173.32	0.95
380.859375	-3.57	-173.09	0.89
382.324219	-3.52	-173.04	0.94
383.789063	-3.47	-173.19	0.93
385.253906	-3.44	-173.61	0.96
386.718750	-3.44	-174.34	0.83
388.183594	-3.46	-175.35	0.94
389.648438	-3.52	-176.24	0.96
391.113281	-3.59	-177.03	0.98
392.578125	-3.67	-177.73	0.93
394.042969	-3.76	-178.34	0.97
395.507813	-3.87	-178.91	0.99
396.972656	-3.98	-179.31	0.99
398.437500	-4.10	-179.57	0.99
399.902344	-4.22	-179.70	0.99
401.367188	-4.33	-179.71	1.00
402.832031	-4.44	-179.63	1.00
404.296875	-4.54	-179.42	0.99
405.761719	-4.63	-179.12	0.98
407.226563	-4.71	-178.75	0.99
408.691406	-4.78	-178.33	0.99
410.156250	-4.83	-177.90	0.98
411.621094	-4.87	-177.48	0.97
413.085938	-4.89	-177.09	0.98
414.550781	-4.91	-176.73	0.99
416.015625	-4.93	-176.40	0.99
417.480469	-4.94	-176.09	0.99
418.945313	-4.95	-175.80	0.99
420.410156	-4.95	-175.56	0.99
421.875000	-4.96	-175.40	0.99
423.339844	-4.96	-175.31	0.99
424.804688	-4.98	-175.28	1.00
426.269531	-5.02	-175.31	0.98
427.734375	-5.06	-175.36	0.99
429.199219	-5.12	-175.30	0.98
430.664063	-5.18	-175.07	0.99
432.128906	-5.25	-174.71	0.99
433.593750	-5.31	-174.22	0.99
435.058594	-5.37	-173.65	0.99
436.523438	-5.42	-173.03	0.99
437.988281	-5.45	-172.38	1.00
439.453125	-5.47	-171.72	1.00
440.917969	-5.47	-171.06	1.00
442.382813	-5.47	-170.39	1.00
443.847656	-5.46	-169.73	1.00
445.312500	-5.44	-169.08	1.00
446.777344	-5.42	-168.45	1.00
448.242188	-5.38	-167.85	1.00
449.707031	-5.34	-167.27	1.00
451.171875	-5.29	-166.72	1.00
452.636719	-5.23	-166.21	0.99
454.101563	-5.16	-165.75	0.99
455.566406	-5.08	-165.35	0.99
457.031250	-4.99	-165.07	0.99
458.496094	-4.91	-164.89	0.99
459.960938	-4.84	-164.83	1.00
461.425781	-4.78	-164.86	1.00
462.890625	-4.73	-164.96	1.00
464.355469	-4.68	-165.10	1.00
465.820313	-4.65	-165.28	1.00
467.285156	-4.63	-165.50	1.00
468.750000	-4.61	-165.73	1.00
470.214844	-4.60	-165.95	1.00
471.679688	-4.61	-166.18	1.00
473.144531	-4.62	-166.41	0.99
474.609375	-4.64	-166.62	0.99
476.074219	-4.67	-166.75	0.99
477.539063	-4.71	-166.79	0.99
479.003906	-4.75	-166.76	0.99
480.468750	-4.80	-166.68	1.00
481.933594	-4.84	-166.56	1.00
483.398438	-4.89	-166.36	0.99
484.863281	-4.94	-166.09	0.99
486.328125	-4.99	-165.77	1.00
487.792969	-5.02	-165.39	0.99
489.257813	-5.05	-164.97	1.00
490.722656	-5.06	-164.53	0.99
492.187500	-5.06	-164.07	0.98
493.652344	-5.05	-163.65	1.00
495.117188	-5.04	-163.26	0.99
496.582031	-5.02	-162.90	1.00
498.046875	-5.00	-162.58	1.00
499.511719	-4.99	-162.28	0.99
500.976563	-4.97	-162.03	1.00
502.441406	-4.96	-161.79	1.00
503.906250	-4.95	-161.54	1.00
505.371094	-4.94	-161.30	1.00
506.835938	-4.93	-161.06	1.00
508.300781	-4.92	-160.81	1.00
509.765625	-4.91	-160.56	1.00
511.230469	-4.91	-160.31	1.00
512.695313	-4.91	-160.04	0.99
514.160156	-4.91	-159.77	1.00
515.625000	-4.91	-159.47	0.99
517.089844	-4.92	-159.15	0.99
518.554688	-4.92	-158.81	1.00
520.019531	-4.94	-158.43	1.00
521.484375	-4.95	-158.01	1.00
522.949219	-4.97	-157.52	1.00
524.414063	-4.99	-156.98	1.00
525.878906	-5.01	-156.40	1.00
527.343750	-5.02	-155.78	0.99
528.808594	-5.03	-155.14	0.99
530.273438	-5.04	-154.45	0.99
531.738281	-5.05	-153.72	0.98
533.203125	-5.04	-152.93	0.99
534.667969	-5.03	-152.10	0.99
536.132813	-5.00	-151.24	0.99
537.597656	-4.96	-150.38	0.99
539.062500	-4.91	-149.53	1.00
540.527344	-4.84	-148.69	1.00
541.992188	-4.75	-147.86	0.97
543.457031	-4.65	-147.07	0.99
544.921875	-4.54	-146.34	0.99
546.386719	-4.42	-145.67	0.98
547.851563	-4.28	-145.08	0.98
549.316406	-4.14	-144.59	0.96
550.781250	-4.00	-144.22	0.97
552.246094	-3.88	-144.01	0.96
553.710938	-3.76	-143.96	0.95
555.175781	-3.66	-143.87	0.98
556.640625	-3.55	-143.75	0.99
558.105469	-3.45	-143.64	1.00
559.570313	-3.35	-143.54	0.99
561.035156	-3.24	-143.45	1.00
562.500000	-3.14	-143.38	0.99
563.964844	-3.04	-143.32	0.98
565.429688	-2.93	-143.30	0.98
566.894531	-2.83	-143.35	0.97
568.359375	-2.72	-143.48	0.93
569.824219	-2.63	-143.66	0.97
571.289063	-2.56	-143.82	0.96
572.753906	-2.49	-143.88	0.96
574.218750	-2.42	-143.86	0.99
575.683594	-2.34	-143.81	0.99
577.148438	-2.26	-143.71	0.98
578.613281	-2.17	-143.60	0.98
580.078125	-2.07	-143.48	0.98
581.542969	-1.96	-143.39	0.99
583.007813	-1.85	-143.34	1.00
584.472656	-1.74	-143.32	1.00
585.937500	-1.62	-143.32	1.00
587.402344	-1.49	-143.35	1.00
588.867188	-1.37	-143.42	0.99
590.332031	-1.24	-143.54	1.00
591.796875	-1.11	-143.70	1.00
593.261719	-0.98	-143.90	1.00
594.726563	-0.86	-144.13	1.00
596.191406	-0.73	-144.39	0.99
597.656250	-0.60	-144.70	1.00
599.121094	-0.48	-145.06	0.99
600.585938	-0.35	-145.45	0.99
602.050781	-0.23	-145.87	0.99
603.515625	-0.11	-146.35	0.99
604.980469	0.01	-146.87	0.99
606.445313	0.12	-147.43	0.99
607.910156	0.23	-148.02	0.99
609.375000	0.33	-148.60	1.00
610.839844	0.43	-149.19	1.00
612.304688	0.53	-149.80	1.00
613.769531	0.62	-150.43	0.99
615.234375	0.72	-151.09	0.99
616.699219	0.82	-151.81	0.99
618.164063	0.91	-152.61	0.99
619.628906	0.99	-153.50	0.99
621.093750	1.07	-154.51	0.98
622.558594	1.13	-155.59	0.98
624.023438	1.18	-156.75	0.99
625.488281	1.22	-157.90	0.97
626.953125	1.25	-159.01	0.98
628.417969	1.28	-160.08	0.99
629.882813	1.30	-161.12	0.98
631.347656	1.32	-162.16	0.99
632.812500	1.34	-163.23	0.98
634.277344	1.36	-164.34	0.94
635.742188	1.38	-165.54	0.86
637.207031	1.39	-166.89	0.38
638.671875	1.39	-168.31	0.69
640.136719	1.37	-169.45	0.90
641.601563	1.35	-170.52	0.96
643.066406	1.31	-171.53	0.99
644.531250	1.27	-172.50	1.00
645.996094	1.22	-173.44	0.99
647.460938	1.16	-174.30	0.99
648.925781	1.08	-175.08	0.97
650.390625	0.99	-175.71	0.98
651.855469	0.90	-176.21	0.98
653.320313	0.80	-176.61	1.00
654.785156	0.70	-176.93	1.00
656.250000	0.60	-177.19	0.99
657.714844	0.50	-177.39	0.99
659.179688	0.40	-177.54	0.99
660.644531	0.30	-177.65	0.99
662.109375	0.21	-177.72	0.99
663.574219	0.12	-177.77	1.00
665.039063	0.03	-177.79	1.00
666.503906	-0.05	-177.77	1.00
667.968750	-0.13	-177.72	0.99
669.433594	-0.22	-177.63	0.99
670.898438	-0.29	-177.50	1.00
672.363281	-0.36	-177.35	0.99
673.828125	-0.43	-177.17	0.99
675.292969	-0.49	-176.97	1.00
676.757813	-0.54	-176.76	1.00
678.222656	-0.59	-176.53	1.00
679.687500	-0.63	-176.30	1.00
681.152344	-0.67	-176.05	1.00
682.617188	-0.70	-175.80	1.00
684.082031	-0.73	-175.54	1.00
685.546875	-0.75	-175.26	0.99
687.011719	-0.76	-174.99	1.00
688.476563	-0.77	-174.73	1.00
689.941406	-0.77	-174.47	1.00
691.406250	-0.76	-174.22	0.99
692.871094	-0.75	-173.99	0.99
694.335938	-0.73	-173.78	0.99
695.800781	-0.70	-173.61	1.00
697.265625	-0.68	-173.49	0.99
698.730469	-0.65	-173.42	0.98
700.195313	-0.63	-173.40	0.92
701.660156	-0.60	-173.41	0.94
703.125000	-0.58	-173.43	0.98
704.589844	-0.55	-173.48	0.99
706.054688	-0.53	-173.55	0.99
707.519531	-0.51	-173.63	0.99
708.984375	-0.49	-173.73	1.00
710.449219	-0.47	-173.83	1.00
711.914063	-0.46	-173.95	1.00
713.378906	-0.44	-174.09	0.99
714.843750	-0.42	-174.26	0.99
716.308594	-0.41	-174.45	1.00
717.773438	-0.39	-174.67	1.00
719.238281	-0.38	-174.92	0.99
720.703125	-0.37	-175.22	0.98
722.167969	-0.36	-175.58	0.98
723.632813	-0.37	-176.01	0.98
725.097656	-0.38	-176.49	0.98
726.562500	-0.40	-176.94	0.98
728.027344	-0.44	-177.32	0.97
729.492188	-0.48	-177.64	0.92
730.957031	-0.52	-177.88	0.87
732.421875	-0.56	-178.08	0.93
733.886719	-0.60	-178.25	0.93
735.351563	-0.64	-178.39	0.98
736.816406	-0.68	-178.51	0.99
738.281250	-0.72	-178.60	0.99
739.746094	-0.76	-178.66	1.00
741.210938	-0.80	-178.69	1.00
742.675781	-0.83	-178.70	1.00
744.140625	-0.86	-178.70	1.00
745.605469	-0.89	-178.69	1.00
747.070313	-0.92	-178.67	1.00
748.535156	-0.94	-178.64	1.00
750.000000	-0.96	-178.61	1.00
751.464844	-0.97	-178.57	1.00
752.929688	-0.99	-178.53	1.00
754.394531	-1.00	-178.50	1.00
755.859375	-1.01	-178.46	1.00
757.324219	-1.01	-178.43	1.00
758.789063	-1.02	-178.40	1.00
760.253906	-1.02	-178.36	1.00
761.718750	-1.02	-178.33	1.00
763.183594	-1.01	-178.30	1.00
764.648438	-1.01	-178.28	1.00
766.113281	-0.99	-178.26	1.00
767.578125	-0.98	-178.26	1.00
769.042969	-0.96	-178.28	1.00
770.507813	-0.94	-178.32	1.00
771.972656	-0.92	-178.39	0.99
773.437500	-0.89	-178.49	1.00
774.902344	-0.87	-178.63	0.99
776.367188	-0.84	-178.82	0.99
777.832031	-0.82	-179.06	0.98
779.296875	-0.80	-179.38	0.98
780.761719	-0.78	-179.80	0.97
782.226563	-0.78	179.65	0.96
783.691406	-0.79	178.99	0.95
785.156250	-0.81	178.33	0.98
786.621094	-0.83	177.71	1.00
788.085938	-0.87	177.11	0.99
789.550781	-0.91	176.55	0.98
791.015625	-0.96	176.06	0.99
792.480469	-1.02	175.65	0.99
793.945313	-1.08	175.31	1.00
795.410156	-1.15	175.02	1.00
796.875000	-1.21	174.79	1.00
798.339844	-1.28	174.58	1.00
799.804688	-1.34	174.42	1.00
801.269531	-1.41	174.28	1.00
802.734375	-1.48	174.16	1.00
804.199219	-1.54	174.07	1.00
805.664063	-1.60	174.00	1.00
807.128906	-1.66	173.94	1.00
808.593750	-1.72	173.89	1.00
810.058594	-1.78	173.86	0.99
811.523438	-1.84	173.84	1.00
812.988281	-1.90	173.84	1.00
814.453125	-1.96	173.85	1.00
815.917969	-2.01	173.87	1.00
817.382813	-2.06	173.91	1.00
818.847656	-2.12	173.96	1.00
820.312500	-2.16	174.01	1.00
821.777344	-2.21	174.06	0.99
823.242188	-2.26	174.11	0.99
824.707031	-2.30	174.15	0.99
826.171875	-2.35	174.18	0.98
827.636719	-2.40	174.21	0.99
829.101563	-2.45	174.27	1.00
830.566406	-2.51	174.36	1.00
832.031250	-2.56	174.48	1.00
833.496094	-2.61	174.63	0.99
834.960938	-2.66	174.80	1.00
836.425781	-2.70	174.98	1.00
837.890625	-2.75	175.18	1.00
839.355469	-2.79	175.38	1.00
840.820313	-2.83	175.60	1.00
842.285156	-2.86	175.82	1.00
843.750000	-2.89	176.05	1.00
845.214844	-2.92	176.29	1.00
846.679688	-2.95	176.53	1.00
848.144531	-2.97	176.77	1.00
849.609375	-2.99	177.01	1.00
851.074219	-3.01	177.24	1.00
852.539063	-3.03	177.47	1.00
854.003906	-3.04	177.69	1.00
855.468750	-3.05	177.89	1.00
856.933594	-3.06	178.09	1.00
858.398438	-3.07	178.27	1.00
859.863281	-3.08	178.43	1.00
861.328125	-3.09	178.58	1.00
862.792969	-3.10	178.73	1.00
864.257813	-3.11	178.87	1.00
865.722656	-3.13	179.01	1.00
867.187500	-3.14	179.16	1.00
868.652344	-3.16	179.32	1.00
870.117188	-3.17	179.49	1.00
871.582031	-3.19	179.67	1.00
873.046875	-3.20	179.86	1.00
874.511719	-3.22	-179.95	1.00
875.976563	-3.23	-179.75	1.00
877.441406	-3.24	-179.54	0.99
878.906250	-3.25	-179.32	1.00
880.371094	-3.26	-179.10	1.00
881.835938	-3.27	-178.87	1.00
883.300781	-3.27	-178.65	1.00
884.765625	-3.27	-178.44	1.00
886.230469	-3.26	-178.23	1.00
887.695313	-3.26	-178.03	1.00
889.160156	-3.25	-177.84	1.00
890.625000	-3.25	-177.67	1.00
892.089844	-3.24	-177.49	1.00
893.554688	-3.23	-177.33	1.00
895.019531	-3.22	-177.18	0.99
896.484375	-3.21	-177.04	1.00
897.949219	-3.20	-176.93	0.99
899.414063	-3.20	-176.83	1.00
900.878906	-3.19	-176.74	1.00
902.343750	-3.19	-176.66	1.00
903.808594	-3.18	-176.58	1.00
905.273438	-3.18	-176.51	1.00
906.738281	-3.18	-176.44	1.00
908.203125	-3.17	-176.37	1.00
909.667969	-3.17	-176.29	1.00
911.132813	-3.18	-176.21	1.00
912.597656	-3.18	-176.11	1.00
914.062500	-3.18	-176.01	1.00
915.527344	-3.19	-175.89	0.99
916.992188	-3.19	-175.76	1.00
918.457031	-3.18	-175.63	0.99
919.921875	-3.18	-175.49	1.00
921.386719	-3.17	-175.36	1.00
922.851563	-3.17	-175.23	1.00
924.316406	-3.16	-175.11	1.00
925.781250	-3.15	-174.99	1.00
927.246094	-3.13	-174.88	1.00
928.710938	-3.12	-174.78	1.00
930.175781	-3.10	-174.69	1.00
931.640625	-3.09	-174.62	1.00
933.105469	-3.07	-174.55	1.00
934.570313	-3.05	-174.50	0.99
936.035156	-3.04	-174.47	0.99
937.500000	-3.02	-174.46	1.00
938.964844	-3.00	-174.48	0.99
940.429688	-2.99	-174.53	1.00
941.894531	-2.97	-174.60	0.98
943.359375	-2.96	-174.70	0.98
944.824219	-2.96	-174.81	0.98
946.289063	-2.95	-174.92	0.99
947.753906	-2.96	-175.01	1.00
949.218750	-2.96	-175.09	1.00
950.683594	-2.97	-175.16	1.00
952.148438	-2.98	-175.22	1.00
953.613281	-2.99	-175.26	1.00
955.078125	-3.00	-175.29	1.00
956.542969	-3.02	-175.30	1.00
958.007813	-3.03	-175.31	1.00
959.472656	-3.04	-175.30	1.00
960.937500	-3.06	-175.29	1.00
962.402344	-3.07	-175.27	1.00
963.867188	-3.09	-175.25	1.00
965.332031	-3.11	-175.21	1.00
966.796875	-3.12	-175.17	1.00
968.261719	-3.14	-175.12	1.00
969.726563	-3.16	-175.06	0.99
971.191406	-3.18	-174.99	1.00
972.656250	-3.20	-174.91	1.00
974.121094	-3.22	-174.81	1.00
975.585938	-3.25	-174.69	1.00
977.050781	-3.27	-174.56	1.00
978.515625	-3.29	-174.41	1.00
979.980469	-3.31	-174.24	0.99
981.445313	-3.34	-174.05	0.99
982.910156	-3.36	-173.85	0.99
984.375000	-3.37	-173.65	1.00
985.839844	-3.39	-173.44	0.99
987.304688	-3.40	-173.22	1.00
988.769531	-3.41	-173.01	1.00
990.234375	-3.42	-172.79	1.00
991.699219	-3.43	-172.56	1.00
993.164063	-3.44	-172.33	1.00
994.628906	-3.44	-172.09	1.00
996.093750	-3.45	-171.85	0.99
997.558594	-3.45	-171.60	1.00
999.023438	-3.45	-171.34	1.00
1000.488281	-3.44	-171.09	1.00
1001.953125	-3.44	-170.83	1.00
1003.417969	-3.43	-170.58	0.99
1004.882813	-3.42	-170.33	0.99
1006.347656	-3.40	-170.09	1.00
1007.812500	-3.39	-169.85	1.00
1009.277344	-3.37	-169.62	1.00
1010.742188	-3.35	-169.41	0.99
1012.207031	-3.32	-169.20	1.00
1013.671875	-3.30	-169.02	0.99
1015.136719	-3.28	-168.84	1.00
1016.601563	-3.25	-168.69	1.00
1018.066406	-3.23	-168.56	1.00
1019.531250	-3.20	-168.44	1.00
1020.996094	-3.18	-168.33	1.00
1022.460938	-3.16	-168.24	1.00
1023.925781	-3.14	-168.15	1.00
1025.390625	-3.12	-168.07	1.00
1026.855469	-3.10	-168.00	1.00
1028.320313	-3.09	-167.93	1.00
1029.785156	-3.07	-167.87	1.00
1031.250000	-3.06	-167.82	1.00
1032.714844	-3.04	-167.76	0.99
1034.179688	-3.03	-167.70	0.98
1035.644531	-3.02	-167.63	0.98
1037.109375	-3.01	-167.57	0.99
1038.574219	-3.00	-167.50	0.98
1040.039063	-2.99	-167.41	0.99
1041.503906	-2.98	-167.33	0.99
1042.968750	-2.97	-167.24	0.99
1044.433594	-2.96	-167.15	0.99
1045.898438	-2.95	-167.07	0.99
1047.363281	-2.94	-166.98	0.99
1048.828125	-2.93	-166.89	0.98
1050.292969	-2.92	-166.79	0.99
1051.757813	-2.91	-166.67	0.98
1053.222656	-2.90	-166.54	0.99
1054.687500	-2.89	-166.41	0.98
1056.152344	-2.87	-166.27	0.99
1057.617188	-2.85	-166.15	0.99
1059.082031	-2.83	-166.02	0.99
1060.546875	-2.81	-165.91	0.99
1062.011719	-2.79	-165.81	1.00
1063.476563	-2.77	-165.72	0.99
1064.941406	-2.74	-165.63	0.99
1066.406250	-2.72	-165.56	1.00
1067.871094	-2.69	-165.50	1.00
1069.335938	-2.67	-165.45	0.99
1070.800781	-2.65	-165.41	0.99
1072.265625	-2.62	-165.38	0.99
1073.730469	-2.60	-165.36	1.00
1075.195313	-2.58	-165.35	1.00
1076.660156	-2.56	-165.35	0.99
1078.125000	-2.54	-165.35	1.00
1079.589844	-2.52	-165.35	0.99
1081.054688	-2.50	-165.36	0.99
1082.519531	-2.49	-165.35	1.00
1083.984375	-2.47	-165.35	0.99
