	NT2000-30-8		
331.054688	-3.25	-4.29	1.00
332.519531	-3.22	-4.05	1.00
333.984375	-3.19	-3.93	1.00
335.449219	-3.17	-3.90	1.00
336.914063	-3.16	-3.96	1.00
338.378906	-3.17	-4.08	1.00
339.843750	-3.18	-4.20	1.00
341.308594	-3.22	-4.27	1.00
342.773438	-3.27	-4.26	1.00
344.238281	-3.32	-4.18	1.00
345.703125	-3.38	-4.00	1.00
347.167969	-3.44	-3.75	1.00
348.632813	-3.50	-3.45	1.00
350.097656	-3.55	-3.11	1.00
351.562500	-3.59	-2.74	1.00
353.027344	-3.63	-2.33	1.00
354.492188	-3.67	-1.89	1.00
355.957031	-3.70	-1.40	0.99
357.421875	-3.72	-0.86	1.00
358.886719	-3.73	-0.29	0.99
360.351563	-3.72	0.28	0.99
361.816406	-3.69	0.82	0.99
363.281250	-3.65	1.30	1.00
364.746094	-3.62	1.72	1.00
366.210938	-3.58	2.13	1.00
367.675781	-3.54	2.55	1.00
369.140625	-3.50	2.96	1.00
370.605469	-3.46	3.35	1.00
372.070313	-3.41	3.72	1.00
373.535156	-3.36	4.07	1.00
375.000000	-3.31	4.42	1.00
376.464844	-3.25	4.78	1.00
377.929688	-3.19	5.11	1.00
379.394531	-3.12	5.42	1.00
380.859375	-3.05	5.67	1.00
382.324219	-2.98	5.87	1.00
383.789063	-2.90	6.01	1.00
385.253906	-2.82	6.08	1.00
386.718750	-2.74	6.09	1.00
388.183594	-2.66	6.02	1.00
389.648438	-2.59	5.89	1.00
391.113281	-2.52	5.73	1.00
392.578125	-2.45	5.51	1.00
394.042969	-2.39	5.21	1.00
395.507813	-2.35	4.82	0.99
396.972656	-2.31	4.44	1.00
398.437500	-2.29	4.10	1.00
399.902344	-2.27	3.80	1.00
401.367188	-2.25	3.55	1.00
402.832031	-2.24	3.35	1.00
404.296875	-2.22	3.17	1.00
405.761719	-2.20	3.00	1.00
407.226563	-2.19	2.83	1.00
408.691406	-2.17	2.67	1.00
410.156250	-2.16	2.49	1.00
411.621094	-2.14	2.31	1.00
413.085938	-2.13	2.12	1.00
414.550781	-2.12	1.93	1.00
416.015625	-2.11	1.72	1.00
417.480469	-2.10	1.51	1.00
418.945313	-2.09	1.29	1.00
420.410156	-2.08	1.09	1.00
421.875000	-2.07	0.86	1.00
423.339844	-2.05	0.60	1.00
424.804688	-2.04	0.30	1.00
426.269531	-2.04	-0.03	1.00
427.734375	-2.03	-0.41	0.99
429.199219	-2.04	-0.83	1.00
430.664063	-2.06	-1.25	0.98
432.128906	-2.08	-1.61	1.00
433.593750	-2.11	-1.87	1.00
435.058594	-2.14	-2.05	1.00
436.523438	-2.17	-2.18	1.00
437.988281	-2.19	-2.29	1.00
439.453125	-2.22	-2.39	1.00
440.917969	-2.25	-2.46	1.00
442.382813	-2.27	-2.49	1.00
443.847656	-2.30	-2.50	1.00
445.312500	-2.32	-2.48	1.00
446.777344	-2.33	-2.44	1.00
448.242188	-2.34	-2.41	1.00
449.707031	-2.35	-2.38	1.00
451.171875	-2.36	-2.34	1.00
452.636719	-2.37	-2.27	1.00
454.101563	-2.37	-2.21	1.00
455.566406	-2.36	-2.16	1.00
457.031250	-2.36	-2.12	1.00
458.496094	-2.34	-2.09	1.00
459.960938	-2.32	-2.10	0.99
461.425781	-2.29	-2.14	1.00
462.890625	-2.27	-2.24	1.00
464.355469	-2.25	-2.40	1.00
465.820313	-2.23	-2.63	1.00
467.285156	-2.21	-2.89	1.00
468.750000	-2.20	-3.20	1.00
470.214844	-2.20	-3.54	1.00
471.679688	-2.21	-3.89	0.99
473.144531	-2.23	-4.26	1.00
474.609375	-2.26	-4.59	1.00
476.074219	-2.30	-4.87	1.00
477.539063	-2.34	-5.11	1.00
479.003906	-2.38	-5.30	1.00
480.468750	-2.43	-5.45	1.00
481.933594	-2.48	-5.54	0.99
483.398438	-2.54	-5.58	1.00
484.863281	-2.59	-5.57	1.00
486.328125	-2.64	-5.53	1.00
487.792969	-2.69	-5.47	1.00
489.257813	-2.73	-5.38	1.00
490.722656	-2.77	-5.28	1.00
492.187500	-2.80	-5.16	1.00
493.652344	-2.84	-5.04	1.00
495.117188	-2.86	-4.90	1.00
496.582031	-2.89	-4.77	1.00
498.046875	-2.92	-4.63	1.00
499.511719	-2.94	-4.50	1.00
500.976563	-2.96	-4.37	1.00
502.441406	-2.98	-4.24	1.00
503.906250	-3.00	-4.11	1.00
505.371094	-3.02	-3.99	1.00
506.835938	-3.04	-3.88	1.00
508.300781	-3.06	-3.77	1.00
509.765625	-3.08	-3.65	1.00
511.230469	-3.11	-3.53	1.00
512.695313	-3.13	-3.38	1.00
514.160156	-3.16	-3.21	1.00
515.625000	-3.18	-3.01	1.00
517.089844	-3.20	-2.80	1.00
518.554688	-3.21	-2.57	1.00
520.019531	-3.23	-2.33	1.00
521.484375	-3.24	-2.08	1.00
522.949219	-3.25	-1.82	1.00
524.414063	-3.26	-1.55	1.00
525.878906	-3.26	-1.26	1.00
527.343750	-3.27	-0.96	1.00
528.808594	-3.27	-0.65	1.00
530.273438	-3.26	-0.31	1.00
531.738281	-3.25	0.03	1.00
533.203125	-3.23	0.36	1.00
534.667969	-3.21	0.68	0.99
536.132813	-3.17	0.97	1.00
537.597656	-3.14	1.22	1.00
539.062500	-3.10	1.45	1.00
540.527344	-3.06	1.65	1.00
541.992188	-3.02	1.83	1.00
543.457031	-2.98	1.98	1.00
544.921875	-2.95	2.11	0.99
546.386719	-2.91	2.25	1.00
547.851563	-2.87	2.37	1.00
549.316406	-2.83	2.49	1.00
550.781250	-2.79	2.59	1.00
552.246094	-2.75	2.67	1.00
553.710938	-2.70	2.73	1.00
555.175781	-2.65	2.75	1.00
556.640625	-2.61	2.77	1.00
558.105469	-2.55	2.78	0.98
559.570313	-2.50	2.77	0.98
561.035156	-2.44	2.71	0.99
562.500000	-2.38	2.57	0.99
563.964844	-2.33	2.34	0.99
565.429688	-2.29	2.03	1.00
566.894531	-2.25	1.63	0.97
568.359375	-2.22	1.17	0.95
569.824219	-2.22	0.63	0.95
571.289063	-2.22	0.23	0.96
572.753906	-2.24	-0.04	0.98
574.218750	-2.27	-0.21	0.98
575.683594	-2.29	-0.30	0.99
577.148438	-2.31	-0.34	0.99
578.613281	-2.32	-0.34	1.00
580.078125	-2.33	-0.33	0.99
581.542969	-2.33	-0.31	1.00
583.007813	-2.33	-0.30	1.00
584.472656	-2.32	-0.31	0.99
585.937500	-2.31	-0.34	1.00
587.402344	-2.30	-0.39	1.00
588.867188	-2.30	-0.45	1.00
590.332031	-2.29	-0.50	1.00
591.796875	-2.29	-0.56	1.00
593.261719	-2.29	-0.60	1.00
594.726563	-2.28	-0.64	1.00
596.191406	-2.28	-0.68	1.00
597.656250	-2.27	-0.69	1.00
599.121094	-2.27	-0.70	1.00
600.585938	-2.27	-0.69	1.00
602.050781	-2.26	-0.69	1.00
603.515625	-2.25	-0.67	1.00
604.980469	-2.24	-0.67	1.00
606.445313	-2.22	-0.66	1.00
607.910156	-2.20	-0.67	0.98
609.375000	-2.18	-0.70	1.00
610.839844	-2.15	-0.76	0.99
612.304688	-2.13	-0.87	1.00
613.769531	-2.10	-1.02	1.00
615.234375	-2.08	-1.23	1.00
616.699219	-2.07	-1.47	1.00
618.164063	-2.07	-1.73	1.00
619.628906	-2.07	-1.99	1.00
621.093750	-2.07	-2.24	1.00
622.558594	-2.08	-2.47	1.00
624.023438	-2.10	-2.68	1.00
625.488281	-2.12	-2.87	0.99
626.953125	-2.14	-3.03	1.00
628.417969	-2.16	-3.16	1.00
629.882813	-2.18	-3.27	1.00
631.347656	-2.19	-3.36	1.00
632.812500	-2.21	-3.43	1.00
634.277344	-2.22	-3.50	0.99
635.742188	-2.23	-3.56	1.00
637.207031	-2.24	-3.63	1.00
638.671875	-2.24	-3.72	0.99
640.136719	-2.24	-3.85	1.00
641.601563	-2.25	-4.01	0.99
643.066406	-2.26	-4.21	0.99
644.531250	-2.28	-4.42	1.00
645.996094	-2.30	-4.64	0.99
647.460938	-2.33	-4.84	0.98
648.925781	-2.37	-4.98	1.00
650.390625	-2.40	-5.10	1.00
651.855469	-2.44	-5.19	0.99
653.320313	-2.48	-5.26	1.00
654.785156	-2.52	-5.30	0.99
656.250000	-2.56	-5.32	0.99
657.714844	-2.59	-5.31	1.00
659.179688	-2.62	-5.30	1.00
660.644531	-2.65	-5.27	1.00
662.109375	-2.68	-5.23	1.00
663.574219	-2.71	-5.18	0.99
665.039063	-2.74	-5.11	1.00
666.503906	-2.77	-5.03	1.00
667.968750	-2.80	-4.94	1.00
669.433594	-2.82	-4.82	0.98
670.898438	-2.85	-4.69	0.94
672.363281	-2.87	-4.54	0.98
673.828125	-2.89	-4.41	0.98
675.292969	-2.91	-4.26	0.99
676.757813	-2.93	-4.09	0.99
678.222656	-2.95	-3.91	1.00
679.687500	-2.97	-3.71	1.00
681.152344	-2.98	-3.48	1.00
682.617188	-2.99	-3.24	1.00
684.082031	-2.99	-2.98	1.00
685.546875	-3.00	-2.71	1.00
687.011719	-2.99	-2.42	0.99
688.476563	-2.98	-2.15	0.99
689.941406	-2.97	-1.88	1.00
691.406250	-2.95	-1.62	0.99
692.871094	-2.93	-1.38	0.99
694.335938	-2.91	-1.16	0.99
695.800781	-2.88	-0.96	0.99
697.265625	-2.84	-0.79	0.99
698.730469	-2.81	-0.65	0.98
700.195313	-2.77	-0.56	0.99
701.660156	-2.73	-0.51	0.99
703.125000	-2.69	-0.51	0.99
704.589844	-2.66	-0.53	0.99
706.054688	-2.63	-0.57	0.99
707.519531	-2.60	-0.62	0.99
708.984375	-2.57	-0.68	0.99
710.449219	-2.55	-0.75	1.00
711.914063	-2.53	-0.85	0.98
713.378906	-2.51	-0.98	0.97
714.843750	-2.50	-1.12	1.00
716.308594	-2.49	-1.26	0.99
717.773438	-2.48	-1.37	0.97
719.238281	-2.47	-1.46	0.97
720.703125	-2.47	-1.56	0.99
722.167969	-2.47	-1.68	0.97
723.632813	-2.47	-1.82	0.99
725.097656	-2.48	-1.94	1.00
726.562500	-2.49	-2.05	0.97
728.027344	-2.51	-2.12	1.00
729.492188	-2.53	-2.16	1.00
730.957031	-2.55	-2.18	1.00
732.421875	-2.57	-2.18	0.99
733.886719	-2.59	-2.16	0.98
735.351563	-2.61	-2.12	0.98
736.816406	-2.63	-2.06	1.00
738.281250	-2.66	-1.96	1.00
739.746094	-2.68	-1.82	0.99
741.210938	-2.70	-1.67	0.99
742.675781	-2.72	-1.49	0.99
744.140625	-2.73	-1.29	0.99
745.605469	-2.74	-1.08	1.00
747.070313	-2.75	-0.87	1.00
748.535156	-2.75	-0.65	1.00
750.000000	-2.75	-0.44	1.00
751.464844	-2.75	-0.23	1.00
752.929688	-2.74	-0.02	1.00
754.394531	-2.74	0.19	1.00
755.859375	-2.73	0.40	1.00
757.324219	-2.72	0.61	1.00
758.789063	-2.70	0.82	1.00
760.253906	-2.69	1.03	1.00
761.718750	-2.67	1.24	1.00
763.183594	-2.65	1.45	1.00
764.648438	-2.63	1.66	1.00
766.113281	-2.61	1.87	1.00
767.578125	-2.58	2.08	1.00
769.042969	-2.55	2.27	1.00
770.507813	-2.51	2.46	1.00
771.972656	-2.48	2.65	1.00
773.437500	-2.43	2.82	0.99
774.902344	-2.39	2.97	0.99
776.367188	-2.34	3.10	1.00
777.832031	-2.29	3.20	1.00
779.296875	-2.24	3.27	1.00
780.761719	-2.18	3.31	1.00
782.226563	-2.13	3.32	1.00
783.691406	-2.08	3.29	1.00
785.156250	-2.03	3.24	0.99
786.621094	-1.98	3.15	1.00
788.085938	-1.94	3.03	1.00
789.550781	-1.90	2.88	1.00
791.015625	-1.86	2.70	1.00
792.480469	-1.83	2.51	1.00
793.945313	-1.80	2.31	1.00
795.410156	-1.77	2.12	1.00
796.875000	-1.74	1.93	1.00
798.339844	-1.72	1.76	1.00
799.804688	-1.70	1.59	1.00
801.269531	-1.68	1.44	1.00
802.734375	-1.67	1.29	1.00
804.199219	-1.65	1.13	1.00
805.664063	-1.63	0.98	1.00
807.128906	-1.62	0.82	1.00
808.593750	-1.61	0.67	1.00
810.058594	-1.59	0.51	1.00
811.523438	-1.59	0.36	1.00
812.988281	-1.58	0.20	0.99
814.453125	-1.57	0.06	1.00
815.917969	-1.57	-0.06	1.00
817.382813	-1.56	-0.17	1.00
818.847656	-1.55	-0.28	1.00
820.312500	-1.54	-0.38	1.00
821.777344	-1.53	-0.49	1.00
823.242188	-1.52	-0.60	1.00
824.707031	-1.50	-0.72	1.00
826.171875	-1.49	-0.86	1.00
827.636719	-1.48	-1.01	1.00
829.101563	-1.47	-1.17	1.00
830.566406	-1.46	-1.34	1.00
832.031250	-1.45	-1.52	1.00
833.496094	-1.45	-1.70	1.00
834.960938	-1.45	-1.89	1.00
836.425781	-1.44	-2.08	1.00
837.890625	-1.45	-2.27	0.99
839.355469	-1.45	-2.44	0.99
840.820313	-1.46	-2.61	1.00
842.285156	-1.47	-2.75	1.00
843.750000	-1.48	-2.87	1.00
845.214844	-1.49	-2.98	1.00
846.679688	-1.50	-3.07	1.00
848.144531	-1.51	-3.15	1.00
849.609375	-1.52	-3.22	1.00
851.074219	-1.53	-3.27	1.00
852.539063	-1.54	-3.31	1.00
854.003906	-1.55	-3.34	1.00
855.468750	-1.55	-3.37	1.00
856.933594	-1.55	-3.39	1.00
858.398438	-1.56	-3.42	1.00
859.863281	-1.56	-3.46	1.00
861.328125	-1.56	-3.49	1.00
862.792969	-1.55	-3.54	1.00
864.257813	-1.55	-3.59	1.00
865.722656	-1.55	-3.66	0.99
867.187500	-1.55	-3.74	0.99
868.652344	-1.55	-3.83	1.00
870.117188	-1.56	-3.91	1.00
871.582031	-1.56	-3.97	1.00
873.046875	-1.57	-4.02	1.00
874.511719	-1.58	-4.06	1.00
875.976563	-1.59	-4.08	1.00
877.441406	-1.60	-4.08	1.00
878.906250	-1.60	-4.08	1.00
880.371094	-1.61	-4.06	1.00
881.835938	-1.61	-4.04	1.00
883.300781	-1.61	-4.02	1.00
884.765625	-1.61	-3.99	1.00
886.230469	-1.60	-3.96	1.00
887.695313	-1.60	-3.93	1.00
889.160156	-1.59	-3.91	1.00
890.625000	-1.58	-3.90	1.00
892.089844	-1.56	-3.89	1.00
893.554688	-1.55	-3.90	0.99
895.019531	-1.54	-3.93	1.00
896.484375	-1.52	-3.98	1.00
897.949219	-1.51	-4.05	1.00
899.414063	-1.50	-4.12	1.00
900.878906	-1.50	-4.19	1.00
902.343750	-1.49	-4.27	1.00
903.808594	-1.49	-4.34	1.00
905.273438	-1.49	-4.41	1.00
906.738281	-1.48	-4.47	1.00
908.203125	-1.48	-4.53	1.00
909.667969	-1.48	-4.59	1.00
911.132813	-1.48	-4.64	1.00
912.597656	-1.49	-4.67	1.00
914.062500	-1.49	-4.70	1.00
915.527344	-1.49	-4.70	1.00
916.992188	-1.50	-4.70	1.00
918.457031	-1.50	-4.69	1.00
919.921875	-1.50	-4.67	1.00
921.386719	-1.49	-4.64	1.00
922.851563	-1.49	-4.62	1.00
924.316406	-1.49	-4.59	1.00
925.781250	-1.48	-4.55	1.00
927.246094	-1.47	-4.52	1.00
928.710938	-1.46	-4.49	1.00
930.175781	-1.44	-4.47	1.00
931.640625	-1.42	-4.45	1.00
933.105469	-1.41	-4.44	1.00
934.570313	-1.39	-4.44	1.00
936.035156	-1.36	-4.44	1.00
937.500000	-1.34	-4.46	1.00
938.964844	-1.31	-4.48	0.99
940.429688	-1.29	-4.52	0.99
941.894531	-1.26	-4.57	1.00
943.359375	-1.23	-4.65	0.99
944.824219	-1.20	-4.74	1.00
946.289063	-1.18	-4.87	0.99
947.753906	-1.15	-5.03	1.00
949.218750	-1.13	-5.20	1.00
950.683594	-1.11	-5.40	1.00
952.148438	-1.09	-5.62	0.99
953.613281	-1.08	-5.84	1.00
955.078125	-1.07	-6.06	0.99
956.542969	-1.06	-6.28	1.00
958.007813	-1.05	-6.48	1.00
959.472656	-1.05	-6.67	1.00
960.937500	-1.05	-6.84	0.99
962.402344	-1.04	-7.01	1.00
963.867188	-1.04	-7.17	0.97
965.332031	-1.03	-7.34	0.98
966.796875	-1.03	-7.52	0.97
968.261719	-1.03	-7.72	0.99
969.726563	-1.03	-7.92	0.99
971.191406	-1.03	-8.14	0.99
972.656250	-1.04	-8.35	1.00
974.121094	-1.04	-8.55	1.00
975.585938	-1.05	-8.74	1.00
977.050781	-1.06	-8.91	1.00
978.515625	-1.07	-9.09	1.00
979.980469	-1.08	-9.27	1.00
981.445313	-1.09	-9.45	1.00
982.910156	-1.10	-9.63	1.00
984.375000	-1.11	-9.81	1.00
985.839844	-1.13	-9.98	1.00
987.304688	-1.14	-10.14	1.00
988.769531	-1.16	-10.29	1.00
990.234375	-1.17	-10.45	1.00
991.699219	-1.18	-10.60	0.99
993.164063	-1.20	-10.75	1.00
994.628906	-1.22	-10.91	1.00
996.093750	-1.23	-11.06	1.00
997.558594	-1.25	-11.20	1.00
999.023438	-1.28	-11.33	1.00
1000.488281	-1.30	-11.45	1.00
1001.953125	-1.32	-11.56	1.00
1003.417969	-1.34	-11.65	1.00
1004.882813	-1.36	-11.74	1.00
1006.347656	-1.38	-11.82	0.99
1007.812500	-1.41	-11.89	1.00
1009.277344	-1.43	-11.95	1.00
1010.742188	-1.45	-12.00	1.00
1012.207031	-1.47	-12.04	1.00
1013.671875	-1.49	-12.07	1.00
1015.136719	-1.51	-12.10	1.00
1016.601563	-1.53	-12.13	1.00
1018.066406	-1.55	-12.15	1.00
1019.531250	-1.56	-12.17	1.00
1020.996094	-1.58	-12.20	1.00
1022.460938	-1.59	-12.22	1.00
1023.925781	-1.61	-12.24	1.00
1025.390625	-1.63	-12.27	1.00
1026.855469	-1.64	-12.29	1.00
1028.320313	-1.66	-12.31	1.00
1029.785156	-1.67	-12.33	1.00
1031.250000	-1.69	-12.35	1.00
1032.714844	-1.70	-12.37	1.00
1034.179688	-1.72	-12.39	1.00
1035.644531	-1.73	-12.42	1.00
1037.109375	-1.75	-12.45	1.00
1038.574219	-1.77	-12.47	1.00
1040.039063	-1.78	-12.49	1.00
1041.503906	-1.80	-12.50	1.00
1042.968750	-1.82	-12.51	1.00
1044.433594	-1.84	-12.50	0.99
1045.898438	-1.86	-12.48	1.00
1047.363281	-1.88	-12.46	0.99
1048.828125	-1.90	-12.41	1.00
1050.292969	-1.92	-12.36	1.00
1051.757813	-1.94	-12.29	1.00
1053.222656	-1.95	-12.22	1.00
1054.687500	-1.97	-12.14	0.99
1056.152344	-1.98	-12.06	0.99
1057.617188	-1.98	-11.98	0.99
1059.082031	-1.99	-11.90	0.99
1060.546875	-1.99	-11.83	1.00
1062.011719	-1.99	-11.77	1.00
1063.476563	-1.99	-11.71	1.00
1064.941406	-1.98	-11.66	0.99
1066.406250	-1.98	-11.63	0.99
1067.871094	-1.97	-11.61	1.00
1069.335938	-1.97	-11.60	1.00
1070.800781	-1.97	-11.63	0.98
1072.265625	-1.96	-11.66	0.99
1073.730469	-1.97	-11.71	1.00
1075.195313	-1.97	-11.76	1.00
1076.660156	-1.97	-11.80	1.00
1078.125000	-1.98	-11.85	1.00
1079.589844	-1.98	-11.89	0.99
1081.054688	-1.99	-11.93	1.00
1082.519531	-2.00	-11.96	1.00
1083.984375	-2.01	-11.99	1.00
1085.449219	-2.02	-12.01	1.00
1086.914063	-2.02	-12.03	1.00
1088.378906	-2.03	-12.05	1.00
1089.843750	-2.04	-12.06	1.00
