	NT2000-10-8		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	-50.76	-61.73	0.76
2.929688	-38.34	54.13	0.93
4.394531	-34.24	69.14	0.91
5.859375	-33.27	81.47	0.89
7.324219	-31.19	27.74	0.25
8.789063	-29.91	94.96	0.78
10.253906	-28.49	-27.81	0.57
11.718750	1234.57	45.00	1.00
13.183594	1234.57	45.00	1.00
14.648438	-23.25	100.88	1.00
16.113281	-27.12	27.05	0.40
17.578125	-15.53	-114.75	0.46
19.042969	-19.46	-156.99	0.75
20.507813	1234.57	45.00	1.00
21.972656	-14.38	131.03	0.71
23.437500	-14.15	177.93	0.81
24.902344	-11.55	144.45	0.79
26.367188	-9.48	50.83	0.71
27.832031	-2.62	48.74	0.86
29.296875	-0.72	43.70	0.94
30.761719	-1.17	30.06	0.96
32.226563	-1.89	20.15	0.95
33.691406	-1.91	30.52	1.00
35.156250	-2.82	36.07	0.98
36.621094	-3.12	37.16	1.00
38.085938	-3.01	34.87	1.00
39.550781	-2.79	34.46	0.99
41.015625	-2.09	35.86	0.98
42.480469	-1.63	28.48	1.00
43.945313	-1.70	24.45	1.00
45.410156	-2.09	20.53	1.00
46.875000	-2.53	17.54	1.00
48.339844	-3.07	16.34	1.00
49.804688	-3.74	17.21	1.00
51.269531	-4.61	19.38	1.00
52.734375	-5.35	23.97	0.99
54.199219	-5.59	30.04	0.98
55.664063	-4.61	32.25	0.95
57.128906	-3.70	33.26	0.99
58.593750	-3.35	33.67	0.99
60.058594	-3.21	35.39	1.00
61.523438	-3.00	36.74	1.00
62.988281	-2.76	37.80	1.00
64.453125	-2.52	38.41	1.00
65.917969	-2.12	39.02	0.99
67.382813	-1.57	39.21	0.99
68.847656	-1.18	36.60	0.99
70.312500	-0.88	32.11	0.99
71.777344	-0.99	27.67	1.00
73.242188	-1.35	24.74	0.98
74.707031	-1.71	24.09	0.97
76.171875	-1.82	24.87	0.98
77.636719	-1.53	25.55	0.99
79.101563	-1.10	24.70	0.99
80.566406	-0.88	22.81	1.00
82.031250	-0.86	21.12	1.00
83.496094	-0.93	19.90	1.00
84.960938	-1.13	18.89	0.99
86.425781	-1.41	18.27	1.00
87.890625	-1.56	18.17	1.00
89.355469	-1.62	18.27	1.00
90.820313	-1.58	18.52	0.99
92.285156	-1.51	19.30	1.00
93.750000	-1.39	20.37	0.99
95.214844	-1.25	20.70	1.00
96.679688	-1.14	20.52	1.00
98.144531	-1.04	20.14	1.00
99.609375	-0.95	20.03	1.00
101.074219	-0.88	19.74	1.00
102.539063	-0.75	19.44	1.00
104.003906	-0.62	19.05	1.00
105.468750	-0.52	18.72	1.00
106.933594	-0.39	18.37	1.00
108.398438	-0.17	17.81	0.98
109.863281	0.05	16.56	0.99
111.328125	0.22	14.82	1.00
112.792969	0.32	12.86	1.00
114.257813	0.29	10.61	0.99
115.722656	0.14	8.70	1.00
117.187500	-0.06	7.75	0.99
118.652344	-0.29	7.37	1.00
120.117188	-0.49	7.08	1.00
121.582031	-0.64	6.62	1.00
123.046875	-0.82	6.17	1.00
124.511719	-0.99	5.87	1.00
125.976563	-1.17	5.76	1.00
127.441406	-1.37	5.93	1.00
128.906250	-1.54	6.53	1.00
130.371094	-1.67	7.65	0.99
131.835938	-1.74	9.15	1.00
133.300781	-1.80	10.61	1.00
134.765625	-1.84	12.01	1.00
136.230469	-1.85	13.45	1.00
137.695313	-1.82	15.00	0.99
139.160156	-1.68	16.48	1.00
140.625000	-1.46	17.58	1.00
142.089844	-1.15	18.35	0.99
143.554688	-0.84	18.49	1.00
145.019531	-0.52	17.99	1.00
