	NT2000-110-8		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	-38.93	53.54	1.00
2.929688	-37.62	59.13	0.94
4.394531	-32.95	80.73	0.92
5.859375	-33.68	83.11	0.57
7.324219	-31.40	72.18	0.79
8.789063	-24.81	105.09	0.87
10.253906	-26.27	88.70	0.90
11.718750	-32.19	75.64	0.84
13.183594	-32.16	59.96	0.95
14.648438	-30.68	38.29	0.37
16.113281	-17.30	-64.27	0.54
17.578125	-8.92	52.21	0.58
19.042969	-20.62	112.29	0.36
20.507813	-21.66	156.11	0.59
21.972656	-18.76	96.06	0.53
23.437500	-17.50	92.26	0.78
24.902344	-18.80	38.36	0.67
26.367188	-16.17	24.21	0.43
27.832031	-18.80	109.26	0.58
29.296875	-18.03	19.80	0.25
30.761719	-21.16	-37.23	0.43
32.226563	-19.40	-57.66	0.73
33.691406	-19.93	-85.87	0.67
35.156250	-20.13	-92.47	0.95
36.621094	-19.61	-95.29	0.98
38.085938	-18.41	-96.04	0.95
39.550781	-18.10	-101.03	0.89
41.015625	-19.84	-114.10	0.66
42.480469	-20.81	-139.29	0.87
43.945313	-20.90	-142.89	0.93
45.410156	-20.19	-136.86	0.85
46.875000	-19.92	-127.49	0.88
48.339844	-20.74	-137.56	0.85
49.804688	-22.60	-139.79	0.86
51.269531	-25.05	-139.15	0.84
52.734375	-26.00	-120.71	0.71
54.199219	-24.41	-86.54	0.66
55.664063	-22.88	-86.78	0.65
57.128906	-20.74	-96.64	0.83
58.593750	-19.62	-92.21	0.95
60.058594	-18.62	-91.33	0.99
61.523438	-17.61	-93.76	0.95
62.988281	-16.46	-99.16	0.99
64.453125	-15.79	-104.11	1.00
65.917969	-15.13	-108.52	1.00
67.382813	-14.35	-111.69	0.98
68.847656	-13.78	-116.66	0.96
70.312500	-13.27	-124.42	0.87
71.777344	-12.70	-133.51	0.80
73.242188	-12.90	-137.48	0.93
74.707031	-13.24	-140.27	0.96
76.171875	-13.44	-142.51	0.97
77.636719	-13.21	-145.18	0.97
79.101563	-13.18	-148.90	0.95
80.566406	-13.34	-152.73	0.97
82.031250	-13.51	-158.24	0.98
83.496094	-13.54	-165.48	0.97
84.960938	-13.85	-175.57	0.97
86.425781	-14.50	174.89	0.96
87.890625	-15.50	169.66	0.94
89.355469	-16.81	169.20	0.83
90.820313	-17.74	172.11	0.80
92.285156	-18.34	-179.58	0.66
93.750000	-18.41	-171.50	0.80
95.214844	-18.19	-166.66	0.89
96.679688	-18.03	-166.83	0.91
98.144531	-17.87	-168.25	0.91
99.609375	-17.99	-168.73	0.81
101.074219	-18.39	-162.15	0.60
102.539063	-18.53	-154.39	0.79
104.003906	-18.44	-144.84	0.45
105.468750	-17.91	-134.72	0.77
106.933594	-17.22	-130.88	0.90
108.398438	-16.47	-131.20	0.88
109.863281	-16.04	-133.75	0.90
111.328125	-15.90	-137.24	0.66
112.792969	-15.77	-140.68	0.88
114.257813	-15.63	-146.62	0.80
115.722656	-15.74	-152.28	0.96
117.187500	-15.97	-155.89	0.96
118.652344	-16.31	-158.73	0.97
120.117188	-16.57	-162.03	0.98
121.582031	-16.77	-165.62	0.99
123.046875	-16.97	-168.38	1.00
124.511719	-17.15	-170.18	0.99
125.976563	-17.34	-170.74	0.93
127.441406	-17.54	-169.05	0.79
128.906250	-17.52	-165.75	0.39
130.371094	-17.26	-163.18	0.97
131.835938	-16.92	-162.75	0.96
133.300781	-16.67	-164.08	0.98
134.765625	-16.58	-167.86	0.95
136.230469	-16.66	-173.88	0.93
137.695313	-16.91	-177.36	0.87
139.160156	-17.19	-176.49	0.88
140.625000	-17.30	-170.07	0.81
142.089844	-17.15	-150.41	0.90
143.554688	-16.95	-112.46	0.93
145.019531	-16.75	-92.29	0.84
146.484375	-16.61	-91.08	0.92
147.949219	-16.50	-94.57	0.98
149.414063	-16.41	-98.78	0.90
150.878906	-16.37	-102.18	0.95
152.343750	-16.32	-103.89	0.95
153.808594	-16.20	-103.61	0.96
155.273438	-15.87	-102.15	0.60
156.738281	-15.46	-99.04	0.73
158.203125	-15.05	-95.86	0.94
159.667969	-14.60	-95.42	0.95
161.132813	-14.13	-96.84	0.94
162.597656	-13.72	-98.78	0.98
164.062500	-13.37	-101.85	0.99
