	NT2000-140-8		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	-39.02	51.72	1.00
2.929688	-38.54	48.30	0.98
4.394531	-36.24	48.41	0.84
5.859375	-33.58	68.32	0.89
7.324219	-30.62	76.82	0.98
8.789063	-27.84	80.62	0.97
10.253906	-23.16	53.04	0.75
11.718750	-32.19	68.52	0.85
13.183594	-27.49	112.34	0.37
14.648438	-30.96	57.79	0.63
16.113281	-19.78	13.49	0.55
17.578125	-12.54	69.15	0.29
19.042969	-11.89	22.84	0.63
20.507813	-13.65	26.92	0.94
21.972656	-12.72	3.94	0.94
23.437500	-12.57	11.58	0.98
24.902344	-11.82	8.18	0.96
26.367188	-12.68	-82.70	0.65
27.832031	-4.44	-107.65	0.85
29.296875	-5.08	-126.19	0.86
30.761719	-5.60	-140.24	0.91
32.226563	-6.22	-150.66	0.93
33.691406	-9.01	-144.26	0.95
35.156250	-9.45	-139.08	0.98
36.621094	-8.91	-132.09	0.96
38.085938	-8.28	-133.40	0.97
39.550781	-6.92	-126.96	0.96
41.015625	-6.36	-135.76	0.98
42.480469	-6.33	-144.59	0.99
43.945313	-6.98	-151.87	0.98
45.410156	-7.97	-156.65	0.99
46.875000	-8.56	-159.59	0.99
48.339844	-9.16	-161.42	0.96
49.804688	-10.32	-161.63	0.99
51.269531	-12.00	-157.79	0.96
52.734375	-12.42	-148.74	0.96
54.199219	-12.03	-134.29	0.94
55.664063	-10.43	-124.41	0.91
57.128906	-9.23	-123.43	0.96
58.593750	-8.87	-122.09	0.98
60.058594	-8.57	-122.12	1.00
61.523438	-8.12	-122.04	1.00
62.988281	-7.65	-122.20	1.00
64.453125	-7.16	-123.26	1.00
65.917969	-6.51	-124.81	0.99
67.382813	-5.81	-127.59	0.99
68.847656	-5.35	-132.35	0.99
70.312500	-5.08	-139.83	0.98
71.777344	-4.84	-145.43	0.96
73.242188	-4.99	-150.30	0.92
74.707031	-5.39	-153.01	0.82
76.171875	-5.88	-151.53	0.96
77.636719	-5.76	-150.97	0.99
79.101563	-5.50	-152.90	0.98
80.566406	-5.22	-156.44	0.99
82.031250	-4.98	-159.86	0.98
83.496094	-4.94	-163.06	0.99
84.960938	-5.25	-165.55	0.99
86.425781	-6.02	-165.83	0.95
87.890625	-6.80	-164.92	0.97
89.355469	-7.26	-162.69	0.99
90.820313	-7.45	-159.44	0.98
92.285156	-7.43	-156.46	0.98
93.750000	-7.19	-153.77	0.97
95.214844	-6.99	-151.85	0.98
96.679688	-6.97	-152.86	0.98
98.144531	-6.92	-153.76	0.98
99.609375	-6.90	-154.18	0.99
101.074219	-6.86	-153.82	0.98
102.539063	-6.81	-153.65	0.98
104.003906	-6.66	-153.37	0.99
105.468750	-6.40	-152.82	0.96
106.933594	-5.97	-152.61	0.89
108.398438	-5.42	-153.20	0.97
109.863281	-5.09	-153.94	0.98
111.328125	-4.96	-154.45	0.94
112.792969	-4.93	-155.72	0.95
114.257813	-5.07	-158.25	0.90
115.722656	-5.21	-161.75	0.87
117.187500	-5.40	-164.27	0.99
118.652344	-5.53	-165.79	0.99
120.117188	-5.61	-167.13	0.99
121.582031	-5.72	-169.08	0.99
123.046875	-5.89	-170.58	1.00
124.511719	-6.11	-171.77	1.00
125.976563	-6.37	-172.50	0.99
127.441406	-6.65	-172.35	0.97
128.906250	-6.92	-170.79	0.97
130.371094	-7.13	-169.24	0.99
131.835938	-7.30	-167.99	0.99
133.300781	-7.42	-166.95	0.98
134.765625	-7.52	-166.13	0.96
136.230469	-7.65	-164.93	0.98
137.695313	-7.78	-163.05	0.94
139.160156	-7.81	-161.06	0.96
140.625000	-7.76	-158.94	0.96
142.089844	-7.67	-157.15	0.94
143.554688	-7.43	-155.82	0.90
145.019531	-7.05	-155.07	0.97
146.484375	-6.65	-155.19	0.97
147.949219	-6.24	-156.42	0.95
149.414063	-5.88	-158.28	0.96
150.878906	-5.67	-159.59	0.96
152.343750	-5.59	-161.33	0.98
153.808594	-5.62	-162.75	0.98
155.273438	-5.78	-163.90	0.98
156.738281	-5.99	-164.58	0.97
158.203125	-6.20	-164.68	0.96
159.667969	-6.39	-163.94	0.92
161.132813	-6.51	-162.65	0.90
162.597656	-6.50	-161.23	0.99
164.062500	-6.42	-160.22	0.96
165.527344	-6.29	-159.55	0.98
166.992188	-6.20	-159.51	0.98
168.457031	-6.12	-159.42	1.00
169.921875	-6.04	-159.18	0.99
171.386719	-5.99	-158.89	0.99
172.851563	-5.96	-158.32	0.99
174.316406	-5.94	-157.33	0.98
175.781250	-5.88	-156.61	0.99
177.246094	-5.79	-156.13	0.97
178.710938	-5.69	-155.65	0.98
180.175781	-5.56	-155.27	0.98
181.640625	-5.37	-155.15	0.99
183.105469	-5.19	-155.24	1.00
184.570313	-5.03	-155.53	1.00
186.035156	-4.89	-155.94	1.00
187.500000	-4.76	-156.40	1.00
188.964844	-4.64	-156.92	1.00
190.429688	-4.52	-157.43	0.99
191.894531	-4.41	-157.77	0.98
193.359375	-4.25	-158.08	0.98
194.824219	-4.02	-158.36	0.99
196.289063	-3.75	-158.98	1.00
197.753906	-3.45	-159.97	0.94
199.218750	-3.18	-161.64	0.98
200.683594	-2.99	-164.09	0.94
202.148438	-2.92	-166.66	0.96
203.613281	-2.98	-169.44	0.98
205.078125	-3.11	-171.53	0.99
206.542969	-3.26	-173.05	0.99
208.007813	-3.42	-174.07	0.99
209.472656	-3.55	-174.93	0.99
210.937500	-3.65	-175.66	0.99
212.402344	-3.75	-176.49	1.00
213.867188	-3.86	-177.32	1.00
215.332031	-3.97	-178.07	1.00
216.796875	-4.09	-178.72	1.00
218.261719	-4.22	-179.25	0.99
219.726563	-4.35	-179.62	1.00
221.191406	-4.45	-179.91	1.00
222.656250	-4.55	179.85	1.00
224.121094	-4.66	179.66	0.99
225.585938	-4.77	179.45	0.98
227.050781	-4.89	179.40	0.96
228.515625	-5.02	179.55	0.99
229.980469	-5.12	179.68	1.00
