	NT2000-20-8		
332.519531	-2.82	-4.79	1.00
333.984375	-2.78	-4.61	0.99
335.449219	-2.74	-4.56	1.00
336.914063	-2.72	-4.58	1.00
338.378906	-2.71	-4.68	0.99
339.843750	-2.73	-4.75	1.00
341.308594	-2.76	-4.81	1.00
342.773438	-2.80	-4.80	1.00
344.238281	-2.86	-4.72	1.00
345.703125	-2.93	-4.55	1.00
347.167969	-2.99	-4.31	1.00
348.632813	-3.04	-4.00	1.00
350.097656	-3.09	-3.64	1.00
351.562500	-3.14	-3.22	1.00
353.027344	-3.18	-2.76	1.00
354.492188	-3.21	-2.27	1.00
355.957031	-3.23	-1.73	1.00
357.421875	-3.25	-1.16	1.00
358.886719	-3.25	-0.57	1.00
360.351563	-3.23	-0.01	0.99
361.816406	-3.21	0.49	0.99
363.281250	-3.18	0.93	1.00
364.746094	-3.15	1.32	1.00
366.210938	-3.12	1.68	1.00
367.675781	-3.10	2.04	1.00
369.140625	-3.07	2.40	1.00
370.605469	-3.04	2.75	1.00
372.070313	-3.01	3.09	0.99
373.535156	-2.98	3.44	0.99
375.000000	-2.94	3.81	1.00
376.464844	-2.89	4.19	1.00
377.929688	-2.84	4.53	0.99
379.394531	-2.78	4.85	0.99
380.859375	-2.70	5.11	1.00
382.324219	-2.62	5.31	1.00
383.789063	-2.54	5.46	1.00
385.253906	-2.45	5.52	0.99
386.718750	-2.36	5.50	0.99
388.183594	-2.27	5.43	0.99
389.648438	-2.19	5.30	0.99
391.113281	-2.11	5.13	1.00
392.578125	-2.04	4.93	1.00
394.042969	-1.98	4.63	0.99
395.507813	-1.93	4.27	0.99
396.972656	-1.89	3.92	1.00
398.437500	-1.85	3.57	1.00
399.902344	-1.82	3.24	1.00
401.367188	-1.79	2.92	1.00
402.832031	-1.77	2.62	1.00
404.296875	-1.75	2.33	1.00
405.761719	-1.74	2.03	1.00
407.226563	-1.72	1.74	1.00
408.691406	-1.71	1.49	1.00
410.156250	-1.70	1.23	1.00
411.621094	-1.69	0.96	1.00
413.085938	-1.68	0.70	1.00
414.550781	-1.68	0.45	0.98
416.015625	-1.67	0.21	0.98
417.480469	-1.68	0.00	0.99
418.945313	-1.68	-0.16	1.00
420.410156	-1.68	-0.29	1.00
421.875000	-1.68	-0.42	1.00
423.339844	-1.67	-0.60	1.00
424.804688	-1.67	-0.82	0.99
426.269531	-1.67	-1.08	1.00
427.734375	-1.68	-1.38	0.99
429.199219	-1.70	-1.70	1.00
430.664063	-1.72	-2.03	0.99
432.128906	-1.76	-2.29	1.00
433.593750	-1.80	-2.48	1.00
435.058594	-1.85	-2.61	1.00
436.523438	-1.89	-2.71	1.00
437.988281	-1.94	-2.76	1.00
439.453125	-1.98	-2.77	1.00
440.917969	-2.03	-2.72	1.00
442.382813	-2.07	-2.61	1.00
443.847656	-2.11	-2.48	1.00
445.312500	-2.14	-2.34	1.00
446.777344	-2.17	-2.21	0.99
448.242188	-2.18	-2.07	0.99
449.707031	-2.21	-1.94	0.99
451.171875	-2.22	-1.79	1.00
452.636719	-2.24	-1.61	1.00
454.101563	-2.25	-1.41	1.00
455.566406	-2.26	-1.19	1.00
457.031250	-2.26	-0.99	1.00
458.496094	-2.24	-0.80	1.00
459.960938	-2.23	-0.64	1.00
461.425781	-2.20	-0.50	1.00
462.890625	-2.17	-0.41	1.00
464.355469	-2.14	-0.38	1.00
465.820313	-2.11	-0.40	1.00
467.285156	-2.09	-0.47	1.00
468.750000	-2.07	-0.58	1.00
470.214844	-2.05	-0.74	0.97
471.679688	-2.04	-0.92	0.99
473.144531	-2.04	-1.10	0.99
474.609375	-2.05	-1.26	1.00
476.074219	-2.06	-1.39	1.00
477.539063	-2.08	-1.49	1.00
479.003906	-2.10	-1.56	1.00
480.468750	-2.12	-1.60	1.00
481.933594	-2.15	-1.61	1.00
483.398438	-2.17	-1.60	1.00
484.863281	-2.19	-1.56	1.00
486.328125	-2.21	-1.51	1.00
487.792969	-2.23	-1.44	1.00
489.257813	-2.25	-1.36	1.00
490.722656	-2.27	-1.27	0.99
492.187500	-2.28	-1.17	1.00
493.652344	-2.29	-1.07	1.00
495.117188	-2.31	-0.97	1.00
496.582031	-2.32	-0.86	0.99
498.046875	-2.33	-0.76	0.99
499.511719	-2.34	-0.67	1.00
500.976563	-2.35	-0.57	0.99
502.441406	-2.36	-0.49	0.99
503.906250	-2.37	-0.41	0.94
505.371094	-2.38	-0.34	0.99
506.835938	-2.39	-0.28	0.99
508.300781	-2.40	-0.22	0.98
509.765625	-2.41	-0.14	0.99
511.230469	-2.43	-0.04	0.99
512.695313	-2.45	0.09	1.00
514.160156	-2.46	0.24	1.00
515.625000	-2.47	0.40	1.00
517.089844	-2.48	0.58	1.00
518.554688	-2.49	0.77	1.00
520.019531	-2.49	0.96	1.00
521.484375	-2.49	1.16	0.99
522.949219	-2.49	1.36	0.98
524.414063	-2.49	1.56	0.96
525.878906	-2.48	1.77	0.98
527.343750	-2.48	1.98	0.97
528.808594	-2.47	2.19	0.95
530.273438	-2.46	2.41	0.97
531.738281	-2.44	2.61	0.98
533.203125	-2.41	2.78	0.97
534.667969	-2.39	2.92	0.98
536.132813	-2.35	3.01	0.99
537.597656	-2.32	3.04	0.99
539.062500	-2.29	3.02	0.97
540.527344	-2.25	2.97	0.99
541.992188	-2.22	2.91	0.99
543.457031	-2.19	2.84	0.99
544.921875	-2.16	2.79	0.99
546.386719	-2.13	2.73	0.99
547.851563	-2.11	2.69	0.99
549.316406	-2.08	2.66	1.00
550.781250	-2.05	2.62	0.98
552.246094	-2.02	2.58	0.98
553.710938	-1.98	2.51	0.99
555.175781	-1.94	2.43	0.99
556.640625	-1.91	2.33	1.00
558.105469	-1.87	2.21	0.99
559.570313	-1.82	2.08	0.92
561.035156	-1.78	1.92	0.92
562.500000	-1.73	1.71	0.99
563.964844	-1.68	1.42	0.99
565.429688	-1.63	1.06	0.93
566.894531	-1.59	0.60	0.95
568.359375	-1.56	0.02	0.88
569.824219	-1.55	-0.48	0.94
571.289063	-1.56	-0.92	0.94
572.753906	-1.57	-1.26	0.99
574.218750	-1.59	-1.48	0.98
575.683594	-1.61	-1.59	0.99
577.148438	-1.63	-1.62	0.98
578.613281	-1.65	-1.63	1.00
580.078125	-1.66	-1.61	1.00
581.542969	-1.67	-1.59	1.00
583.007813	-1.66	-1.57	1.00
584.472656	-1.66	-1.56	1.00
585.937500	-1.65	-1.58	0.99
587.402344	-1.65	-1.62	0.98
588.867188	-1.64	-1.69	0.98
590.332031	-1.64	-1.73	0.98
591.796875	-1.64	-1.79	0.98
593.261719	-1.65	-1.83	0.99
594.726563	-1.65	-1.84	0.99
596.191406	-1.65	-1.83	0.97
597.656250	-1.65	-1.78	0.99
599.121094	-1.64	-1.74	1.00
600.585938	-1.64	-1.69	0.99
602.050781	-1.63	-1.63	0.99
603.515625	-1.62	-1.55	0.97
604.980469	-1.62	-1.48	0.99
606.445313	-1.61	-1.41	0.99
607.910156	-1.59	-1.36	1.00
609.375000	-1.57	-1.32	1.00
610.839844	-1.55	-1.32	0.99
612.304688	-1.53	-1.37	0.99
613.769531	-1.51	-1.46	1.00
615.234375	-1.49	-1.60	0.98
616.699219	-1.48	-1.78	0.99
618.164063	-1.47	-1.97	0.97
619.628906	-1.48	-2.17	0.99
621.093750	-1.48	-2.35	0.99
622.558594	-1.49	-2.53	0.98
624.023438	-1.51	-2.68	1.00
625.488281	-1.52	-2.80	1.00
626.953125	-1.54	-2.90	0.99
628.417969	-1.56	-2.96	1.00
629.882813	-1.58	-3.01	0.99
631.347656	-1.59	-3.03	1.00
632.812500	-1.61	-3.05	1.00
634.277344	-1.62	-3.07	1.00
635.742188	-1.63	-3.08	0.99
637.207031	-1.63	-3.11	0.98
638.671875	-1.62	-3.16	1.00
640.136719	-1.62	-3.24	0.99
641.601563	-1.62	-3.35	0.98
643.066406	-1.62	-3.51	0.99
644.531250	-1.63	-3.69	0.99
645.996094	-1.64	-3.90	0.97
647.460938	-1.65	-4.08	0.99
648.925781	-1.67	-4.23	1.00
650.390625	-1.69	-4.35	1.00
651.855469	-1.72	-4.44	0.99
653.320313	-1.75	-4.49	0.96
654.785156	-1.77	-4.53	0.98
656.250000	-1.80	-4.53	1.00
657.714844	-1.82	-4.52	0.99
659.179688	-1.84	-4.49	0.99
660.644531	-1.86	-4.45	0.99
662.109375	-1.88	-4.41	0.99
663.574219	-1.90	-4.37	0.99
665.039063	-1.92	-4.34	0.98
666.503906	-1.94	-4.30	0.98
667.968750	-1.97	-4.26	0.98
669.433594	-1.99	-4.21	0.95
670.898438	-2.01	-4.16	0.98
672.363281	-2.03	-4.11	0.99
673.828125	-2.05	-4.04	0.99
675.292969	-2.07	-3.95	0.99
676.757813	-2.09	-3.85	0.98
678.222656	-2.11	-3.73	0.99
679.687500	-2.13	-3.60	0.99
681.152344	-2.15	-3.46	0.99
682.617188	-2.17	-3.30	1.00
684.082031	-2.18	-3.14	0.99
685.546875	-2.19	-2.98	0.95
687.011719	-2.19	-2.80	0.98
688.476563	-2.19	-2.60	0.90
689.941406	-2.19	-2.39	0.89
691.406250	-2.18	-2.18	0.97
692.871094	-2.16	-1.99	0.95
694.335938	-2.13	-1.84	0.94
695.800781	-2.10	-1.70	0.98
697.265625	-2.07	-1.58	0.99
698.730469	-2.03	-1.49	0.99
700.195313	-2.00	-1.45	0.99
701.660156	-1.96	-1.44	0.98
703.125000	-1.93	-1.48	0.98
704.589844	-1.91	-1.54	0.98
706.054688	-1.88	-1.60	0.97
707.519531	-1.87	-1.69	0.97
708.984375	-1.85	-1.80	0.99
710.449219	-1.83	-1.91	0.99
711.914063	-1.82	-2.02	0.92
713.378906	-1.81	-2.15	0.84
714.843750	-1.80	-2.30	0.89
716.308594	-1.79	-2.45	0.99
717.773438	-1.78	-2.59	0.98
719.238281	-1.77	-2.70	0.98
720.703125	-1.77	-2.82	0.98
722.167969	-1.77	-2.95	0.98
723.632813	-1.77	-3.08	0.99
725.097656	-1.78	-3.22	1.00
726.562500	-1.79	-3.34	0.99
728.027344	-1.81	-3.43	1.00
729.492188	-1.83	-3.50	0.99
730.957031	-1.85	-3.53	0.99
732.421875	-1.88	-3.51	0.98
733.886719	-1.90	-3.47	0.98
735.351563	-1.93	-3.39	0.99
736.816406	-1.96	-3.26	0.97
738.281250	-1.99	-3.10	0.99
739.746094	-2.02	-2.92	0.98
741.210938	-2.04	-2.72	0.97
742.675781	-2.06	-2.50	0.98
744.140625	-2.08	-2.28	0.98
745.605469	-2.09	-2.06	0.99
747.070313	-2.10	-1.84	0.98
748.535156	-2.11	-1.63	0.99
750.000000	-2.11	-1.42	1.00
751.464844	-2.11	-1.21	1.00
752.929688	-2.11	-1.01	1.00
754.394531	-2.11	-0.81	1.00
755.859375	-2.10	-0.60	1.00
757.324219	-2.10	-0.39	1.00
758.789063	-2.09	-0.18	1.00
760.253906	-2.08	0.04	1.00
761.718750	-2.06	0.25	0.99
763.183594	-2.05	0.47	0.99
764.648438	-2.03	0.69	1.00
766.113281	-2.01	0.92	1.00
767.578125	-1.99	1.14	1.00
769.042969	-1.96	1.36	1.00
770.507813	-1.92	1.57	1.00
771.972656	-1.88	1.78	1.00
773.437500	-1.84	1.98	0.99
774.902344	-1.79	2.15	0.99
776.367188	-1.74	2.30	1.00
777.832031	-1.69	2.42	1.00
779.296875	-1.63	2.51	0.99
780.761719	-1.58	2.53	1.00
782.226563	-1.52	2.52	1.00
783.691406	-1.47	2.45	1.00
785.156250	-1.42	2.34	0.99
786.621094	-1.38	2.19	0.96
788.085938	-1.34	1.98	0.98
789.550781	-1.30	1.76	0.99
791.015625	-1.28	1.53	0.99
792.480469	-1.26	1.29	0.99
793.945313	-1.24	1.09	1.00
795.410156	-1.23	0.89	1.00
796.875000	-1.22	0.71	1.00
798.339844	-1.22	0.55	0.99
799.804688	-1.21	0.41	1.00
801.269531	-1.21	0.29	1.00
802.734375	-1.20	0.19	1.00
804.199219	-1.20	0.09	1.00
805.664063	-1.19	0.00	1.00
807.128906	-1.18	-0.08	1.00
808.593750	-1.17	-0.16	1.00
810.058594	-1.16	-0.25	0.99
811.523438	-1.16	-0.34	0.98
812.988281	-1.15	-0.44	0.99
814.453125	-1.14	-0.52	1.00
815.917969	-1.14	-0.59	0.99
817.382813	-1.13	-0.65	0.99
818.847656	-1.12	-0.71	0.99
820.312500	-1.11	-0.77	1.00
821.777344	-1.09	-0.84	1.00
823.242188	-1.08	-0.92	1.00
824.707031	-1.06	-1.01	0.99
826.171875	-1.04	-1.12	0.99
827.636719	-1.02	-1.24	0.99
829.101563	-1.01	-1.39	0.98
830.566406	-1.00	-1.54	0.98
832.031250	-0.98	-1.70	1.00
833.496094	-0.97	-1.86	1.00
834.960938	-0.97	-2.04	1.00
836.425781	-0.96	-2.22	0.99
837.890625	-0.95	-2.41	1.00
839.355469	-0.95	-2.59	1.00
840.820313	-0.95	-2.76	1.00
842.285156	-0.95	-2.92	1.00
843.750000	-0.96	-3.06	0.97
845.214844	-0.97	-3.17	0.99
846.679688	-0.97	-3.28	1.00
848.144531	-0.98	-3.37	0.99
849.609375	-0.99	-3.45	1.00
851.074219	-1.00	-3.52	1.00
852.539063	-1.00	-3.58	1.00
854.003906	-1.01	-3.64	0.99
855.468750	-1.01	-3.68	1.00
856.933594	-1.01	-3.73	1.00
858.398438	-1.01	-3.77	1.00
859.863281	-1.01	-3.82	1.00
861.328125	-1.01	-3.87	1.00
862.792969	-1.01	-3.93	1.00
864.257813	-1.01	-3.99	1.00
865.722656	-1.01	-4.05	0.99
867.187500	-1.01	-4.12	1.00
868.652344	-1.01	-4.18	1.00
870.117188	-1.01	-4.24	1.00
871.582031	-1.02	-4.29	1.00
873.046875	-1.02	-4.32	0.99
874.511719	-1.03	-4.35	0.99
875.976563	-1.03	-4.35	0.99
877.441406	-1.04	-4.35	1.00
878.906250	-1.04	-4.33	1.00
880.371094	-1.04	-4.31	1.00
881.835938	-1.04	-4.28	1.00
883.300781	-1.03	-4.25	1.00
884.765625	-1.03	-4.21	0.99
886.230469	-1.02	-4.18	1.00
887.695313	-1.01	-4.16	0.99
889.160156	-1.00	-4.14	1.00
890.625000	-0.98	-4.13	0.99
892.089844	-0.96	-4.15	1.00
893.554688	-0.95	-4.17	0.99
895.019531	-0.93	-4.22	0.99
896.484375	-0.91	-4.29	0.99
897.949219	-0.90	-4.36	0.99
899.414063	-0.89	-4.45	1.00
900.878906	-0.88	-4.55	1.00
902.343750	-0.87	-4.64	1.00
903.808594	-0.86	-4.72	1.00
905.273438	-0.85	-4.80	1.00
906.738281	-0.84	-4.89	1.00
908.203125	-0.84	-4.97	0.99
909.667969	-0.83	-5.06	1.00
911.132813	-0.82	-5.13	1.00
912.597656	-0.82	-5.20	1.00
914.062500	-0.81	-5.26	1.00
915.527344	-0.81	-5.31	1.00
916.992188	-0.80	-5.35	1.00
918.457031	-0.80	-5.39	1.00
919.921875	-0.79	-5.42	1.00
921.386719	-0.78	-5.45	1.00
922.851563	-0.77	-5.48	1.00
924.316406	-0.76	-5.50	1.00
925.781250	-0.74	-5.52	1.00
927.246094	-0.73	-5.54	1.00
928.710938	-0.71	-5.57	1.00
930.175781	-0.69	-5.59	1.00
931.640625	-0.67	-5.63	0.99
933.105469	-0.65	-5.67	1.00
934.570313	-0.62	-5.72	1.00
936.035156	-0.60	-5.78	1.00
937.500000	-0.57	-5.86	1.00
938.964844	-0.54	-5.95	1.00
940.429688	-0.51	-6.05	0.99
941.894531	-0.48	-6.16	0.99
943.359375	-0.45	-6.30	1.00
944.824219	-0.42	-6.47	1.00
946.289063	-0.40	-6.67	0.99
947.753906	-0.37	-6.89	0.99
949.218750	-0.34	-7.14	0.97
950.683594	-0.32	-7.40	0.98
952.148438	-0.30	-7.69	0.99
953.613281	-0.28	-8.00	0.99
955.078125	-0.27	-8.33	0.99
956.542969	-0.26	-8.65	0.98
958.007813	-0.25	-8.95	1.00
959.472656	-0.25	-9.24	1.00
960.937500	-0.25	-9.52	0.99
962.402344	-0.25	-9.77	0.96
963.867188	-0.25	-10.03	0.98
965.332031	-0.25	-10.29	0.99
966.796875	-0.25	-10.55	0.99
968.261719	-0.26	-10.83	0.99
969.726563	-0.26	-11.11	0.99
971.191406	-0.27	-11.37	1.00
972.656250	-0.28	-11.63	1.00
974.121094	-0.30	-11.89	1.00
975.585938	-0.31	-12.13	1.00
977.050781	-0.33	-12.38	0.99
978.515625	-0.34	-12.61	1.00
979.980469	-0.36	-12.83	1.00
981.445313	-0.38	-13.05	1.00
982.910156	-0.40	-13.26	1.00
984.375000	-0.42	-13.46	1.00
985.839844	-0.44	-13.65	1.00
987.304688	-0.46	-13.83	1.00
988.769531	-0.49	-14.00	1.00
990.234375	-0.51	-14.17	1.00
991.699219	-0.53	-14.33	0.99
993.164063	-0.56	-14.48	1.00
994.628906	-0.58	-14.64	1.00
996.093750	-0.61	-14.79	1.00
997.558594	-0.63	-14.94	0.99
999.023438	-0.66	-15.09	1.00
1000.488281	-0.69	-15.22	1.00
1001.953125	-0.72	-15.34	1.00
1003.417969	-0.75	-15.45	0.99
1004.882813	-0.78	-15.56	1.00
1006.347656	-0.81	-15.65	1.00
1007.812500	-0.84	-15.72	1.00
1009.277344	-0.87	-15.79	0.99
1010.742188	-0.90	-15.84	1.00
1012.207031	-0.93	-15.89	1.00
1013.671875	-0.96	-15.94	1.00
1015.136719	-0.99	-15.98	0.99
1016.601563	-1.01	-16.03	1.00
1018.066406	-1.04	-16.07	1.00
1019.531250	-1.07	-16.12	1.00
1020.996094	-1.09	-16.16	1.00
1022.460938	-1.12	-16.19	1.00
1023.925781	-1.15	-16.23	1.00
1025.390625	-1.17	-16.26	1.00
1026.855469	-1.20	-16.28	1.00
1028.320313	-1.23	-16.30	0.99
1029.785156	-1.25	-16.33	0.99
1031.250000	-1.28	-16.35	1.00
1032.714844	-1.31	-16.36	1.00
1034.179688	-1.34	-16.37	1.00
1035.644531	-1.37	-16.37	1.00
1037.109375	-1.39	-16.36	1.00
1038.574219	-1.42	-16.35	1.00
1040.039063	-1.45	-16.33	1.00
1041.503906	-1.48	-16.31	1.00
1042.968750	-1.51	-16.27	1.00
1044.433594	-1.54	-16.23	1.00
1045.898438	-1.57	-16.17	0.99
1047.363281	-1.60	-16.10	1.00
1048.828125	-1.63	-16.02	0.99
1050.292969	-1.65	-15.92	0.99
1051.757813	-1.68	-15.82	0.99
1053.222656	-1.70	-15.70	1.00
1054.687500	-1.72	-15.57	0.98
1056.152344	-1.74	-15.45	0.98
1057.617188	-1.75	-15.33	0.98
1059.082031	-1.76	-15.20	0.98
1060.546875	-1.76	-15.09	0.99
1062.011719	-1.77	-14.98	1.00
1063.476563	-1.77	-14.88	1.00
1064.941406	-1.77	-14.79	1.00
1066.406250	-1.77	-14.71	0.99
1067.871094	-1.77	-14.65	0.99
1069.335938	-1.77	-14.60	0.99
1070.800781	-1.76	-14.57	0.99
1072.265625	-1.76	-14.55	0.97
1073.730469	-1.76	-14.54	0.98
1075.195313	-1.76	-14.53	0.98
1076.660156	-1.77	-14.52	0.99
1078.125000	-1.77	-14.51	0.99
1079.589844	-1.77	-14.50	1.00
1081.054688	-1.78	-14.49	0.99
1082.519531	-1.78	-14.48	0.99
1083.984375	-1.79	-14.47	1.00
1085.449219	-1.79	-14.46	0.99
1086.914063	-1.79	-14.45	0.99
1088.378906	-1.80	-14.44	0.99
1089.843750	-1.81	-14.43	0.99
1091.308594	-1.81	-14.42	0.99
