	NT2000-40-8		
117.187500	-1.55	9.13	0.99
118.652344	-1.80	8.27	1.00
120.117188	-2.01	7.70	0.99
121.582031	-2.18	7.11	0.99
123.046875	-2.37	6.73	1.00
124.511719	-2.55	6.38	1.00
125.976563	-2.74	6.15	1.00
127.441406	-2.96	6.12	1.00
128.906250	-3.22	6.44	0.99
130.371094	-3.46	7.37	1.00
131.835938	-3.59	8.63	0.99
133.300781	-3.63	10.23	1.00
134.765625	-3.62	11.94	1.00
136.230469	-3.54	13.72	1.00
137.695313	-3.36	15.49	0.99
139.160156	-3.09	16.93	1.00
140.625000	-2.73	17.90	1.00
142.089844	-2.35	18.22	1.00
143.554688	-1.95	17.96	0.99
145.019531	-1.60	17.20	1.00
146.484375	-1.31	16.01	1.00
147.949219	-1.06	14.58	1.00
149.414063	-0.85	12.85	1.00
150.878906	-0.72	10.79	1.00
152.343750	-0.65	8.59	1.00
153.808594	-0.64	6.37	1.00
155.273438	-0.69	4.23	1.00
156.738281	-0.79	2.17	0.99
158.203125	-0.95	0.39	0.98
159.667969	-1.16	-1.00	0.99
161.132813	-1.36	-1.83	0.99
162.597656	-1.52	-2.34	1.00
164.062500	-1.68	-2.89	1.00
165.527344	-1.82	-3.51	1.00
166.992188	-1.98	-4.11	0.99
168.457031	-2.16	-4.42	1.00
169.921875	-2.33	-4.59	1.00
171.386719	-2.50	-4.79	1.00
172.851563	-2.66	-4.65	1.00
174.316406	-2.83	-4.15	0.99
175.781250	-2.97	-3.58	1.00
177.246094	-3.08	-2.94	1.00
178.710938	-3.18	-2.13	0.99
180.175781	-3.24	-1.26	1.00
181.640625	-3.27	-0.43	1.00
183.105469	-3.27	0.29	1.00
184.570313	-3.25	0.90	1.00
186.035156	-3.21	1.41	0.99
187.500000	-3.16	1.72	1.00
188.964844	-3.10	1.83	1.00
190.429688	-3.06	1.71	0.99
191.894531	-3.05	1.66	0.98
193.359375	-3.02	1.73	0.99
194.824219	-2.96	1.95	0.99
196.289063	-2.85	2.06	0.99
197.753906	-2.68	1.95	0.98
199.218750	-2.52	1.38	0.99
200.683594	-2.39	0.31	0.99
202.148438	-2.35	-1.08	0.99
203.613281	-2.39	-2.80	0.99
205.078125	-2.49	-4.25	1.00
206.542969	-2.64	-5.39	1.00
208.007813	-2.81	-6.23	1.00
209.472656	-3.00	-6.82	1.00
210.937500	-3.21	-7.14	1.00
212.402344	-3.43	-7.07	0.99
213.867188	-3.64	-6.74	1.00
215.332031	-3.82	-6.25	1.00
216.796875	-3.98	-5.66	1.00
218.261719	-4.13	-4.97	1.00
219.726563	-4.27	-4.12	1.00
221.191406	-4.38	-3.13	1.00
222.656250	-4.48	-2.10	1.00
224.121094	-4.58	-1.05	0.99
225.585938	-4.67	0.10	0.98
227.050781	-4.75	1.53	0.97
228.515625	-4.79	3.17	0.98
229.980469	-4.78	4.78	1.00
231.445313	-4.72	6.24	1.00
232.910156	-4.63	7.57	1.00
234.375000	-4.51	8.73	1.00
235.839844	-4.37	9.71	1.00
237.304688	-4.21	10.47	1.00
238.769531	-4.05	10.98	1.00
240.234375	-3.89	11.23	1.00
241.699219	-3.74	11.28	1.00
243.164063	-3.61	11.16	1.00
244.628906	-3.50	11.04	1.00
246.093750	-3.42	10.94	1.00
247.558594	-3.34	10.85	1.00
249.023438	-3.27	10.78	1.00
250.488281	-3.20	10.73	1.00
251.953125	-3.13	10.70	1.00
253.417969	-3.06	10.66	1.00
254.882813	-2.98	10.64	1.00
256.347656	-2.89	10.63	1.00
257.812500	-2.79	10.61	1.00
259.277344	-2.67	10.55	1.00
260.742188	-2.53	10.40	0.99
262.207031	-2.39	10.12	0.99
263.671875	-2.25	9.67	1.00
265.136719	-2.12	9.13	1.00
266.601563	-2.00	8.56	1.00
268.066406	-1.88	7.94	1.00
269.531250	-1.77	7.20	1.00
270.996094	-1.66	6.35	1.00
272.460938	-1.58	5.37	0.99
273.925781	-1.52	4.26	0.99
275.390625	-1.49	3.24	1.00
276.855469	-1.48	2.31	1.00
278.320313	-1.49	1.52	1.00
279.785156	-1.52	0.79	1.00
281.250000	-1.54	0.13	1.00
282.714844	-1.58	-0.47	1.00
284.179688	-1.61	-1.05	1.00
285.644531	-1.64	-1.63	1.00
287.109375	-1.67	-2.23	1.00
288.574219	-1.71	-2.80	1.00
290.039063	-1.75	-3.37	1.00
291.503906	-1.79	-3.94	1.00
292.968750	-1.84	-4.51	1.00
294.433594	-1.89	-5.09	1.00
295.898438	-1.94	-5.66	1.00
297.363281	-2.01	-6.25	1.00
298.828125	-2.08	-6.84	1.00
300.292969	-2.17	-7.38	1.00
301.757813	-2.27	-7.84	1.00
303.222656	-2.38	-8.22	1.00
304.687500	-2.48	-8.51	1.00
306.152344	-2.57	-8.76	1.00
307.617188	-2.66	-9.02	0.99
309.082031	-2.76	-9.29	0.98
310.546875	-2.87	-9.52	0.97
312.011719	-3.00	-9.48	0.96
313.476563	-3.13	-9.19	0.99
314.941406	-3.24	-8.77	0.99
316.406250	-3.33	-8.31	1.00
317.871094	-3.40	-7.83	1.00
319.335938	-3.45	-7.37	1.00
320.800781	-3.48	-6.92	1.00
322.265625	-3.51	-6.51	1.00
323.730469	-3.52	-6.12	1.00
325.195313	-3.53	-5.77	1.00
326.660156	-3.54	-5.44	1.00
328.125000	-3.54	-5.13	0.99
329.589844	-3.52	-4.86	1.00
331.054688	-3.50	-4.70	0.99
332.519531	-3.48	-4.71	1.00
333.984375	-3.48	-4.84	1.00
335.449219	-3.48	-5.03	1.00
336.914063	-3.50	-5.24	1.00
338.378906	-3.54	-5.47	1.00
339.843750	-3.58	-5.65	1.00
341.308594	-3.64	-5.75	1.00
342.773438	-3.72	-5.77	1.00
344.238281	-3.79	-5.68	1.00
345.703125	-3.86	-5.48	1.00
347.167969	-3.93	-5.16	0.99
348.632813	-3.99	-4.75	1.00
350.097656	-4.03	-4.31	1.00
351.562500	-4.06	-3.87	1.00
353.027344	-4.08	-3.43	1.00
354.492188	-4.09	-3.01	1.00
355.957031	-4.10	-2.57	1.00
357.421875	-4.10	-2.12	1.00
358.886719	-4.09	-1.67	1.00
360.351563	-4.07	-1.25	0.99
361.816406	-4.04	-0.88	1.00
363.281250	-4.02	-0.58	1.00
364.746094	-3.99	-0.32	1.00
366.210938	-3.97	-0.09	1.00
367.675781	-3.95	0.15	1.00
369.140625	-3.94	0.41	1.00
370.605469	-3.91	0.68	1.00
372.070313	-3.89	0.96	1.00
373.535156	-3.86	1.25	1.00
375.000000	-3.83	1.54	1.00
376.464844	-3.79	1.78	1.00
377.929688	-3.75	1.99	1.00
379.394531	-3.70	2.18	1.00
380.859375	-3.66	2.34	1.00
382.324219	-3.61	2.49	1.00
383.789063	-3.56	2.62	1.00
385.253906	-3.50	2.72	0.99
386.718750	-3.44	2.76	0.99
388.183594	-3.38	2.72	1.00
389.648438	-3.34	2.59	1.00
391.113281	-3.30	2.43	1.00
392.578125	-3.27	2.23	0.99
394.042969	-3.25	1.98	1.00
395.507813	-3.24	1.77	1.00
396.972656	-3.24	1.60	1.00
398.437500	-3.25	1.49	1.00
399.902344	-3.26	1.43	1.00
401.367188	-3.27	1.43	1.00
402.832031	-3.27	1.46	1.00
404.296875	-3.27	1.53	1.00
405.761719	-3.26	1.61	1.00
407.226563	-3.24	1.70	1.00
408.691406	-3.22	1.79	1.00
410.156250	-3.20	1.88	1.00
411.621094	-3.17	1.96	1.00
413.085938	-3.14	2.03	1.00
414.550781	-3.10	2.08	1.00
416.015625	-3.06	2.09	1.00
417.480469	-3.02	2.08	1.00
418.945313	-2.98	2.05	1.00
420.410156	-2.93	1.96	1.00
421.875000	-2.88	1.81	1.00
423.339844	-2.83	1.58	1.00
424.804688	-2.78	1.29	1.00
426.269531	-2.75	0.93	1.00
427.734375	-2.72	0.54	1.00
429.199219	-2.71	0.15	0.99
430.664063	-2.71	-0.24	1.00
432.128906	-2.72	-0.54	1.00
433.593750	-2.74	-0.79	1.00
435.058594	-2.75	-0.99	1.00
436.523438	-2.76	-1.14	1.00
437.988281	-2.77	-1.28	1.00
439.453125	-2.78	-1.40	1.00
440.917969	-2.78	-1.51	1.00
442.382813	-2.79	-1.60	1.00
443.847656	-2.79	-1.69	1.00
445.312500	-2.79	-1.78	1.00
446.777344	-2.78	-1.87	1.00
448.242188	-2.78	-1.98	1.00
449.707031	-2.77	-2.10	1.00
451.171875	-2.77	-2.23	1.00
452.636719	-2.76	-2.38	1.00
454.101563	-2.76	-2.52	1.00
455.566406	-2.76	-2.65	1.00
457.031250	-2.75	-2.77	1.00
458.496094	-2.74	-2.89	1.00
459.960938	-2.73	-3.03	1.00
461.425781	-2.71	-3.20	1.00
462.890625	-2.69	-3.42	1.00
464.355469	-2.68	-3.68	1.00
465.820313	-2.67	-3.98	1.00
467.285156	-2.66	-4.32	1.00
468.750000	-2.66	-4.71	1.00
470.214844	-2.67	-5.15	0.99
471.679688	-2.69	-5.64	0.99
473.144531	-2.72	-6.15	1.00
474.609375	-2.76	-6.65	1.00
476.074219	-2.81	-7.10	0.99
477.539063	-2.87	-7.48	1.00
479.003906	-2.93	-7.78	1.00
480.468750	-3.00	-8.01	1.00
481.933594	-3.08	-8.16	1.00
483.398438	-3.15	-8.26	1.00
484.863281	-3.22	-8.31	1.00
486.328125	-3.28	-8.33	1.00
487.792969	-3.34	-8.33	1.00
489.257813	-3.39	-8.31	1.00
490.722656	-3.44	-8.27	1.00
492.187500	-3.49	-8.22	1.00
493.652344	-3.54	-8.15	1.00
495.117188	-3.58	-8.08	1.00
496.582031	-3.62	-8.00	1.00
498.046875	-3.66	-7.93	1.00
499.511719	-3.70	-7.85	1.00
500.976563	-3.73	-7.75	1.00
502.441406	-3.77	-7.65	1.00
503.906250	-3.80	-7.53	1.00
505.371094	-3.82	-7.43	1.00
506.835938	-3.85	-7.33	1.00
508.300781	-3.88	-7.23	1.00
509.765625	-3.91	-7.14	1.00
511.230469	-3.94	-7.03	1.00
512.695313	-3.98	-6.90	1.00
514.160156	-4.01	-6.73	1.00
515.625000	-4.05	-6.52	1.00
517.089844	-4.09	-6.27	1.00
518.554688	-4.13	-6.00	1.00
520.019531	-4.16	-5.70	1.00
521.484375	-4.19	-5.38	1.00
522.949219	-4.21	-5.06	1.00
524.414063	-4.23	-4.72	1.00
525.878906	-4.25	-4.38	1.00
527.343750	-4.27	-4.03	1.00
528.808594	-4.29	-3.66	1.00
530.273438	-4.30	-3.26	1.00
531.738281	-4.30	-2.86	1.00
533.203125	-4.29	-2.44	0.99
534.667969	-4.28	-2.03	1.00
536.132813	-4.26	-1.65	1.00
537.597656	-4.23	-1.29	1.00
539.062500	-4.21	-0.95	1.00
540.527344	-4.18	-0.64	1.00
541.992188	-4.15	-0.34	1.00
543.457031	-4.12	-0.06	1.00
544.921875	-4.08	0.20	1.00
546.386719	-4.05	0.45	0.99
547.851563	-4.00	0.67	1.00
549.316406	-3.96	0.88	1.00
550.781250	-3.91	1.06	1.00
552.246094	-3.86	1.20	1.00
553.710938	-3.81	1.32	1.00
555.175781	-3.76	1.42	1.00
556.640625	-3.72	1.50	1.00
558.105469	-3.67	1.56	1.00
559.570313	-3.61	1.59	1.00
561.035156	-3.56	1.58	1.00
562.500000	-3.51	1.51	1.00
563.964844	-3.46	1.38	0.99
565.429688	-3.42	1.20	0.99
566.894531	-3.38	0.95	0.99
568.359375	-3.35	0.65	0.99
569.824219	-3.32	0.27	0.94
571.289063	-3.32	-0.13	0.96
572.753906	-3.32	-0.38	0.98
574.218750	-3.33	-0.49	0.99
575.683594	-3.35	-0.51	0.99
577.148438	-3.36	-0.49	1.00
578.613281	-3.36	-0.44	0.99
580.078125	-3.36	-0.35	0.98
581.542969	-3.36	-0.28	1.00
583.007813	-3.35	-0.23	1.00
584.472656	-3.34	-0.19	1.00
585.937500	-3.33	-0.17	1.00
587.402344	-3.32	-0.14	1.00
588.867188	-3.30	-0.13	1.00
590.332031	-3.30	-0.12	1.00
591.796875	-3.28	-0.09	1.00
593.261719	-3.27	-0.05	1.00
594.726563	-3.26	-0.01	1.00
596.191406	-3.24	0.03	1.00
597.656250	-3.22	0.07	1.00
599.121094	-3.20	0.12	1.00
600.585938	-3.18	0.16	1.00
602.050781	-3.15	0.20	1.00
603.515625	-3.12	0.24	1.00
604.980469	-3.08	0.26	1.00
606.445313	-3.04	0.27	1.00
607.910156	-3.00	0.26	1.00
609.375000	-2.96	0.23	1.00
610.839844	-2.91	0.15	1.00
612.304688	-2.86	0.03	1.00
613.769531	-2.81	-0.15	0.99
615.234375	-2.77	-0.43	0.99
616.699219	-2.73	-0.76	1.00
618.164063	-2.71	-1.14	1.00
619.628906	-2.69	-1.57	0.99
621.093750	-2.68	-2.01	0.99
622.558594	-2.68	-2.44	0.99
624.023438	-2.69	-2.85	0.99
625.488281	-2.70	-3.20	0.99
626.953125	-2.72	-3.50	1.00
628.417969	-2.74	-3.74	0.99
629.882813	-2.76	-3.95	1.00
631.347656	-2.78	-4.14	0.99
632.812500	-2.80	-4.32	1.00
634.277344	-2.81	-4.50	1.00
635.742188	-2.82	-4.68	0.99
637.207031	-2.84	-4.87	1.00
638.671875	-2.85	-5.09	0.99
640.136719	-2.86	-5.33	0.99
641.601563	-2.88	-5.61	0.98
643.066406	-2.91	-5.91	1.00
644.531250	-2.94	-6.20	0.99
645.996094	-2.98	-6.46	1.00
647.460938	-3.02	-6.68	0.99
648.925781	-3.07	-6.84	1.00
650.390625	-3.12	-6.96	1.00
651.855469	-3.17	-7.03	1.00
653.320313	-3.22	-7.06	1.00
654.785156	-3.27	-7.05	1.00
656.250000	-3.32	-7.02	1.00
657.714844	-3.37	-6.97	1.00
659.179688	-3.41	-6.90	1.00
660.644531	-3.46	-6.82	0.99
662.109375	-3.50	-6.72	0.99
663.574219	-3.55	-6.61	0.92
665.039063	-3.60	-6.55	0.97
666.503906	-3.65	-6.46	0.99
667.968750	-3.70	-6.36	1.00
669.433594	-3.74	-6.24	1.00
670.898438	-3.79	-6.11	1.00
672.363281	-3.83	-5.96	1.00
673.828125	-3.87	-5.80	0.99
675.292969	-3.91	-5.62	0.99
676.757813	-3.96	-5.42	1.00
678.222656	-4.00	-5.18	1.00
679.687500	-4.04	-4.93	1.00
681.152344	-4.07	-4.64	1.00
682.617188	-4.10	-4.33	1.00
684.082031	-4.13	-4.00	1.00
685.546875	-4.15	-3.65	0.99
687.011719	-4.16	-3.29	1.00
688.476563	-4.17	-2.92	0.99
689.941406	-4.18	-2.54	0.96
691.406250	-4.18	-2.18	0.96
692.871094	-4.17	-1.83	0.99
694.335938	-4.16	-1.49	1.00
695.800781	-4.14	-1.16	0.99
697.265625	-4.12	-0.84	0.99
698.730469	-4.09	-0.56	0.99
700.195313	-4.06	-0.31	0.99
701.660156	-4.03	-0.10	0.99
703.125000	-4.00	0.08	0.99
704.589844	-3.97	0.22	0.99
706.054688	-3.95	0.34	0.98
707.519531	-3.92	0.43	0.99
708.984375	-3.90	0.51	0.99
710.449219	-3.87	0.56	0.98
711.914063	-3.85	0.58	0.99
713.378906	-3.84	0.55	0.98
714.843750	-3.83	0.50	0.98
716.308594	-3.82	0.45	0.99
717.773438	-3.82	0.42	1.00
719.238281	-3.81	0.40	0.99
720.703125	-3.80	0.37	0.98
722.167969	-3.80	0.34	0.91
723.632813	-3.79	0.30	0.98
725.097656	-3.79	0.29	0.99
726.562500	-3.80	0.31	0.98
728.027344	-3.81	0.34	0.99
729.492188	-3.81	0.39	0.99
730.957031	-3.82	0.45	0.99
732.421875	-3.83	0.52	0.96
733.886719	-3.83	0.61	0.99
735.351563	-3.84	0.72	0.99
736.816406	-3.84	0.85	0.99
738.281250	-3.85	1.00	0.99
739.746094	-3.85	1.16	0.99
741.210938	-3.84	1.34	1.00
742.675781	-3.84	1.53	1.00
744.140625	-3.83	1.73	1.00
745.605469	-3.82	1.92	0.99
747.070313	-3.80	2.11	1.00
748.535156	-3.78	2.29	1.00
750.000000	-3.76	2.46	1.00
751.464844	-3.74	2.61	1.00
752.929688	-3.71	2.76	1.00
754.394531	-3.69	2.90	1.00
755.859375	-3.66	3.04	1.00
757.324219	-3.63	3.18	1.00
758.789063	-3.61	3.30	1.00
760.253906	-3.58	3.40	1.00
761.718750	-3.55	3.51	1.00
763.183594	-3.52	3.60	1.00
764.648438	-3.49	3.70	1.00
766.113281	-3.46	3.79	1.00
767.578125	-3.43	3.89	1.00
769.042969	-3.39	3.98	1.00
770.507813	-3.35	4.06	1.00
771.972656	-3.31	4.13	1.00
773.437500	-3.26	4.18	1.00
774.902344	-3.22	4.23	1.00
776.367188	-3.17	4.24	1.00
777.832031	-3.12	4.23	1.00
779.296875	-3.07	4.20	1.00
780.761719	-3.02	4.13	1.00
782.226563	-2.97	4.05	1.00
783.691406	-2.92	3.93	1.00
785.156250	-2.87	3.78	1.00
786.621094	-2.83	3.60	1.00
788.085938	-2.79	3.39	0.99
789.550781	-2.75	3.14	1.00
791.015625	-2.72	2.88	0.99
792.480469	-2.69	2.61	1.00
793.945313	-2.67	2.35	1.00
795.410156	-2.65	2.10	1.00
796.875000	-2.63	1.87	1.00
798.339844	-2.62	1.65	1.00
799.804688	-2.61	1.45	1.00
801.269531	-2.60	1.26	1.00
802.734375	-2.59	1.09	1.00
804.199219	-2.58	0.93	1.00
805.664063	-2.57	0.77	1.00
807.128906	-2.56	0.62	1.00
808.593750	-2.56	0.48	1.00
810.058594	-2.55	0.32	1.00
811.523438	-2.54	0.17	0.99
812.988281	-2.54	0.02	1.00
814.453125	-2.54	-0.12	1.00
815.917969	-2.53	-0.24	1.00
817.382813	-2.53	-0.35	1.00
818.847656	-2.53	-0.46	1.00
820.312500	-2.53	-0.56	1.00
821.777344	-2.52	-0.65	1.00
823.242188	-2.52	-0.74	1.00
824.707031	-2.51	-0.83	1.00
826.171875	-2.51	-0.92	1.00
827.636719	-2.50	-1.02	1.00
829.101563	-2.50	-1.14	1.00
830.566406	-2.49	-1.26	1.00
832.031250	-2.49	-1.38	1.00
833.496094	-2.49	-1.52	1.00
834.960938	-2.48	-1.66	0.99
836.425781	-2.49	-1.81	1.00
837.890625	-2.49	-1.94	1.00
839.355469	-2.50	-2.06	1.00
840.820313	-2.50	-2.17	1.00
842.285156	-2.51	-2.27	1.00
843.750000	-2.51	-2.36	1.00
845.214844	-2.52	-2.44	1.00
846.679688	-2.53	-2.51	1.00
848.144531	-2.53	-2.58	1.00
849.609375	-2.54	-2.63	1.00
851.074219	-2.55	-2.67	1.00
852.539063	-2.55	-2.70	1.00
854.003906	-2.56	-2.73	1.00
855.468750	-2.56	-2.76	1.00
856.933594	-2.56	-2.79	1.00
858.398438	-2.56	-2.83	1.00
859.863281	-2.55	-2.88	1.00
861.328125	-2.55	-2.93	1.00
862.792969	-2.55	-3.00	1.00
864.257813	-2.55	-3.07	1.00
865.722656	-2.55	-3.17	0.99
867.187500	-2.55	-3.28	0.99
868.652344	-2.55	-3.39	1.00
870.117188	-2.56	-3.49	1.00
871.582031	-2.57	-3.57	1.00
873.046875	-2.58	-3.65	1.00
874.511719	-2.60	-3.70	1.00
875.976563	-2.61	-3.74	1.00
877.441406	-2.62	-3.75	1.00
878.906250	-2.63	-3.76	1.00
880.371094	-2.64	-3.76	1.00
881.835938	-2.65	-3.75	1.00
883.300781	-2.65	-3.73	1.00
884.765625	-2.66	-3.71	1.00
886.230469	-2.66	-3.68	1.00
887.695313	-2.66	-3.65	1.00
889.160156	-2.66	-3.62	1.00
890.625000	-2.65	-3.60	1.00
892.089844	-2.65	-3.58	1.00
893.554688	-2.64	-3.58	1.00
895.019531	-2.63	-3.60	0.99
896.484375	-2.62	-3.63	0.99
897.949219	-2.62	-3.69	1.00
899.414063	-2.61	-3.75	1.00
900.878906	-2.61	-3.82	1.00
902.343750	-2.61	-3.89	1.00
903.808594	-2.61	-3.96	1.00
905.273438	-2.61	-4.03	1.00
906.738281	-2.62	-4.08	1.00
908.203125	-2.63	-4.13	1.00
909.667969	-2.63	-4.17	1.00
911.132813	-2.64	-4.19	1.00
912.597656	-2.65	-4.19	1.00
914.062500	-2.66	-4.18	1.00
915.527344	-2.67	-4.15	1.00
916.992188	-2.68	-4.10	1.00
918.457031	-2.69	-4.04	1.00
919.921875	-2.70	-3.97	1.00
921.386719	-2.70	-3.89	1.00
922.851563	-2.70	-3.81	1.00
924.316406	-2.70	-3.72	1.00
925.781250	-2.69	-3.63	1.00
927.246094	-2.68	-3.54	1.00
928.710938	-2.67	-3.45	1.00
930.175781	-2.66	-3.37	1.00
931.640625	-2.64	-3.29	1.00
933.105469	-2.62	-3.22	1.00
934.570313	-2.60	-3.16	1.00
936.035156	-2.58	-3.11	1.00
937.500000	-2.56	-3.07	1.00
938.964844	-2.53	-3.04	0.99
940.429688	-2.50	-3.02	1.00
941.894531	-2.47	-3.02	0.99
943.359375	-2.44	-3.05	0.99
944.824219	-2.41	-3.10	0.99
946.289063	-2.39	-3.20	1.00
947.753906	-2.36	-3.32	0.99
949.218750	-2.34	-3.48	1.00
950.683594	-2.33	-3.65	0.99
952.148438	-2.31	-3.84	0.99
953.613281	-2.30	-4.03	0.98
955.078125	-2.30	-4.21	0.99
956.542969	-2.29	-4.37	1.00
958.007813	-2.29	-4.52	1.00
959.472656	-2.29	-4.65	1.00
960.937500	-2.28	-4.78	0.99
962.402344	-2.28	-4.89	1.00
963.867188	-2.27	-5.01	0.99
965.332031	-2.27	-5.12	0.99
966.796875	-2.26	-5.26	0.97
968.261719	-2.25	-5.40	0.99
969.726563	-2.24	-5.56	0.99
971.191406	-2.24	-5.72	1.00
972.656250	-2.23	-5.88	1.00
974.121094	-2.23	-6.03	1.00
975.585938	-2.23	-6.18	1.00
977.050781	-2.23	-6.32	1.00
978.515625	-2.23	-6.46	1.00
979.980469	-2.23	-6.59	1.00
981.445313	-2.24	-6.71	1.00
982.910156	-2.24	-6.84	1.00
984.375000	-2.24	-6.96	1.00
985.839844	-2.24	-7.08	1.00
987.304688	-2.24	-7.20	1.00
988.769531	-2.24	-7.32	1.00
990.234375	-2.24	-7.45	0.99
991.699219	-2.24	-7.58	1.00
993.164063	-2.24	-7.71	1.00
994.628906	-2.25	-7.84	1.00
996.093750	-2.25	-7.97	1.00
997.558594	-2.26	-8.09	0.99
999.023438	-2.27	-8.20	0.99
1000.488281	-2.28	-8.30	1.00
1001.953125	-2.29	-8.40	1.00
1003.417969	-2.30	-8.48	1.00
1004.882813	-2.31	-8.56	1.00
1006.347656	-2.31	-8.64	1.00
1007.812500	-2.32	-8.72	1.00
1009.277344	-2.33	-8.79	1.00
1010.742188	-2.33	-8.87	1.00
1012.207031	-2.34	-8.94	1.00
1013.671875	-2.34	-9.02	1.00
1015.136719	-2.35	-9.09	1.00
1016.601563	-2.36	-9.17	1.00
1018.066406	-2.36	-9.24	1.00
1019.531250	-2.37	-9.31	1.00
1020.996094	-2.37	-9.38	1.00
1022.460938	-2.38	-9.46	1.00
1023.925781	-2.38	-9.54	1.00
1025.390625	-2.39	-9.61	1.00
1026.855469	-2.39	-9.69	1.00
1028.320313	-2.40	-9.78	1.00
1029.785156	-2.40	-9.86	1.00
1031.250000	-2.41	-9.95	1.00
1032.714844	-2.42	-10.04	1.00
1034.179688	-2.42	-10.13	1.00
1035.644531	-2.43	-10.22	1.00
1037.109375	-2.44	-10.31	1.00
1038.574219	-2.45	-10.40	1.00
1040.039063	-2.46	-10.48	1.00
1041.503906	-2.47	-10.56	1.00
1042.968750	-2.49	-10.64	1.00
1044.433594	-2.50	-10.72	1.00
1045.898438	-2.52	-10.79	1.00
1047.363281	-2.53	-10.86	1.00
1048.828125	-2.55	-10.91	1.00
1050.292969	-2.57	-10.94	1.00
1051.757813	-2.58	-10.96	1.00
1053.222656	-2.60	-10.96	1.00
1054.687500	-2.61	-10.96	1.00
1056.152344	-2.63	-10.95	0.99
1057.617188	-2.63	-10.94	0.98
1059.082031	-2.64	-10.93	0.99
1060.546875	-2.65	-10.93	1.00
1062.011719	-2.65	-10.93	1.00
1063.476563	-2.65	-10.95	0.99
1064.941406	-2.65	-10.97	0.99
1066.406250	-2.65	-11.00	1.00
1067.871094	-2.65	-11.04	1.00
1069.335938	-2.65	-11.10	1.00
1070.800781	-2.66	-11.17	0.99
1072.265625	-2.66	-11.25	0.99
1073.730469	-2.66	-11.35	0.99
1075.195313	-2.67	-11.45	1.00
1076.660156	-2.68	-11.54	1.00
1078.125000	-2.69	-11.63	1.00
1079.589844	-2.70	-11.72	1.00
1081.054688	-2.71	-11.81	1.00
1082.519531	-2.73	-11.89	1.00
1083.984375	-2.74	-11.96	1.00
1085.449219	-2.76	-12.02	1.00
1086.914063	-2.78	-12.06	1.00
1088.378906	-2.80	-12.10	1.00
1089.843750	-2.82	-12.12	1.00
1091.308594	-2.84	-12.14	1.00
1092.773438	-2.86	-12.14	1.00
