	NT2000-50-8		
79.101563	-4.36	26.38	0.98
80.566406	-4.23	23.85	0.93
82.031250	-4.19	21.89	0.94
83.496094	-4.26	21.18	0.99
84.960938	-4.36	21.81	0.99
86.425781	-4.44	23.53	1.00
87.890625	-4.36	25.30	0.99
89.355469	-4.09	26.46	0.99
90.820313	-3.91	26.25	0.99
92.285156	-3.76	25.62	1.00
93.750000	-3.61	25.18	1.00
95.214844	-3.47	25.10	0.99
96.679688	-3.34	24.80	0.97
98.144531	-3.22	23.99	0.99
99.609375	-3.13	23.71	1.00
101.074219	-2.99	23.35	1.00
102.539063	-2.79	22.88	1.00
104.003906	-2.65	22.19	1.00
105.468750	-2.52	21.60	1.00
106.933594	-2.38	20.89	1.00
108.398438	-2.25	20.01	1.00
109.863281	-2.05	18.41	0.97
111.328125	-1.89	16.32	0.99
112.792969	-1.85	13.43	0.99
114.257813	-2.00	10.64	0.99
115.722656	-2.24	8.48	0.99
117.187500	-2.53	7.50	0.99
118.652344	-2.81	6.98	1.00
120.117188	-3.00	6.67	1.00
121.582031	-3.13	6.27	1.00
123.046875	-3.25	5.89	1.00
124.511719	-3.39	5.66	1.00
125.976563	-3.55	5.48	1.00
127.441406	-3.74	5.56	1.00
128.906250	-3.97	6.06	0.99
130.371094	-4.18	7.32	0.99
131.835938	-4.33	9.13	0.99
133.300781	-4.43	11.11	1.00
134.765625	-4.43	13.11	1.00
136.230469	-4.33	15.09	1.00
137.695313	-4.13	16.98	0.99
139.160156	-3.85	18.34	1.00
140.625000	-3.50	19.01	0.99
142.089844	-3.09	19.11	0.99
143.554688	-2.65	18.64	0.99
145.019531	-2.29	17.52	1.00
146.484375	-1.98	16.06	1.00
147.949219	-1.72	14.30	1.00
149.414063	-1.50	12.17	0.99
150.878906	-1.34	9.89	1.00
152.343750	-1.26	7.61	1.00
153.808594	-1.23	5.28	1.00
155.273438	-1.26	2.87	0.99
156.738281	-1.36	0.50	1.00
158.203125	-1.52	-1.67	0.99
159.667969	-1.76	-3.37	0.98
161.132813	-1.99	-4.56	0.99
162.597656	-2.21	-5.26	0.98
164.062500	-2.38	-5.98	0.99
165.527344	-2.56	-6.62	1.00
166.992188	-2.75	-7.10	1.00
168.457031	-2.95	-7.38	1.00
169.921875	-3.15	-7.62	1.00
171.386719	-3.35	-7.77	1.00
172.851563	-3.56	-7.71	0.99
174.316406	-3.77	-7.38	1.00
175.781250	-3.96	-6.89	1.00
177.246094	-4.12	-6.29	1.00
178.710938	-4.25	-5.55	1.00
180.175781	-4.34	-4.72	1.00
181.640625	-4.39	-3.81	1.00
183.105469	-4.42	-2.92	1.00
184.570313	-4.42	-2.03	1.00
186.035156	-4.40	-1.12	0.99
187.500000	-4.33	-0.25	0.99
188.964844	-4.25	0.25	0.99
190.429688	-4.20	0.31	0.98
191.894531	-4.19	0.25	0.97
193.359375	-4.24	0.26	0.97
194.824219	-4.24	0.46	0.99
196.289063	-4.19	0.61	0.99
197.753906	-4.10	0.48	0.98
199.218750	-4.01	0.04	1.00
200.683594	-3.96	-0.98	0.98
202.148438	-3.96	-2.55	0.96
203.613281	-4.05	-4.31	1.00
205.078125	-4.21	-5.69	0.99
206.542969	-4.41	-6.76	1.00
208.007813	-4.62	-7.55	1.00
209.472656	-4.86	-8.05	0.99
210.937500	-5.11	-8.17	0.99
212.402344	-5.36	-7.84	0.98
213.867188	-5.58	-7.11	0.98
215.332031	-5.76	-6.26	1.00
216.796875	-5.92	-5.39	1.00
218.261719	-6.07	-4.41	1.00
219.726563	-6.20	-3.27	1.00
221.191406	-6.32	-1.95	1.00
222.656250	-6.41	-0.63	1.00
224.121094	-6.50	0.72	0.99
225.585938	-6.58	2.19	0.98
227.050781	-6.63	3.90	0.97
228.515625	-6.63	5.79	0.99
229.980469	-6.59	7.71	1.00
231.445313	-6.48	9.53	0.99
232.910156	-6.35	11.21	1.00
234.375000	-6.19	12.68	1.00
235.839844	-6.01	13.96	0.99
237.304688	-5.81	15.01	1.00
238.769531	-5.60	15.77	1.00
240.234375	-5.38	16.22	0.99
241.699219	-5.18	16.34	1.00
243.164063	-5.00	16.20	0.99
244.628906	-4.85	16.06	1.00
246.093750	-4.72	15.94	1.00
247.558594	-4.60	15.79	1.00
249.023438	-4.49	15.61	1.00
250.488281	-4.39	15.41	1.00
251.953125	-4.30	15.24	1.00
253.417969	-4.21	15.14	1.00
254.882813	-4.12	15.10	1.00
256.347656	-4.01	15.07	1.00
257.812500	-3.89	15.00	1.00
259.277344	-3.75	14.93	0.99
260.742188	-3.59	14.84	0.99
262.207031	-3.43	14.61	0.99
263.671875	-3.27	14.23	0.99
265.136719	-3.11	13.74	1.00
266.601563	-2.95	13.20	0.99
268.066406	-2.79	12.56	0.99
269.531250	-2.63	11.73	0.99
270.996094	-2.49	10.71	1.00
272.460938	-2.38	9.52	1.00
273.925781	-2.29	8.16	0.99
275.390625	-2.24	6.77	0.99
276.855469	-2.20	5.43	1.00
278.320313	-2.19	4.19	1.00
279.785156	-2.20	3.06	1.00
281.250000	-2.23	2.02	1.00
282.714844	-2.26	1.10	1.00
284.179688	-2.30	0.27	1.00
285.644531	-2.34	-0.52	1.00
287.109375	-2.38	-1.28	1.00
288.574219	-2.42	-2.01	1.00
290.039063	-2.47	-2.73	1.00
291.503906	-2.53	-3.46	1.00
292.968750	-2.58	-4.21	1.00
294.433594	-2.65	-4.93	1.00
295.898438	-2.73	-5.63	1.00
297.363281	-2.81	-6.31	1.00
298.828125	-2.91	-6.96	1.00
300.292969	-3.01	-7.53	1.00
301.757813	-3.13	-7.99	1.00
303.222656	-3.25	-8.35	0.99
304.687500	-3.37	-8.62	1.00
306.152344	-3.49	-8.81	1.00
307.617188	-3.59	-8.95	1.00
309.082031	-3.70	-9.05	0.99
310.546875	-3.82	-9.04	0.99
312.011719	-3.95	-8.91	0.98
313.476563	-4.06	-8.62	0.98
314.941406	-4.16	-8.18	0.99
316.406250	-4.23	-7.71	0.99
317.871094	-4.28	-7.28	1.00
319.335938	-4.32	-6.90	1.00
320.800781	-4.34	-6.57	1.00
322.265625	-4.36	-6.28	1.00
323.730469	-4.38	-6.04	1.00
325.195313	-4.39	-5.81	1.00
326.660156	-4.40	-5.57	1.00
328.125000	-4.40	-5.34	1.00
329.589844	-4.38	-5.16	0.99
331.054688	-4.36	-5.05	1.00
332.519531	-4.34	-5.09	1.00
333.984375	-4.34	-5.24	1.00
335.449219	-4.35	-5.44	1.00
336.914063	-4.37	-5.64	1.00
338.378906	-4.41	-5.81	1.00
339.843750	-4.46	-5.95	1.00
341.308594	-4.51	-6.03	1.00
342.773438	-4.58	-6.03	1.00
344.238281	-4.64	-5.94	1.00
345.703125	-4.71	-5.75	1.00
347.167969	-4.77	-5.50	1.00
348.632813	-4.82	-5.21	1.00
350.097656	-4.87	-4.89	1.00
351.562500	-4.91	-4.53	1.00
353.027344	-4.94	-4.16	1.00
354.492188	-4.97	-3.76	1.00
355.957031	-4.99	-3.33	1.00
357.421875	-5.00	-2.87	0.99
358.886719	-5.00	-2.38	0.99
360.351563	-4.98	-1.92	0.99
361.816406	-4.96	-1.52	1.00
363.281250	-4.94	-1.19	1.00
364.746094	-4.92	-0.93	1.00
366.210938	-4.90	-0.68	1.00
367.675781	-4.89	-0.42	1.00
369.140625	-4.87	-0.16	1.00
370.605469	-4.86	0.12	1.00
372.070313	-4.84	0.40	1.00
373.535156	-4.81	0.67	1.00
375.000000	-4.78	0.94	0.99
376.464844	-4.74	1.17	1.00
377.929688	-4.69	1.34	1.00
379.394531	-4.65	1.46	1.00
380.859375	-4.60	1.55	1.00
382.324219	-4.56	1.58	0.99
383.789063	-4.50	1.56	1.00
385.253906	-4.45	1.50	1.00
386.718750	-4.40	1.40	0.99
388.183594	-4.36	1.26	1.00
389.648438	-4.34	1.05	1.00
391.113281	-4.32	0.84	1.00
392.578125	-4.31	0.63	0.99
394.042969	-4.31	0.46	0.99
395.507813	-4.31	0.34	0.99
396.972656	-4.33	0.25	0.99
398.437500	-4.34	0.22	0.99
399.902344	-4.35	0.23	1.00
401.367188	-4.36	0.28	1.00
402.832031	-4.37	0.36	1.00
404.296875	-4.37	0.48	1.00
405.761719	-4.36	0.62	1.00
407.226563	-4.35	0.76	1.00
408.691406	-4.33	0.91	1.00
410.156250	-4.31	1.05	1.00
411.621094	-4.28	1.18	1.00
413.085938	-4.24	1.29	1.00
414.550781	-4.21	1.37	1.00
416.015625	-4.17	1.40	1.00
417.480469	-4.13	1.42	1.00
418.945313	-4.09	1.44	0.99
420.410156	-4.04	1.45	1.00
421.875000	-3.99	1.41	1.00
423.339844	-3.93	1.33	1.00
424.804688	-3.87	1.20	0.99
426.269531	-3.81	0.97	0.98
427.734375	-3.75	0.65	0.98
429.199219	-3.72	0.21	0.97
430.664063	-3.70	-0.25	0.99
432.128906	-3.69	-0.60	1.00
433.593750	-3.70	-0.87	0.99
435.058594	-3.72	-1.09	1.00
436.523438	-3.73	-1.28	1.00
437.988281	-3.73	-1.44	1.00
439.453125	-3.74	-1.58	1.00
440.917969	-3.75	-1.70	1.00
442.382813	-3.75	-1.82	1.00
443.847656	-3.75	-1.94	1.00
445.312500	-3.75	-2.07	1.00
446.777344	-3.74	-2.19	1.00
448.242188	-3.74	-2.30	1.00
449.707031	-3.73	-2.42	1.00
451.171875	-3.73	-2.54	1.00
452.636719	-3.72	-2.68	1.00
454.101563	-3.71	-2.83	1.00
455.566406	-3.70	-2.98	1.00
457.031250	-3.69	-3.14	1.00
458.496094	-3.67	-3.33	0.98
459.960938	-3.65	-3.54	0.97
461.425781	-3.62	-3.83	0.94
462.890625	-3.60	-4.20	0.92
464.355469	-3.58	-4.57	0.97
465.820313	-3.57	-5.03	0.98
467.285156	-3.58	-5.58	0.99
468.750000	-3.59	-6.14	0.99
470.214844	-3.61	-6.71	0.99
471.679688	-3.66	-7.27	0.99
473.144531	-3.71	-7.79	1.00
474.609375	-3.76	-8.25	1.00
476.074219	-3.82	-8.67	1.00
477.539063	-3.89	-9.05	0.99
479.003906	-3.97	-9.38	1.00
480.468750	-4.04	-9.62	0.97
481.933594	-4.12	-9.83	0.99
483.398438	-4.19	-9.97	0.99
484.863281	-4.26	-10.08	1.00
486.328125	-4.33	-10.17	0.99
487.792969	-4.39	-10.23	0.99
489.257813	-4.45	-10.27	1.00
490.722656	-4.50	-10.30	1.00
492.187500	-4.56	-10.31	1.00
493.652344	-4.62	-10.30	1.00
495.117188	-4.67	-10.27	1.00
496.582031	-4.72	-10.22	1.00
498.046875	-4.77	-10.16	1.00
499.511719	-4.82	-10.10	1.00
500.976563	-4.87	-10.02	1.00
502.441406	-4.92	-9.91	1.00
503.906250	-4.97	-9.79	1.00
505.371094	-5.01	-9.67	1.00
506.835938	-5.05	-9.54	1.00
508.300781	-5.09	-9.43	0.99
509.765625	-5.13	-9.34	0.99
511.230469	-5.18	-9.24	1.00
512.695313	-5.23	-9.10	0.99
514.160156	-5.28	-8.93	1.00
515.625000	-5.33	-8.70	1.00
517.089844	-5.38	-8.43	1.00
518.554688	-5.43	-8.12	1.00
520.019531	-5.48	-7.78	1.00
521.484375	-5.52	-7.41	1.00
522.949219	-5.55	-7.01	1.00
524.414063	-5.58	-6.61	1.00
525.878906	-5.60	-6.21	1.00
527.343750	-5.61	-5.81	1.00
528.808594	-5.62	-5.40	1.00
530.273438	-5.63	-4.99	0.99
531.738281	-5.63	-4.58	1.00
533.203125	-5.63	-4.16	0.99
534.667969	-5.61	-3.76	0.99
536.132813	-5.59	-3.38	0.99
537.597656	-5.57	-3.04	1.00
539.062500	-5.55	-2.73	0.99
540.527344	-5.53	-2.43	1.00
541.992188	-5.50	-2.15	1.00
543.457031	-5.47	-1.89	1.00
544.921875	-5.44	-1.64	1.00
546.386719	-5.41	-1.41	1.00
547.851563	-5.37	-1.20	1.00
549.316406	-5.34	-1.01	1.00
550.781250	-5.30	-0.83	1.00
552.246094	-5.25	-0.67	1.00
553.710938	-5.21	-0.55	1.00
555.175781	-5.17	-0.46	0.99
556.640625	-5.13	-0.39	0.99
558.105469	-5.09	-0.36	1.00
559.570313	-5.05	-0.35	1.00
561.035156	-5.01	-0.38	1.00
562.500000	-4.98	-0.43	0.99
563.964844	-4.94	-0.53	1.00
565.429688	-4.90	-0.68	0.98
566.894531	-4.87	-0.90	0.96
568.359375	-4.85	-1.19	0.95
569.824219	-4.84	-1.53	0.95
571.289063	-4.84	-1.78	0.98
572.753906	-4.86	-1.89	0.94
574.218750	-4.87	-1.91	0.96
575.683594	-4.89	-1.86	0.97
577.148438	-4.89	-1.78	0.97
578.613281	-4.89	-1.67	0.98
580.078125	-4.88	-1.55	0.99
581.542969	-4.87	-1.46	1.00
583.007813	-4.85	-1.39	1.00
584.472656	-4.83	-1.34	1.00
585.937500	-4.82	-1.31	1.00
587.402344	-4.79	-1.28	0.99
588.867188	-4.78	-1.29	0.99
590.332031	-4.76	-1.28	1.00
591.796875	-4.74	-1.28	1.00
593.261719	-4.72	-1.27	1.00
594.726563	-4.70	-1.25	1.00
596.191406	-4.68	-1.22	1.00
597.656250	-4.66	-1.19	0.99
599.121094	-4.63	-1.15	1.00
600.585938	-4.60	-1.11	1.00
602.050781	-4.56	-1.09	1.00
603.515625	-4.52	-1.09	1.00
604.980469	-4.47	-1.12	1.00
606.445313	-4.43	-1.16	1.00
607.910156	-4.37	-1.25	1.00
609.375000	-4.32	-1.37	0.99
610.839844	-4.26	-1.54	0.99
612.304688	-4.20	-1.77	0.99
613.769531	-4.15	-2.08	0.99
615.234375	-4.10	-2.49	0.99
616.699219	-4.07	-2.96	1.00
618.164063	-4.04	-3.46	1.00
619.628906	-4.02	-3.98	1.00
621.093750	-4.01	-4.49	1.00
622.558594	-4.01	-4.97	1.00
624.023438	-4.01	-5.42	1.00
625.488281	-4.02	-5.84	1.00
626.953125	-4.04	-6.22	0.99
628.417969	-4.06	-6.56	1.00
629.882813	-4.08	-6.88	1.00
631.347656	-4.10	-7.17	1.00
632.812500	-4.11	-7.46	0.99
634.277344	-4.13	-7.74	1.00
635.742188	-4.14	-8.04	0.99
637.207031	-4.16	-8.36	1.00
638.671875	-4.17	-8.70	0.99
640.136719	-4.19	-9.07	1.00
641.601563	-4.22	-9.45	0.99
643.066406	-4.25	-9.83	0.99
644.531250	-4.30	-10.18	1.00
645.996094	-4.34	-10.49	1.00
647.460938	-4.40	-10.76	1.00
648.925781	-4.46	-10.98	0.99
650.390625	-4.52	-11.15	0.99
651.855469	-4.59	-11.24	0.99
653.320313	-4.65	-11.30	0.99
654.785156	-4.72	-11.31	1.00
656.250000	-4.79	-11.30	1.00
657.714844	-4.85	-11.27	1.00
659.179688	-4.91	-11.21	1.00
660.644531	-4.97	-11.14	1.00
662.109375	-5.03	-11.05	1.00
663.574219	-5.09	-10.95	1.00
665.039063	-5.15	-10.84	1.00
666.503906	-5.21	-10.69	1.00
667.968750	-5.26	-10.51	1.00
669.433594	-5.32	-10.31	0.99
670.898438	-5.37	-10.08	0.99
672.363281	-5.42	-9.83	1.00
673.828125	-5.47	-9.57	1.00
675.292969	-5.52	-9.28	1.00
676.757813	-5.56	-8.99	0.98
678.222656	-5.60	-8.69	0.92
679.687500	-5.64	-8.37	0.98
681.152344	-5.68	-8.03	1.00
682.617188	-5.72	-7.65	1.00
684.082031	-5.75	-7.26	0.99
685.546875	-5.78	-6.84	0.99
687.011719	-5.80	-6.42	1.00
688.476563	-5.82	-5.98	0.99
689.941406	-5.83	-5.55	1.00
691.406250	-5.83	-5.12	1.00
692.871094	-5.83	-4.70	1.00
694.335938	-5.82	-4.29	0.99
695.800781	-5.80	-3.90	1.00
697.265625	-5.78	-3.53	0.99
698.730469	-5.76	-3.19	0.99
700.195313	-5.73	-2.89	0.99
701.660156	-5.71	-2.63	0.99
703.125000	-5.69	-2.41	0.97
704.589844	-5.67	-2.22	0.98
706.054688	-5.65	-2.03	0.99
707.519531	-5.63	-1.86	0.98
708.984375	-5.61	-1.71	0.95
710.449219	-5.59	-1.58	0.96
711.914063	-5.57	-1.49	0.95
713.378906	-5.55	-1.44	0.99
714.843750	-5.54	-1.38	0.99
716.308594	-5.53	-1.31	0.99
717.773438	-5.52	-1.22	0.99
719.238281	-5.51	-1.12	0.95
720.703125	-5.50	-1.03	0.95
722.167969	-5.50	-0.97	0.99
723.632813	-5.50	-0.91	0.99
725.097656	-5.50	-0.84	0.96
726.562500	-5.51	-0.74	0.99
728.027344	-5.52	-0.60	0.96
729.492188	-5.53	-0.42	0.97
730.957031	-5.53	-0.21	0.95
732.421875	-5.54	0.02	0.96
733.886719	-5.54	0.26	0.99
735.351563	-5.53	0.50	0.99
736.816406	-5.53	0.73	0.99
738.281250	-5.52	0.97	0.99
739.746094	-5.50	1.22	0.99
741.210938	-5.49	1.47	1.00
742.675781	-5.47	1.72	1.00
744.140625	-5.44	1.97	1.00
745.605469	-5.41	2.22	0.99
747.070313	-5.38	2.45	0.99
748.535156	-5.34	2.66	0.99
750.000000	-5.31	2.84	0.99
751.464844	-5.27	3.01	0.99
752.929688	-5.23	3.16	1.00
754.394531	-5.19	3.31	1.00
755.859375	-5.15	3.45	0.99
757.324219	-5.11	3.56	1.00
758.789063	-5.07	3.66	1.00
760.253906	-5.03	3.74	0.99
761.718750	-4.99	3.81	1.00
763.183594	-4.95	3.88	1.00
764.648438	-4.91	3.95	1.00
766.113281	-4.87	4.03	1.00
767.578125	-4.83	4.11	1.00
769.042969	-4.79	4.18	1.00
770.507813	-4.75	4.26	1.00
771.972656	-4.70	4.33	1.00
773.437500	-4.65	4.40	1.00
774.902344	-4.60	4.46	0.99
776.367188	-4.55	4.50	0.99
777.832031	-4.49	4.52	1.00
779.296875	-4.43	4.52	1.00
780.761719	-4.37	4.49	1.00
782.226563	-4.32	4.42	1.00
783.691406	-4.26	4.31	1.00
785.156250	-4.20	4.16	0.99
786.621094	-4.15	3.96	0.98
788.085938	-4.11	3.71	0.99
789.550781	-4.07	3.40	0.99
791.015625	-4.03	3.10	1.00
792.480469	-4.01	2.81	1.00
793.945313	-3.98	2.52	1.00
795.410156	-3.96	2.25	1.00
796.875000	-3.94	1.99	1.00
798.339844	-3.93	1.75	1.00
799.804688	-3.92	1.52	1.00
801.269531	-3.91	1.31	1.00
802.734375	-3.90	1.12	1.00
804.199219	-3.89	0.94	1.00
805.664063	-3.88	0.76	1.00
807.128906	-3.87	0.59	1.00
808.593750	-3.86	0.42	1.00
810.058594	-3.86	0.26	1.00
811.523438	-3.85	0.10	1.00
812.988281	-3.85	-0.06	1.00
814.453125	-3.84	-0.21	0.99
815.917969	-3.84	-0.34	1.00
817.382813	-3.84	-0.46	1.00
818.847656	-3.84	-0.56	1.00
820.312500	-3.84	-0.66	1.00
821.777344	-3.83	-0.75	1.00
823.242188	-3.83	-0.85	1.00
824.707031	-3.82	-0.95	1.00
826.171875	-3.81	-1.05	1.00
827.636719	-3.80	-1.17	1.00
829.101563	-3.79	-1.30	1.00
830.566406	-3.79	-1.44	1.00
832.031250	-3.78	-1.60	1.00
833.496094	-3.78	-1.77	1.00
834.960938	-3.78	-1.95	0.99
836.425781	-3.78	-2.12	1.00
837.890625	-3.78	-2.29	0.99
839.355469	-3.79	-2.44	1.00
840.820313	-3.79	-2.58	1.00
842.285156	-3.80	-2.71	1.00
843.750000	-3.81	-2.83	1.00
845.214844	-3.82	-2.94	1.00
846.679688	-3.83	-3.03	1.00
848.144531	-3.84	-3.12	1.00
849.609375	-3.85	-3.19	1.00
851.074219	-3.86	-3.24	1.00
852.539063	-3.87	-3.29	1.00
854.003906	-3.87	-3.33	1.00
855.468750	-3.88	-3.35	1.00
856.933594	-3.88	-3.39	1.00
858.398438	-3.88	-3.43	1.00
859.863281	-3.88	-3.47	1.00
861.328125	-3.88	-3.53	1.00
862.792969	-3.88	-3.60	1.00
864.257813	-3.88	-3.69	0.99
865.722656	-3.88	-3.79	1.00
867.187500	-3.88	-3.90	0.99
868.652344	-3.89	-4.02	1.00
870.117188	-3.90	-4.13	1.00
871.582031	-3.91	-4.23	1.00
873.046875	-3.92	-4.30	1.00
874.511719	-3.94	-4.35	1.00
875.976563	-3.95	-4.38	1.00
877.441406	-3.97	-4.39	1.00
878.906250	-3.98	-4.38	1.00
880.371094	-3.99	-4.37	1.00
881.835938	-4.00	-4.34	1.00
883.300781	-4.01	-4.31	1.00
884.765625	-4.02	-4.27	1.00
886.230469	-4.02	-4.22	1.00
887.695313	-4.03	-4.17	0.99
889.160156	-4.03	-4.13	1.00
890.625000	-4.02	-4.09	1.00
892.089844	-4.02	-4.06	1.00
893.554688	-4.01	-4.04	1.00
895.019531	-4.01	-4.03	1.00
896.484375	-4.00	-4.05	0.99
897.949219	-3.99	-4.08	1.00
899.414063	-3.99	-4.13	1.00
900.878906	-3.98	-4.18	1.00
902.343750	-3.98	-4.25	1.00
903.808594	-3.98	-4.31	1.00
905.273438	-3.98	-4.37	1.00
906.738281	-3.99	-4.42	1.00
908.203125	-3.99	-4.46	1.00
909.667969	-4.00	-4.49	1.00
911.132813	-4.01	-4.51	1.00
912.597656	-4.01	-4.52	1.00
914.062500	-4.02	-4.51	1.00
915.527344	-4.03	-4.48	0.99
916.992188	-4.04	-4.44	1.00
918.457031	-4.05	-4.39	1.00
919.921875	-4.05	-4.33	1.00
921.386719	-4.05	-4.26	1.00
922.851563	-4.05	-4.18	1.00
924.316406	-4.05	-4.10	1.00
925.781250	-4.05	-4.01	1.00
927.246094	-4.04	-3.93	1.00
928.710938	-4.03	-3.85	1.00
930.175781	-4.02	-3.76	1.00
931.640625	-4.00	-3.69	1.00
933.105469	-3.98	-3.62	1.00
934.570313	-3.96	-3.56	1.00
936.035156	-3.94	-3.51	1.00
937.500000	-3.91	-3.47	1.00
938.964844	-3.89	-3.45	1.00
940.429688	-3.86	-3.44	1.00
941.894531	-3.84	-3.45	1.00
943.359375	-3.81	-3.49	0.99
944.824219	-3.78	-3.55	0.99
946.289063	-3.76	-3.63	1.00
947.753906	-3.74	-3.73	1.00
949.218750	-3.72	-3.84	1.00
950.683594	-3.71	-3.96	1.00
952.148438	-3.69	-4.08	0.99
953.613281	-3.68	-4.19	1.00
955.078125	-3.67	-4.29	1.00
956.542969	-3.66	-4.37	1.00
958.007813	-3.65	-4.44	1.00
959.472656	-3.64	-4.51	1.00
960.937500	-3.63	-4.57	1.00
962.402344	-3.62	-4.63	1.00
963.867188	-3.60	-4.69	0.98
965.332031	-3.58	-4.75	0.99
966.796875	-3.57	-4.84	0.98
968.261719	-3.55	-4.94	0.99
969.726563	-3.54	-5.07	0.99
971.191406	-3.53	-5.20	0.99
972.656250	-3.52	-5.32	0.99
974.121094	-3.51	-5.43	1.00
975.585938	-3.50	-5.53	1.00
977.050781	-3.50	-5.62	0.99
978.515625	-3.49	-5.70	1.00
979.980469	-3.48	-5.78	1.00
981.445313	-3.47	-5.85	1.00
982.910156	-3.47	-5.91	1.00
984.375000	-3.45	-5.98	1.00
985.839844	-3.44	-6.05	0.98
987.304688	-3.43	-6.13	0.99
988.769531	-3.41	-6.23	0.99
990.234375	-3.40	-6.35	0.99
991.699219	-3.39	-6.49	0.99
993.164063	-3.38	-6.65	0.99
994.628906	-3.37	-6.81	1.00
996.093750	-3.37	-6.96	1.00
997.558594	-3.36	-7.11	1.00
999.023438	-3.36	-7.25	1.00
1000.488281	-3.36	-7.38	1.00
1001.953125	-3.36	-7.50	0.99
1003.417969	-3.35	-7.61	1.00
1004.882813	-3.35	-7.73	1.00
1006.347656	-3.35	-7.85	1.00
1007.812500	-3.35	-7.97	1.00
1009.277344	-3.35	-8.09	1.00
1010.742188	-3.35	-8.20	1.00
1012.207031	-3.35	-8.32	1.00
1013.671875	-3.35	-8.45	1.00
1015.136719	-3.34	-8.58	1.00
1016.601563	-3.34	-8.71	1.00
1018.066406	-3.35	-8.84	1.00
1019.531250	-3.35	-8.97	1.00
1020.996094	-3.35	-9.11	1.00
1022.460938	-3.35	-9.25	1.00
1023.925781	-3.35	-9.39	1.00
1025.390625	-3.35	-9.54	1.00
1026.855469	-3.36	-9.68	1.00
1028.320313	-3.36	-9.83	1.00
1029.785156	-3.36	-9.99	1.00
1031.250000	-3.37	-10.15	1.00
1032.714844	-3.38	-10.31	1.00
1034.179688	-3.39	-10.47	1.00
1035.644531	-3.40	-10.63	1.00
1037.109375	-3.41	-10.79	0.99
1038.574219	-3.42	-10.96	0.99
1040.039063	-3.43	-11.13	1.00
1041.503906	-3.45	-11.29	1.00
1042.968750	-3.46	-11.45	0.98
1044.433594	-3.48	-11.61	0.99
1045.898438	-3.49	-11.75	0.99
1047.363281	-3.51	-11.88	1.00
1048.828125	-3.54	-11.99	0.99
1050.292969	-3.56	-12.09	1.00
1051.757813	-3.58	-12.17	1.00
1053.222656	-3.60	-12.24	1.00
1054.687500	-3.62	-12.30	1.00
1056.152344	-3.64	-12.35	0.99
1057.617188	-3.65	-12.40	1.00
1059.082031	-3.67	-12.45	1.00
1060.546875	-3.68	-12.51	1.00
1062.011719	-3.70	-12.56	1.00
1063.476563	-3.71	-12.61	1.00
1064.941406	-3.72	-12.67	1.00
1066.406250	-3.73	-12.74	1.00
1067.871094	-3.74	-12.81	0.99
1069.335938	-3.75	-12.89	1.00
1070.800781	-3.76	-12.98	1.00
1072.265625	-3.77	-13.07	1.00
1073.730469	-3.79	-13.18	1.00
1075.195313	-3.80	-13.29	1.00
1076.660156	-3.82	-13.40	1.00
1078.125000	-3.84	-13.50	1.00
1079.589844	-3.86	-13.61	1.00
1081.054688	-3.88	-13.71	1.00
1082.519531	-3.90	-13.81	1.00
1083.984375	-3.93	-13.90	1.00
1085.449219	-3.95	-13.99	1.00
1086.914063	-3.98	-14.06	1.00
1088.378906	-4.00	-14.12	1.00
