	NT2000-0-C		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	1234.57	45.00	1.00
2.929688	-51.86	84.69	1.00
4.394531	-49.94	91.32	0.99
5.859375	-47.56	101.44	0.98
7.324219	-44.16	104.23	0.99
8.789063	1234.57	45.00	1.00
10.253906	1234.57	45.00	1.00
11.718750	-27.03	104.33	0.91
13.183594	-23.70	104.76	0.98
14.648438	-20.02	105.66	0.99
16.113281	-17.99	99.71	1.00
17.578125	-18.16	98.87	1.00
19.042969	-17.83	93.94	1.00
20.507813	-17.85	95.27	1.00
21.972656	1234.57	45.00	1.00
23.437500	1234.57	45.00	1.00
24.902344	1234.57	45.00	1.00
26.367188	1234.57	45.00	1.00
27.832031	1234.57	45.00	1.00
29.296875	1234.57	45.00	1.00
30.761719	1234.57	45.00	1.00
32.226563	1234.57	45.00	1.00
33.691406	-2.12	36.00	1.00
35.156250	-2.24	35.84	1.00
36.621094	-2.30	36.37	1.00
38.085938	-2.16	36.31	1.00
39.550781	-1.84	35.48	1.00
41.015625	-1.47	33.66	1.00
42.480469	-1.42	30.78	1.00
43.945313	-1.49	28.20	1.00
45.410156	-1.63	26.18	1.00
46.875000	-1.82	24.72	1.00
48.339844	-2.04	23.81	1.00
49.804688	-2.32	23.56	1.00
51.269531	-2.55	24.23	1.00
52.734375	-2.75	25.77	1.00
54.199219	-2.82	28.21	1.00
55.664063	-2.60	30.34	1.00
57.128906	-2.27	30.89	1.00
58.593750	-2.06	31.00	1.00
60.058594	-1.95	30.57	1.00
61.523438	-1.82	30.19	1.00
62.988281	-1.68	29.81	1.00
64.453125	-1.56	29.61	1.00
65.917969	-1.39	29.58	1.00
67.382813	-1.14	29.46	1.00
68.847656	-0.87	28.33	1.00
70.312500	-0.72	26.38	1.00
71.777344	-0.77	24.64	1.00
73.242188	-0.95	23.60	0.99
74.707031	-1.07	23.71	1.00
76.171875	-1.04	24.13	1.00
77.636719	-0.89	24.14	1.00
79.101563	-0.67	23.40	1.00
80.566406	-0.54	22.20	1.00
82.031250	-0.47	20.70	1.00
83.496094	-0.48	19.13	1.00
84.960938	-0.57	17.91	1.00
86.425781	-0.74	17.21	1.00
87.890625	-0.88	17.03	1.00
89.355469	-0.95	17.26	1.00
90.820313	-0.98	17.80	1.00
92.285156	-0.98	18.51	1.00
93.750000	-0.93	19.25	1.00
95.214844	-0.86	19.46	1.00
96.679688	-0.79	19.22	1.00
98.144531	-0.75	19.00	1.00
99.609375	-0.72	18.88	1.00
101.074219	-0.70	18.83	1.00
102.539063	-0.66	18.79	1.00
104.003906	-0.61	18.75	1.00
105.468750	-0.56	18.73	1.00
106.933594	-0.48	18.69	1.00
108.398438	-0.37	18.56	1.00
109.863281	-0.24	18.17	1.00
111.328125	-0.11	17.54	1.00
112.792969	0.03	16.60	1.00
114.257813	0.12	15.21	0.99
115.722656	0.11	13.53	1.00
117.187500	0.04	12.49	1.00
118.652344	-0.03	11.92	1.00
120.117188	-0.07	11.43	1.00
121.582031	-0.12	10.84	1.00
123.046875	-0.18	10.12	1.00
124.511719	-0.27	9.44	1.00
125.976563	-0.40	8.83	1.00
127.441406	-0.54	8.55	1.00
128.906250	-0.69	8.79	1.00
130.371094	-0.79	9.23	1.00
131.835938	-0.84	9.66	1.00
133.300781	-0.85	9.96	1.00
134.765625	-0.87	10.03	1.00
136.230469	-0.91	10.09	1.00
137.695313	-0.96	10.51	1.00
139.160156	-0.99	11.12	1.00
140.625000	-0.97	11.78	1.00
142.089844	-0.90	12.48	1.00
143.554688	-0.79	13.02	1.00
145.019531	-0.65	13.38	1.00
146.484375	-0.48	13.41	1.00
147.949219	-0.30	13.14	1.00
149.414063	-0.15	12.51	1.00
150.878906	-0.05	11.59	1.00
152.343750	-0.00	10.51	1.00
153.808594	0.00	9.32	1.00
155.273438	-0.05	8.18	1.00
156.738281	-0.15	7.09	1.00
158.203125	-0.32	6.26	1.00
159.667969	-0.49	5.95	1.00
161.132813	-0.63	5.84	1.00
162.597656	-0.74	5.90	1.00
164.062500	-0.81	6.05	1.00
165.527344	-0.87	6.27	1.00
166.992188	-0.92	6.52	1.00
168.457031	-0.96	6.80	1.00
169.921875	-0.99	7.10	1.00
171.386719	-1.00	7.40	1.00
172.851563	-1.02	7.69	1.00
174.316406	-1.03	8.03	1.00
175.781250	-1.02	8.39	1.00
177.246094	-1.01	8.82	1.00
178.710938	-1.00	9.34	1.00
180.175781	-0.96	9.90	1.00
181.640625	-0.89	10.34	1.00
183.105469	-0.81	10.67	1.00
184.570313	-0.72	10.87	1.00
186.035156	-0.63	10.97	1.00
187.500000	-0.54	10.99	1.00
188.964844	-0.46	10.85	1.00
190.429688	-0.39	10.58	1.00
191.894531	-0.34	10.19	0.99
193.359375	-0.32	9.80	1.00
194.824219	-0.28	9.47	1.00
196.289063	-0.22	9.18	1.00
197.753906	-0.15	8.79	1.00
199.218750	-0.06	8.25	1.00
200.683594	0.02	7.44	0.99
202.148438	0.05	6.38	0.99
203.613281	0.01	5.33	0.99
205.078125	-0.06	4.58	1.00
206.542969	-0.16	4.09	1.00
208.007813	-0.25	3.77	1.00
209.472656	-0.33	3.61	1.00
210.937500	-0.41	3.58	1.00
212.402344	-0.47	3.63	1.00
213.867188	-0.52	3.71	1.00
215.332031	-0.55	3.81	1.00
216.796875	-0.58	3.86	1.00
218.261719	-0.60	3.87	1.00
219.726563	-0.62	3.88	1.00
221.191406	-0.65	3.88	1.00
222.656250	-0.68	3.84	1.00
224.121094	-0.71	3.81	1.00
225.585938	-0.74	3.83	1.00
227.050781	-0.78	3.92	1.00
228.515625	-0.81	4.08	1.00
229.980469	-0.84	4.26	1.00
231.445313	-0.85	4.46	1.00
232.910156	-0.86	4.66	1.00
234.375000	-0.87	4.87	1.00
235.839844	-0.87	5.08	1.00
237.304688	-0.85	5.28	1.00
238.769531	-0.83	5.41	1.00
240.234375	-0.80	5.42	1.00
241.699219	-0.78	5.32	1.00
243.164063	-0.76	5.13	1.00
244.628906	-0.76	4.96	1.00
246.093750	-0.77	4.84	1.00
247.558594	-0.78	4.74	1.00
249.023438	-0.80	4.64	1.00
250.488281	-0.82	4.59	1.00
251.953125	-0.85	4.60	1.00
253.417969	-0.88	4.69	1.00
254.882813	-0.90	4.84	1.00
256.347656	-0.92	5.04	1.00
257.812500	-0.93	5.28	1.00
259.277344	-0.93	5.57	1.00
260.742188	-0.92	5.84	1.00
262.207031	-0.90	6.05	1.00
263.671875	-0.87	6.20	0.99
265.136719	-0.84	6.30	1.00
266.601563	-0.82	6.41	1.00
268.066406	-0.79	6.53	1.00
269.531250	-0.76	6.65	1.00
270.996094	-0.71	6.72	1.00
272.460938	-0.66	6.73	1.00
273.925781	-0.61	6.67	1.00
275.390625	-0.57	6.59	1.00
276.855469	-0.53	6.51	1.00
278.320313	-0.49	6.39	1.00
279.785156	-0.46	6.23	1.00
281.250000	-0.42	5.98	1.00
282.714844	-0.38	5.69	1.00
284.179688	-0.36	5.38	1.00
285.644531	-0.34	5.02	1.00
287.109375	-0.33	4.65	1.00
288.574219	-0.34	4.29	1.00
290.039063	-0.36	4.00	1.00
291.503906	-0.38	3.81	1.00
292.968750	-0.40	3.68	1.00
294.433594	-0.41	3.57	1.00
295.898438	-0.42	3.46	0.99
297.363281	-0.42	3.31	1.00
298.828125	-0.42	3.15	1.00
300.292969	-0.42	2.96	1.00
301.757813	-0.42	2.72	1.00
303.222656	-0.43	2.43	0.99
304.687500	-0.44	2.14	1.00
306.152344	-0.46	1.86	1.00
307.617188	-0.48	1.58	1.00
309.082031	-0.49	1.31	0.99
310.546875	-0.52	0.93	0.98
312.011719	-0.57	0.40	0.95
313.476563	-0.65	-0.28	0.93
314.941406	-0.72	-0.78	1.00
316.406250	-0.79	-1.18	1.00
317.871094	-0.86	-1.50	1.00
319.335938	-0.93	-1.74	1.00
320.800781	-0.99	-1.91	1.00
322.265625	-1.06	-1.99	1.00
323.730469	-1.12	-2.02	1.00
325.195313	-1.18	-1.98	1.00
326.660156	-1.23	-1.88	1.00
328.125000	-1.28	-1.74	1.00
329.589844	-1.31	-1.58	1.00
331.054688	-1.34	-1.42	1.00
332.519531	-1.36	-1.27	1.00
333.984375	-1.38	-1.13	1.00
335.449219	-1.39	-1.02	1.00
336.914063	-1.41	-0.90	1.00
338.378906	-1.42	-0.80	1.00
339.843750	-1.43	-0.73	1.00
341.308594	-1.45	-0.67	1.00
342.773438	-1.47	-0.61	1.00
344.238281	-1.49	-0.53	1.00
345.703125	-1.51	-0.42	1.00
347.167969	-1.53	-0.29	1.00
348.632813	-1.55	-0.14	1.00
350.097656	-1.57	0.02	1.00
351.562500	-1.58	0.19	1.00
353.027344	-1.59	0.37	1.00
354.492188	-1.60	0.53	1.00
355.957031	-1.60	0.69	1.00
357.421875	-1.61	0.82	1.00
358.886719	-1.61	0.95	1.00
360.351563	-1.62	1.08	1.00
361.816406	-1.62	1.20	1.00
363.281250	-1.63	1.32	1.00
364.746094	-1.63	1.42	1.00
366.210938	-1.63	1.51	1.00
367.675781	-1.64	1.59	1.00
369.140625	-1.65	1.66	1.00
370.605469	-1.65	1.73	1.00
372.070313	-1.67	1.81	1.00
373.535156	-1.68	1.91	1.00
375.000000	-1.69	2.03	1.00
376.464844	-1.69	2.16	1.00
377.929688	-1.70	2.29	1.00
379.394531	-1.70	2.43	1.00
380.859375	-1.71	2.56	1.00
382.324219	-1.71	2.68	1.00
383.789063	-1.71	2.80	1.00
385.253906	-1.71	2.90	1.00
386.718750	-1.71	3.00	1.00
388.183594	-1.71	3.08	1.00
389.648438	-1.71	3.16	1.00
391.113281	-1.71	3.23	1.00
392.578125	-1.72	3.31	1.00
394.042969	-1.72	3.40	1.00
395.507813	-1.73	3.48	1.00
396.972656	-1.74	3.58	1.00
398.437500	-1.75	3.68	1.00
399.902344	-1.76	3.82	1.00
401.367188	-1.77	3.98	1.00
402.832031	-1.77	4.15	1.00
404.296875	-1.77	4.33	1.00
