	NT2000-110-C		
405.761719	-9.72	13.38	1.00
407.226563	-9.74	13.61	1.00
408.691406	-9.76	13.85	1.00
410.156250	-9.78	14.11	1.00
411.621094	-9.80	14.38	1.00
413.085938	-9.81	14.64	1.00
414.550781	-9.83	14.92	1.00
416.015625	-9.84	15.20	1.00
417.480469	-9.86	15.51	1.00
418.945313	-9.87	15.82	1.00
420.410156	-9.88	16.15	1.00
421.875000	-9.89	16.48	1.00
423.339844	-9.90	16.81	1.00
424.804688	-9.90	17.16	1.00
426.269531	-9.91	17.54	1.00
427.734375	-9.92	17.97	0.99
429.199219	-9.92	18.47	0.97
430.664063	-9.91	19.00	0.99
432.128906	-9.89	19.50	0.99
433.593750	-9.86	19.96	1.00
435.058594	-9.83	20.41	1.00
436.523438	-9.80	20.84	0.99
437.988281	-9.76	21.26	0.97
439.453125	-9.70	21.65	0.98
440.917969	-9.65	21.98	1.00
442.382813	-9.59	22.29	1.00
443.847656	-9.54	22.61	1.00
445.312500	-9.49	22.94	1.00
446.777344	-9.43	23.27	1.00
448.242188	-9.36	23.60	0.99
449.707031	-9.28	23.90	0.99
451.171875	-9.18	24.13	0.99
452.636719	-9.09	24.28	1.00
454.101563	-8.99	24.35	1.00
455.566406	-8.89	24.34	1.00
457.031250	-8.79	24.25	1.00
458.496094	-8.70	24.09	1.00
459.960938	-8.62	23.85	1.00
461.425781	-8.54	23.56	1.00
462.890625	-8.47	23.22	1.00
464.355469	-8.41	22.85	1.00
465.820313	-8.35	22.44	1.00
467.285156	-8.31	22.01	1.00
468.750000	-8.27	21.56	1.00
470.214844	-8.25	21.12	1.00
471.679688	-8.23	20.72	1.00
473.144531	-8.21	20.34	1.00
474.609375	-8.19	19.97	1.00
476.074219	-8.18	19.59	1.00
477.539063	-8.16	19.20	1.00
479.003906	-8.15	18.79	1.00
480.468750	-8.14	18.35	0.99
481.933594	-8.14	17.91	1.00
483.398438	-8.15	17.48	1.00
484.863281	-8.16	17.06	1.00
486.328125	-8.18	16.66	1.00
487.792969	-8.20	16.27	1.00
489.257813	-8.22	15.89	1.00
490.722656	-8.25	15.52	1.00
492.187500	-8.27	15.15	1.00
493.652344	-8.31	14.78	1.00
495.117188	-8.34	14.42	1.00
496.582031	-8.38	14.07	1.00
498.046875	-8.43	13.73	1.00
499.511719	-8.48	13.40	1.00
500.976563	-8.54	13.09	1.00
502.441406	-8.60	12.78	1.00
503.906250	-8.66	12.52	1.00
505.371094	-8.73	12.30	1.00
506.835938	-8.80	12.12	1.00
508.300781	-8.88	11.97	1.00
509.765625	-8.95	11.87	1.00
511.230469	-9.03	11.80	1.00
512.695313	-9.11	11.77	1.00
514.160156	-9.19	11.78	1.00
515.625000	-9.27	11.84	1.00
517.089844	-9.35	11.93	1.00
518.554688	-9.42	12.07	1.00
520.019531	-9.50	12.24	1.00
521.484375	-9.56	12.43	1.00
522.949219	-9.63	12.64	1.00
524.414063	-9.69	12.87	1.00
525.878906	-9.75	13.12	0.99
527.343750	-9.81	13.36	1.00
528.808594	-9.87	13.61	1.00
530.273438	-9.92	13.86	1.00
531.738281	-9.98	14.11	1.00
533.203125	-10.04	14.38	1.00
534.667969	-10.10	14.67	1.00
536.132813	-10.16	14.98	1.00
537.597656	-10.23	15.32	1.00
539.062500	-10.29	15.71	1.00
540.527344	-10.35	16.14	1.00
541.992188	-10.41	16.59	1.00
543.457031	-10.46	17.08	1.00
544.921875	-10.52	17.61	1.00
546.386719	-10.57	18.17	1.00
547.851563	-10.61	18.76	1.00
549.316406	-10.65	19.37	1.00
550.781250	-10.69	20.00	1.00
552.246094	-10.73	20.65	1.00
553.710938	-10.76	21.32	1.00
555.175781	-10.79	22.03	1.00
556.640625	-10.81	22.78	0.99
558.105469	-10.82	23.55	0.99
559.570313	-10.82	24.34	0.99
561.035156	-10.82	25.12	0.99
562.500000	-10.80	25.91	0.99
563.964844	-10.79	26.69	0.99
565.429688	-10.76	27.48	0.99
566.894531	-10.72	28.26	1.00
568.359375	-10.67	29.02	1.00
569.824219	-10.60	29.76	1.00
571.289063	-10.53	30.47	0.98
572.753906	-10.45	31.15	0.93
574.218750	-10.37	31.76	0.99
575.683594	-10.28	32.32	0.99
577.148438	-10.19	32.84	0.99
578.613281	-10.10	33.32	0.97
580.078125	-10.00	33.76	0.99
581.542969	-9.90	34.14	1.00
583.007813	-9.80	34.47	1.00
584.472656	-9.69	34.76	0.99
585.937500	-9.59	35.01	0.99
587.402344	-9.47	35.23	0.98
588.867188	-9.35	35.39	0.98
590.332031	-9.23	35.45	1.00
591.796875	-9.12	35.42	0.99
593.261719	-9.01	35.34	0.99
594.726563	-8.91	35.21	0.99
596.191406	-8.81	35.03	0.98
597.656250	-8.71	34.78	0.99
599.121094	-8.62	34.43	0.99
600.585938	-8.55	34.04	1.00
602.050781	-8.48	33.64	1.00
603.515625	-8.42	33.25	1.00
604.980469	-8.37	32.87	1.00
606.445313	-8.33	32.49	1.00
607.910156	-8.29	32.14	1.00
609.375000	-8.26	31.80	1.00
610.839844	-8.23	31.49	1.00
612.304688	-8.21	31.20	1.00
613.769531	-8.18	30.94	1.00
615.234375	-8.16	30.71	1.00
616.699219	-8.14	30.48	1.00
618.164063	-8.12	30.26	1.00
619.628906	-8.10	30.03	1.00
621.093750	-8.08	29.81	1.00
622.558594	-8.06	29.60	1.00
624.023438	-8.05	29.38	1.00
625.488281	-8.03	29.16	1.00
626.953125	-8.02	28.95	1.00
628.417969	-8.00	28.73	1.00
629.882813	-7.99	28.49	1.00
631.347656	-7.98	28.24	1.00
632.812500	-7.97	27.97	1.00
634.277344	-7.97	27.70	1.00
635.742188	-7.97	27.43	1.00
637.207031	-7.98	27.17	1.00
638.671875	-7.98	26.92	1.00
640.136719	-7.99	26.67	1.00
641.601563	-8.01	26.44	1.00
643.066406	-8.02	26.22	1.00
644.531250	-8.04	26.01	1.00
645.996094	-8.05	25.81	1.00
647.460938	-8.07	25.61	1.00
648.925781	-8.10	25.44	1.00
650.390625	-8.12	25.28	1.00
651.855469	-8.15	25.14	1.00
653.320313	-8.18	25.02	1.00
654.785156	-8.21	24.94	1.00
656.250000	-8.24	24.87	1.00
657.714844	-8.27	24.84	1.00
659.179688	-8.30	24.82	1.00
660.644531	-8.33	24.82	1.00
662.109375	-8.36	24.84	1.00
663.574219	-8.38	24.88	1.00
665.039063	-8.41	24.93	1.00
666.503906	-8.43	24.99	1.00
667.968750	-8.44	25.06	0.96
669.433594	-8.46	25.14	0.85
670.898438	-8.47	25.26	0.93
672.363281	-8.49	25.39	0.95
673.828125	-8.50	25.52	0.95
675.292969	-8.52	25.67	0.99
676.757813	-8.53	25.82	0.99
678.222656	-8.53	25.98	0.98
679.687500	-8.53	26.12	1.00
681.152344	-8.53	26.23	0.99
682.617188	-8.53	26.31	0.99
684.082031	-8.54	26.37	0.99
685.546875	-8.55	26.42	0.99
687.011719	-8.56	26.50	0.99
688.476563	-8.57	26.60	0.99
689.941406	-8.59	26.73	1.00
691.406250	-8.59	26.86	1.00
692.871094	-8.60	26.99	1.00
694.335938	-8.61	27.12	1.00
695.800781	-8.61	27.25	1.00
697.265625	-8.61	27.39	1.00
698.730469	-8.61	27.51	1.00
700.195313	-8.61	27.63	1.00
701.660156	-8.60	27.74	1.00
703.125000	-8.60	27.86	1.00
704.589844	-8.59	27.96	1.00
706.054688	-8.59	28.06	1.00
707.519531	-8.58	28.16	1.00
708.984375	-8.57	28.25	0.97
710.449219	-8.56	28.32	0.99
711.914063	-8.56	28.40	1.00
713.378906	-8.55	28.47	1.00
714.843750	-8.55	28.56	1.00
716.308594	-8.55	28.64	1.00
717.773438	-8.54	28.73	1.00
719.238281	-8.53	28.81	1.00
720.703125	-8.53	28.89	1.00
722.167969	-8.52	28.96	1.00
723.632813	-8.51	29.02	1.00
725.097656	-8.50	29.08	1.00
726.562500	-8.50	29.13	1.00
728.027344	-8.49	29.18	1.00
729.492188	-8.48	29.22	1.00
730.957031	-8.47	29.24	1.00
732.421875	-8.47	29.25	1.00
733.886719	-8.46	29.25	1.00
735.351563	-8.46	29.26	1.00
736.816406	-8.46	29.27	1.00
738.281250	-8.46	29.30	0.99
739.746094	-8.46	29.35	0.99
741.210938	-8.46	29.41	0.99
742.675781	-8.46	29.49	0.99
744.140625	-8.45	29.56	1.00
745.605469	-8.44	29.63	1.00
747.070313	-8.43	29.69	1.00
748.535156	-8.42	29.73	1.00
750.000000	-8.41	29.76	1.00
751.464844	-8.40	29.77	1.00
752.929688	-8.39	29.77	1.00
754.394531	-8.38	29.75	1.00
755.859375	-8.37	29.71	1.00
757.324219	-8.37	29.67	1.00
758.789063	-8.36	29.63	1.00
760.253906	-8.36	29.60	1.00
761.718750	-8.37	29.57	1.00
763.183594	-8.37	29.54	1.00
764.648438	-8.37	29.52	1.00
766.113281	-8.38	29.51	1.00
767.578125	-8.39	29.51	1.00
769.042969	-8.39	29.53	1.00
770.507813	-8.40	29.54	1.00
771.972656	-8.41	29.56	1.00
773.437500	-8.42	29.58	1.00
774.902344	-8.43	29.61	1.00
776.367188	-8.44	29.64	1.00
777.832031	-8.45	29.68	1.00
779.296875	-8.46	29.73	1.00
780.761719	-8.48	29.79	1.00
782.226563	-8.49	29.87	1.00
783.691406	-8.51	29.98	1.00
785.156250	-8.52	30.09	1.00
786.621094	-8.54	30.23	1.00
788.085938	-8.55	30.37	1.00
789.550781	-8.56	30.53	1.00
791.015625	-8.57	30.70	1.00
792.480469	-8.57	30.88	1.00
793.945313	-8.58	31.06	1.00
795.410156	-8.58	31.25	1.00
796.875000	-8.58	31.43	1.00
798.339844	-8.58	31.61	1.00
799.804688	-8.58	31.79	1.00
801.269531	-8.58	31.97	1.00
802.734375	-8.57	32.16	1.00
804.199219	-8.57	32.36	1.00
805.664063	-8.56	32.56	1.00
807.128906	-8.55	32.77	1.00
808.593750	-8.54	32.99	1.00
810.058594	-8.53	33.21	1.00
811.523438	-8.52	33.44	1.00
812.988281	-8.49	33.66	1.00
814.453125	-8.47	33.88	1.00
815.917969	-8.44	34.09	1.00
817.382813	-8.40	34.28	1.00
818.847656	-8.37	34.47	1.00
820.312500	-8.33	34.63	0.99
821.777344	-8.29	34.77	0.99
823.242188	-8.24	34.88	0.98
824.707031	-8.20	34.96	1.00
826.171875	-8.16	35.01	0.99
827.636719	-8.12	35.04	1.00
829.101563	-8.08	35.06	1.00
830.566406	-8.04	35.06	1.00
832.031250	-8.00	35.05	1.00
833.496094	-7.96	35.03	1.00
834.960938	-7.92	35.00	1.00
836.425781	-7.88	34.95	1.00
837.890625	-7.85	34.89	1.00
839.355469	-7.81	34.82	1.00
840.820313	-7.77	34.73	1.00
842.285156	-7.73	34.62	1.00
843.750000	-7.69	34.49	1.00
845.214844	-7.65	34.31	0.99
846.679688	-7.62	34.09	0.99
848.144531	-7.59	33.82	1.00
849.609375	-7.57	33.52	0.99
851.074219	-7.55	33.23	1.00
852.539063	-7.53	32.94	1.00
854.003906	-7.52	32.67	1.00
855.468750	-7.51	32.40	1.00
856.933594	-7.51	32.14	1.00
858.398438	-7.50	31.88	1.00
859.863281	-7.50	31.63	1.00
861.328125	-7.50	31.38	1.00
862.792969	-7.51	31.15	1.00
864.257813	-7.51	30.92	1.00
865.722656	-7.52	30.71	1.00
867.187500	-7.53	30.50	1.00
868.652344	-7.54	30.30	1.00
870.117188	-7.54	30.10	1.00
871.582031	-7.55	29.90	1.00
873.046875	-7.56	29.70	1.00
874.511719	-7.58	29.50	1.00
875.976563	-7.59	29.30	1.00
877.441406	-7.61	29.12	1.00
878.906250	-7.63	28.95	1.00
880.371094	-7.65	28.80	1.00
881.835938	-7.68	28.67	1.00
883.300781	-7.70	28.56	1.00
884.765625	-7.73	28.48	1.00
886.230469	-7.75	28.40	1.00
887.695313	-7.78	28.32	1.00
889.160156	-7.80	28.26	1.00
890.625000	-7.83	28.19	1.00
892.089844	-7.85	28.13	1.00
893.554688	-7.88	28.07	1.00
895.019531	-7.91	28.02	1.00
896.484375	-7.94	27.98	1.00
897.949219	-7.97	27.97	1.00
899.414063	-8.01	27.97	1.00
900.878906	-8.04	28.00	1.00
902.343750	-8.07	28.04	1.00
903.808594	-8.10	28.11	1.00
905.273438	-8.14	28.19	1.00
906.738281	-8.17	28.30	1.00
908.203125	-8.20	28.42	0.99
909.667969	-8.22	28.55	0.99
911.132813	-8.24	28.69	1.00
912.597656	-8.26	28.83	1.00
914.062500	-8.28	28.98	1.00
915.527344	-8.29	29.13	1.00
916.992188	-8.30	29.28	1.00
918.457031	-8.31	29.44	1.00
919.921875	-8.31	29.61	0.98
921.386719	-8.31	29.78	0.99
922.851563	-8.31	29.94	0.98
924.316406	-8.30	30.09	0.99
925.781250	-8.29	30.22	0.99
927.246094	-8.28	30.33	1.00
928.710938	-8.27	30.41	1.00
930.175781	-8.26	30.48	1.00
931.640625	-8.25	30.54	1.00
933.105469	-8.24	30.58	1.00
934.570313	-8.24	30.60	1.00
936.035156	-8.23	30.61	1.00
937.500000	-8.23	30.61	1.00
938.964844	-8.23	30.62	1.00
940.429688	-8.23	30.63	1.00
941.894531	-8.24	30.66	1.00
943.359375	-8.24	30.69	1.00
944.824219	-8.24	30.74	1.00
946.289063	-8.25	30.79	1.00
947.753906	-8.25	30.85	1.00
949.218750	-8.25	30.91	1.00
950.683594	-8.26	30.97	1.00
952.148438	-8.26	31.04	1.00
953.613281	-8.26	31.11	1.00
955.078125	-8.26	31.19	0.99
956.542969	-8.26	31.28	0.97
958.007813	-8.25	31.36	0.99
959.472656	-8.25	31.42	0.99
960.937500	-8.24	31.47	1.00
962.402344	-8.24	31.52	1.00
963.867188	-8.24	31.57	1.00
965.332031	-8.23	31.62	1.00
966.796875	-8.23	31.68	1.00
968.261719	-8.23	31.74	1.00
969.726563	-8.23	31.81	1.00
971.191406	-8.23	31.88	1.00
972.656250	-8.22	31.95	1.00
974.121094	-8.22	32.01	1.00
975.585938	-8.21	32.08	1.00
977.050781	-8.20	32.15	0.99
978.515625	-8.19	32.21	1.00
979.980469	-8.19	32.26	1.00
981.445313	-8.18	32.31	1.00
982.910156	-8.17	32.35	1.00
984.375000	-8.16	32.37	1.00
985.839844	-8.15	32.40	1.00
987.304688	-8.14	32.41	0.99
988.769531	-8.13	32.42	1.00
990.234375	-8.12	32.43	0.99
991.699219	-8.11	32.43	0.99
993.164063	-8.09	32.41	1.00
994.628906	-8.08	32.38	1.00
996.093750	-8.07	32.32	1.00
997.558594	-8.06	32.25	1.00
999.023438	-8.05	32.17	1.00
1000.488281	-8.05	32.09	1.00
1001.953125	-8.04	32.01	1.00
1003.417969	-8.04	31.93	1.00
1004.882813	-8.03	31.84	1.00
1006.347656	-8.03	31.73	0.99
1007.812500	-8.03	31.61	0.99
1009.277344	-8.03	31.47	1.00
1010.742188	-8.03	31.33	1.00
1012.207031	-8.04	31.19	1.00
1013.671875	-8.05	31.08	1.00
1015.136719	-8.06	30.97	1.00
1016.601563	-8.07	30.88	1.00
1018.066406	-8.08	30.80	1.00
1019.531250	-8.10	30.74	1.00
1020.996094	-8.11	30.69	1.00
1022.460938	-8.13	30.65	1.00
1023.925781	-8.14	30.62	1.00
1025.390625	-8.15	30.60	1.00
1026.855469	-8.17	30.58	1.00
1028.320313	-8.18	30.56	1.00
1029.785156	-8.19	30.54	1.00
1031.250000	-8.20	30.52	1.00
1032.714844	-8.22	30.50	1.00
1034.179688	-8.23	30.48	1.00
1035.644531	-8.24	30.46	1.00
1037.109375	-8.25	30.45	1.00
1038.574219	-8.27	30.44	1.00
1040.039063	-8.28	30.45	1.00
1041.503906	-8.29	30.46	1.00
1042.968750	-8.31	30.48	1.00
1044.433594	-8.32	30.50	1.00
1045.898438	-8.33	30.53	1.00
1047.363281	-8.34	30.57	1.00
1048.828125	-8.35	30.61	1.00
1050.292969	-8.35	30.65	0.98
1051.757813	-8.35	30.70	0.97
1053.222656	-8.35	30.74	0.92
1054.687500	-8.34	30.77	0.96
1056.152344	-8.33	30.77	0.97
1057.617188	-8.32	30.73	0.98
1059.082031	-8.32	30.66	0.99
1060.546875	-8.32	30.57	0.99
1062.011719	-8.33	30.49	1.00
1063.476563	-8.34	30.42	1.00
1064.941406	-8.35	30.38	1.00
1066.406250	-8.36	30.36	1.00
1067.871094	-8.38	30.34	1.00
1069.335938	-8.39	30.34	1.00
1070.800781	-8.41	30.35	1.00
1072.265625	-8.42	30.37	1.00
1073.730469	-8.43	30.40	1.00
1075.195313	-8.45	30.43	1.00
1076.660156	-8.46	30.47	1.00
1078.125000	-8.48	30.51	1.00
1079.589844	-8.49	30.55	1.00
1081.054688	-8.50	30.60	1.00
1082.519531	-8.51	30.64	1.00
1083.984375	-8.52	30.69	1.00
1085.449219	-8.54	30.73	1.00
1086.914063	-8.55	30.78	1.00
1088.378906	-8.57	30.84	1.00
1089.843750	-8.58	30.92	1.00
1091.308594	-8.60	31.00	1.00
1092.773438	-8.61	31.10	1.00
1094.238281	-8.62	31.20	0.99
1095.703125	-8.63	31.32	0.97
1097.167969	-8.64	31.44	0.98
1098.632813	-8.64	31.55	0.97
1100.097656	-8.65	31.65	0.99
1101.562500	-8.65	31.74	1.00
1103.027344	-8.65	31.83	1.00
1104.492188	-8.66	31.91	1.00
1105.957031	-8.66	32.00	1.00
1107.421875	-8.66	32.09	1.00
1108.886719	-8.67	32.18	0.99
1110.351563	-8.67	32.28	1.00
1111.816406	-8.68	32.38	1.00
1113.281250	-8.68	32.48	1.00
1114.746094	-8.68	32.58	1.00
1116.210938	-8.68	32.67	1.00
1117.675781	-8.68	32.77	1.00
1119.140625	-8.67	32.85	1.00
1120.605469	-8.67	32.93	1.00
1122.070313	-8.67	33.00	1.00
1123.535156	-8.67	33.08	1.00
1125.000000	-8.67	33.16	1.00
1126.464844	-8.67	33.24	1.00
