	NT2000-120-C		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	1234.57	45.00	1.00
2.929688	-51.86	84.69	1.00
4.394531	-49.94	91.32	0.99
5.859375	-47.56	101.44	0.98
7.324219	-44.16	104.23	0.99
8.789063	1234.57	45.00	1.00
10.253906	1234.57	45.00	1.00
11.718750	-27.03	104.33	0.91
13.183594	-23.70	104.76	0.98
14.648438	-20.02	105.66	0.99
16.113281	-17.99	99.71	1.00
17.578125	-18.16	98.87	1.00
19.042969	-17.83	93.94	1.00
20.507813	-17.85	95.27	1.00
21.972656	1234.57	45.00	1.00
23.437500	1234.57	45.00	1.00
24.902344	1234.57	45.00	1.00
26.367188	1234.57	45.00	1.00
27.832031	1234.57	45.00	1.00
29.296875	1234.57	45.00	1.00
30.761719	1234.57	45.00	1.00
32.226563	1234.57	45.00	1.00
33.691406	-11.09	35.61	1.00
35.156250	-10.75	31.21	1.00
36.621094	-10.40	24.93	0.98
38.085938	-10.57	19.57	0.99
39.550781	-11.15	18.11	0.99
41.015625	-12.23	18.89	0.98
42.480469	-12.42	24.72	0.99
43.945313	-11.83	29.21	1.00
45.410156	-11.26	30.00	1.00
46.875000	-10.82	29.80	1.00
48.339844	-10.40	29.11	1.00
49.804688	-9.73	28.15	1.00
51.269531	-9.24	25.78	1.00
52.734375	-8.87	22.40	1.00
54.199219	-8.68	18.04	1.00
55.664063	-8.67	13.86	0.99
57.128906	-8.82	10.58	1.00
58.593750	-8.93	8.82	1.00
60.058594	-8.84	7.22	1.00
61.523438	-8.85	4.98	1.00
62.988281	-8.95	3.20	1.00
64.453125	-9.05	1.33	1.00
65.917969	-9.19	-0.97	1.00
67.382813	-9.43	-4.00	1.00
68.847656	-9.71	-7.37	0.98
70.312500	-9.99	-8.61	0.82
71.777344	-10.09	-6.99	0.94
73.242188	-10.14	-2.84	0.98
74.707031	-10.26	-0.50	0.99
76.171875	-10.53	0.13	1.00
77.636719	-10.98	0.31	1.00
79.101563	-11.56	0.69	0.99
80.566406	-11.95	2.20	1.00
82.031250	-12.24	5.07	0.99
83.496094	-12.45	9.22	0.96
84.960938	-12.13	13.33	0.96
86.425781	-11.44	16.20	0.96
87.890625	-10.80	17.18	0.99
89.355469	-10.34	16.62	0.99
90.820313	-10.01	14.96	1.00
92.285156	-9.85	13.23	1.00
93.750000	-9.89	11.60	0.99
95.214844	-10.02	10.85	0.98
96.679688	-10.07	10.62	0.99
98.144531	-10.01	10.65	1.00
99.609375	-9.93	10.43	1.00
101.074219	-9.84	9.96	1.00
102.539063	-9.77	9.15	1.00
104.003906	-9.73	8.08	1.00
105.468750	-9.69	6.81	1.00
106.933594	-9.74	5.53	0.99
108.398438	-9.91	4.25	0.99
109.863281	-10.08	3.86	0.99
111.328125	-10.24	3.90	1.00
112.792969	-10.46	3.95	0.99
114.257813	-10.75	4.36	0.96
115.722656	-11.00	5.80	0.94
117.187500	-11.06	7.20	0.99
118.652344	-11.06	7.80	1.00
120.117188	-11.04	8.27	1.00
121.582031	-10.98	8.89	1.00
123.046875	-10.88	9.49	1.00
124.511719	-10.73	9.90	1.00
125.976563	-10.52	10.04	0.98
127.441406	-10.34	9.69	1.00
128.906250	-10.25	8.82	0.99
130.371094	-10.25	8.06	1.00
131.835938	-10.30	7.81	1.00
133.300781	-10.39	8.15	0.99
134.765625	-10.39	9.05	0.96
136.230469	-10.26	10.16	0.95
137.695313	-10.05	10.46	0.99
139.160156	-9.88	10.12	1.00
140.625000	-9.75	9.58	1.00
142.089844	-9.67	8.90	1.00
143.554688	-9.61	8.00	1.00
145.019531	-9.57	6.97	1.00
146.484375	-9.61	5.97	0.99
147.949219	-9.71	5.17	1.00
149.414063	-9.84	4.70	1.00
150.878906	-9.98	4.65	0.99
152.343750	-10.13	5.11	0.98
153.808594	-10.23	5.93	0.95
155.273438	-10.17	6.82	0.91
156.738281	-9.92	7.52	0.92
158.203125	-9.63	7.24	0.98
159.667969	-9.44	6.16	1.00
161.132813	-9.30	4.95	1.00
162.597656	-9.24	3.57	1.00
164.062500	-9.24	2.04	1.00
165.527344	-9.30	0.58	0.99
166.992188	-9.39	-0.48	1.00
168.457031	-9.50	-1.23	1.00
169.921875	-9.61	-1.82	1.00
171.386719	-9.72	-2.35	1.00
172.851563	-9.81	-2.81	1.00
174.316406	-9.91	-3.29	1.00
175.781250	-10.01	-3.83	1.00
177.246094	-10.09	-4.35	0.99
178.710938	-10.16	-4.86	0.99
180.175781	-10.24	-5.48	1.00
181.640625	-10.36	-6.02	1.00
183.105469	-10.50	-6.35	1.00
184.570313	-10.66	-6.38	1.00
186.035156	-10.78	-6.24	1.00
187.500000	-10.87	-6.02	1.00
188.964844	-10.94	-5.78	1.00
190.429688	-10.97	-5.58	1.00
191.894531	-10.99	-5.45	1.00
193.359375	-10.99	-5.45	1.00
194.824219	-11.01	-5.54	1.00
196.289063	-11.06	-5.73	1.00
197.753906	-11.15	-5.78	0.99
199.218750	-11.28	-5.52	0.99
200.683594	-11.45	-4.45	0.95
202.148438	-11.64	-2.12	0.76
203.613281	-11.73	0.89	0.65
205.078125	-11.76	3.35	0.97
206.542969	-11.76	4.90	0.98
208.007813	-11.77	5.61	0.98
209.472656	-11.83	5.87	1.00
210.937500	-11.95	5.88	0.97
212.402344	-12.09	6.16	0.99
213.867188	-12.24	6.79	1.00
215.332031	-12.37	7.57	1.00
216.796875	-12.48	8.44	1.00
218.261719	-12.58	9.39	1.00
219.726563	-12.65	10.35	0.99
221.191406	-12.71	11.40	0.99
222.656250	-12.74	12.57	0.99
224.121094	-12.74	13.72	1.00
225.585938	-12.72	14.82	0.99
227.050781	-12.67	15.80	0.99
228.515625	-12.61	16.63	1.00
229.980469	-12.55	17.39	1.00
231.445313	-12.49	18.06	1.00
232.910156	-12.43	18.66	1.00
234.375000	-12.37	19.23	1.00
235.839844	-12.33	19.81	1.00
237.304688	-12.30	20.45	0.98
238.769531	-12.25	21.31	0.99
240.234375	-12.17	22.40	0.98
241.699219	-12.06	23.72	0.87
243.164063	-11.85	24.86	0.99
244.628906	-11.64	25.62	0.99
246.093750	-11.42	26.02	0.99
247.558594	-11.22	26.17	1.00
249.023438	-11.01	26.17	1.00
250.488281	-10.82	25.99	1.00
251.953125	-10.64	25.61	1.00
253.417969	-10.48	25.11	1.00
254.882813	-10.35	24.56	1.00
256.347656	-10.23	24.02	1.00
257.812500	-10.13	23.48	1.00
259.277344	-10.04	22.93	1.00
260.742188	-9.97	22.47	1.00
262.207031	-9.91	22.13	1.00
263.671875	-9.84	21.90	1.00
265.136719	-9.77	21.72	1.00
266.601563	-9.68	21.51	1.00
268.066406	-9.60	21.26	1.00
269.531250	-9.53	20.97	1.00
270.996094	-9.46	20.73	1.00
272.460938	-9.38	20.53	1.00
273.925781	-9.29	20.34	0.99
275.390625	-9.19	20.05	1.00
276.855469	-9.10	19.65	1.00
278.320313	-9.01	19.19	1.00
279.785156	-8.93	18.68	1.00
281.250000	-8.87	18.15	1.00
282.714844	-8.81	17.66	1.00
284.179688	-8.75	17.20	0.99
285.644531	-8.68	16.71	0.99
287.109375	-8.60	16.11	0.99
288.574219	-8.53	15.35	1.00
290.039063	-8.47	14.44	1.00
291.503906	-8.44	13.49	1.00
292.968750	-8.43	12.49	1.00
294.433594	-8.44	11.53	1.00
295.898438	-8.47	10.62	1.00
297.363281	-8.52	9.78	1.00
298.828125	-8.58	9.04	1.00
300.292969	-8.64	8.39	1.00
301.757813	-8.71	7.81	1.00
303.222656	-8.78	7.29	1.00
304.687500	-8.85	6.82	1.00
306.152344	-8.91	6.39	1.00
307.617188	-8.98	5.98	1.00
309.082031	-9.06	5.58	1.00
310.546875	-9.13	5.23	1.00
312.011719	-9.22	4.95	1.00
313.476563	-9.32	4.79	0.97
314.941406	-9.40	4.70	1.00
316.406250	-9.48	4.61	1.00
317.871094	-9.54	4.51	1.00
319.335938	-9.59	4.39	1.00
320.800781	-9.64	4.24	1.00
322.265625	-9.69	4.03	1.00
323.730469	-9.74	3.78	1.00
325.195313	-9.81	3.53	1.00
326.660156	-9.88	3.31	1.00
328.125000	-9.96	3.14	1.00
329.589844	-10.04	3.06	1.00
331.054688	-10.12	3.08	1.00
332.519531	-10.20	3.18	1.00
333.984375	-10.27	3.34	1.00
335.449219	-10.33	3.56	1.00
336.914063	-10.38	3.78	1.00
338.378906	-10.42	4.01	0.99
339.843750	-10.45	4.22	0.99
341.308594	-10.46	4.40	0.99
342.773438	-10.47	4.51	1.00
344.238281	-10.48	4.54	1.00
345.703125	-10.49	4.51	1.00
347.167969	-10.52	4.44	1.00
348.632813	-10.55	4.37	1.00
350.097656	-10.58	4.30	1.00
351.562500	-10.62	4.25	1.00
353.027344	-10.67	4.21	1.00
354.492188	-10.72	4.22	1.00
355.957031	-10.77	4.28	1.00
357.421875	-10.83	4.39	1.00
358.886719	-10.88	4.57	1.00
360.351563	-10.93	4.81	1.00
361.816406	-10.98	5.10	1.00
363.281250	-11.03	5.42	1.00
364.746094	-11.06	5.80	1.00
366.210938	-11.09	6.23	0.99
367.675781	-11.10	6.72	1.00
369.140625	-11.09	7.21	0.99
370.605469	-11.06	7.70	0.96
372.070313	-11.01	8.08	0.99
373.535156	-10.97	8.30	1.00
375.000000	-10.93	8.40	1.00
376.464844	-10.90	8.41	1.00
377.929688	-10.88	8.35	1.00
379.394531	-10.87	8.28	1.00
380.859375	-10.87	8.22	1.00
382.324219	-10.87	8.17	1.00
383.789063	-10.88	8.13	1.00
385.253906	-10.88	8.12	1.00
386.718750	-10.89	8.10	1.00
388.183594	-10.89	8.08	1.00
389.648438	-10.90	8.05	1.00
391.113281	-10.91	8.04	1.00
392.578125	-10.93	8.03	1.00
394.042969	-10.94	8.04	1.00
395.507813	-10.96	8.07	1.00
396.972656	-10.97	8.11	1.00
398.437500	-10.98	8.14	1.00
399.902344	-10.99	8.16	1.00
401.367188	-11.01	8.16	1.00
402.832031	-11.03	8.16	1.00
