	NT2000-40-C		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	1234.57	45.00	1.00
2.929688	-51.86	84.69	1.00
4.394531	-49.94	91.32	0.99
5.859375	-47.56	101.44	0.98
7.324219	-44.16	104.23	0.99
8.789063	1234.57	45.00	1.00
10.253906	1234.57	45.00	1.00
11.718750	-27.03	104.33	0.91
13.183594	-23.70	104.76	0.98
14.648438	-20.02	105.66	0.99
16.113281	-17.99	99.71	1.00
17.578125	-18.16	98.87	1.00
19.042969	-17.83	93.94	1.00
20.507813	-17.85	95.27	1.00
21.972656	1234.57	45.00	1.00
23.437500	1234.57	45.00	1.00
24.902344	1234.57	45.00	1.00
26.367188	1234.57	45.00	1.00
27.832031	1234.57	45.00	1.00
29.296875	1234.57	45.00	1.00
30.761719	1234.57	45.00	1.00
32.226563	1234.57	45.00	1.00
33.691406	-2.97	35.57	1.00
35.156250	-3.03	35.21	1.00
36.621094	-3.23	35.93	1.00
38.085938	-3.22	34.75	1.00
39.550781	-3.13	33.55	1.00
41.015625	-2.88	31.98	1.00
42.480469	-2.75	30.03	1.00
43.945313	-2.74	28.26	1.00
45.410156	-2.80	27.02	1.00
46.875000	-2.95	25.75	1.00
48.339844	-3.09	24.91	1.00
49.804688	-3.30	24.49	1.00
51.269531	-3.55	24.55	1.00
52.734375	-3.69	25.78	1.00
54.199219	-3.71	27.87	1.00
55.664063	-3.56	29.89	1.00
57.128906	-3.24	30.24	1.00
58.593750	-2.97	29.72	1.00
60.058594	-2.76	29.12	1.00
61.523438	-2.66	28.69	1.00
62.988281	-2.59	28.28	1.00
64.453125	-2.51	28.19	1.00
65.917969	-2.37	28.46	1.00
67.382813	-2.12	28.77	1.00
68.847656	-1.88	28.08	1.00
70.312500	-1.75	26.23	1.00
71.777344	-1.82	24.27	1.00
73.242188	-1.98	23.23	1.00
74.707031	-2.17	23.35	1.00
76.171875	-2.23	23.96	1.00
77.636719	-2.10	24.75	1.00
79.101563	-1.92	24.76	1.00
80.566406	-1.75	24.10	1.00
82.031250	-1.68	23.34	1.00
83.496094	-1.69	22.61	1.00
84.960938	-1.74	22.14	1.00
86.425781	-1.81	21.97	1.00
87.890625	-1.83	22.10	1.00
89.355469	-1.82	22.57	1.00
90.820313	-1.80	22.95	1.00
92.285156	-1.78	23.28	1.00
93.750000	-1.74	23.64	1.00
95.214844	-1.65	23.81	1.00
96.679688	-1.57	23.81	1.00
98.144531	-1.50	23.70	1.00
99.609375	-1.44	23.54	1.00
101.074219	-1.38	23.40	1.00
102.539063	-1.30	23.25	1.00
104.003906	-1.21	23.07	1.00
105.468750	-1.12	22.82	1.00
106.933594	-1.02	22.59	1.00
108.398438	-0.90	22.36	1.00
109.863281	-0.76	21.98	1.00
111.328125	-0.59	21.29	1.00
112.792969	-0.42	20.15	1.00
114.257813	-0.31	18.55	1.00
115.722656	-0.33	17.10	0.99
117.187500	-0.42	16.00	1.00
118.652344	-0.51	15.36	1.00
120.117188	-0.56	14.87	1.00
121.582031	-0.60	14.32	1.00
123.046875	-0.65	13.62	1.00
124.511719	-0.73	12.88	1.00
125.976563	-0.84	12.07	1.00
127.441406	-1.03	11.62	0.99
128.906250	-1.22	11.54	1.00
130.371094	-1.37	11.92	1.00
131.835938	-1.45	12.40	1.00
133.300781	-1.48	12.91	1.00
134.765625	-1.50	13.33	1.00
136.230469	-1.53	13.86	1.00
137.695313	-1.54	14.58	1.00
139.160156	-1.53	15.48	1.00
140.625000	-1.47	16.33	1.00
142.089844	-1.36	17.10	1.00
143.554688	-1.21	17.59	1.00
145.019531	-1.02	17.78	1.00
146.484375	-0.84	17.66	1.00
147.949219	-0.65	17.24	1.00
149.414063	-0.49	16.48	1.00
150.878906	-0.37	15.37	1.00
152.343750	-0.30	14.18	1.00
153.808594	-0.26	12.95	1.00
155.273438	-0.26	11.63	1.00
156.738281	-0.32	10.25	1.00
158.203125	-0.45	9.13	1.00
159.667969	-0.63	8.40	1.00
161.132813	-0.78	7.96	1.00
162.597656	-0.92	7.76	1.00
164.062500	-1.05	7.64	1.00
165.527344	-1.19	7.64	1.00
166.992188	-1.31	7.77	1.00
168.457031	-1.42	8.03	1.00
169.921875	-1.51	8.37	1.00
171.386719	-1.59	8.76	1.00
172.851563	-1.66	9.20	1.00
174.316406	-1.72	9.69	1.00
175.781250	-1.77	10.22	1.00
177.246094	-1.81	10.73	1.00
178.710938	-1.83	11.36	1.00
180.175781	-1.83	12.04	1.00
181.640625	-1.80	12.73	1.00
183.105469	-1.75	13.33	1.00
184.570313	-1.70	13.83	1.00
186.035156	-1.62	14.24	1.00
187.500000	-1.54	14.52	1.00
188.964844	-1.44	14.61	1.00
190.429688	-1.36	14.50	0.99
191.894531	-1.32	14.17	0.99
193.359375	-1.30	13.86	1.00
194.824219	-1.29	13.69	1.00
196.289063	-1.26	13.52	1.00
197.753906	-1.22	13.30	1.00
199.218750	-1.16	12.97	1.00
200.683594	-1.10	12.47	0.99
202.148438	-1.06	11.65	0.98
203.613281	-1.05	10.55	0.99
205.078125	-1.09	9.74	1.00
206.542969	-1.14	9.13	1.00
208.007813	-1.20	8.64	1.00
209.472656	-1.27	8.27	1.00
210.937500	-1.36	8.05	1.00
212.402344	-1.45	8.01	1.00
213.867188	-1.53	8.11	1.00
215.332031	-1.59	8.24	1.00
216.796875	-1.64	8.39	1.00
218.261719	-1.69	8.53	1.00
219.726563	-1.73	8.69	1.00
221.191406	-1.77	8.87	1.00
222.656250	-1.81	9.05	1.00
224.121094	-1.85	9.24	1.00
225.585938	-1.90	9.46	1.00
227.050781	-1.95	9.73	1.00
228.515625	-1.99	10.06	1.00
229.980469	-2.02	10.46	1.00
231.445313	-2.04	10.87	1.00
232.910156	-2.05	11.28	1.00
234.375000	-2.05	11.71	1.00
235.839844	-2.05	12.15	1.00
237.304688	-2.04	12.61	1.00
238.769531	-2.01	13.07	1.00
240.234375	-1.97	13.49	1.00
241.699219	-1.93	13.78	1.00
243.164063	-1.89	13.94	1.00
244.628906	-1.85	14.07	1.00
246.093750	-1.82	14.20	1.00
247.558594	-1.78	14.32	1.00
249.023438	-1.75	14.40	1.00
250.488281	-1.73	14.45	1.00
251.953125	-1.72	14.53	1.00
253.417969	-1.71	14.64	1.00
254.882813	-1.70	14.79	1.00
256.347656	-1.69	15.01	1.00
257.812500	-1.67	15.27	1.00
259.277344	-1.65	15.56	1.00
260.742188	-1.61	15.85	1.00
262.207031	-1.55	16.08	1.00
263.671875	-1.49	16.21	1.00
265.136719	-1.43	16.23	1.00
266.601563	-1.37	16.24	1.00
268.066406	-1.32	16.29	1.00
269.531250	-1.26	16.34	1.00
270.996094	-1.18	16.38	1.00
272.460938	-1.10	16.36	1.00
273.925781	-1.02	16.26	1.00
275.390625	-0.93	16.10	1.00
276.855469	-0.86	15.90	1.00
278.320313	-0.78	15.65	1.00
279.785156	-0.70	15.35	1.00
281.250000	-0.63	14.98	1.00
282.714844	-0.57	14.54	1.00
284.179688	-0.51	14.07	1.00
285.644531	-0.45	13.52	1.00
287.109375	-0.42	12.86	1.00
288.574219	-0.40	12.14	1.00
290.039063	-0.40	11.44	1.00
291.503906	-0.42	10.82	1.00
292.968750	-0.45	10.27	1.00
294.433594	-0.48	9.78	1.00
295.898438	-0.52	9.31	1.00
297.363281	-0.56	8.87	1.00
298.828125	-0.59	8.47	1.00
300.292969	-0.63	8.10	1.00
301.757813	-0.68	7.74	1.00
303.222656	-0.72	7.41	1.00
304.687500	-0.78	7.12	1.00
306.152344	-0.83	6.87	1.00
307.617188	-0.88	6.66	1.00
309.082031	-0.93	6.43	1.00
310.546875	-0.98	6.15	1.00
312.011719	-1.03	5.81	0.99
313.476563	-1.12	5.51	0.98
314.941406	-1.21	5.34	1.00
316.406250	-1.30	5.26	1.00
317.871094	-1.39	5.25	1.00
319.335938	-1.47	5.29	1.00
320.800781	-1.55	5.37	1.00
322.265625	-1.62	5.48	1.00
323.730469	-1.69	5.61	1.00
325.195313	-1.75	5.78	1.00
326.660156	-1.81	5.98	1.00
328.125000	-1.87	6.22	1.00
329.589844	-1.91	6.48	1.00
331.054688	-1.95	6.74	1.00
332.519531	-1.98	7.00	1.00
333.984375	-2.00	7.24	1.00
335.449219	-2.03	7.44	1.00
336.914063	-2.05	7.63	1.00
338.378906	-2.07	7.81	1.00
339.843750	-2.09	7.96	1.00
341.308594	-2.11	8.07	1.00
342.773438	-2.13	8.17	1.00
344.238281	-2.16	8.28	1.00
345.703125	-2.20	8.41	1.00
347.167969	-2.23	8.56	1.00
348.632813	-2.26	8.72	1.00
350.097656	-2.30	8.92	1.00
351.562500	-2.33	9.15	1.00
353.027344	-2.36	9.41	1.00
354.492188	-2.39	9.69	1.00
355.957031	-2.41	9.97	1.00
357.421875	-2.43	10.25	1.00
358.886719	-2.45	10.53	1.00
360.351563	-2.46	10.80	1.00
361.816406	-2.48	11.07	1.00
363.281250	-2.49	11.34	1.00
364.746094	-2.50	11.58	1.00
366.210938	-2.50	11.81	1.00
367.675781	-2.51	12.04	1.00
369.140625	-2.52	12.28	1.00
370.605469	-2.53	12.50	1.00
372.070313	-2.54	12.72	1.00
373.535156	-2.55	12.94	1.00
375.000000	-2.56	13.17	1.00
376.464844	-2.56	13.40	1.00
377.929688	-2.57	13.63	1.00
379.394531	-2.58	13.87	1.00
380.859375	-2.58	14.12	1.00
382.324219	-2.58	14.36	1.00
383.789063	-2.58	14.60	1.00
385.253906	-2.58	14.83	1.00
386.718750	-2.57	15.04	1.00
388.183594	-2.57	15.24	1.00
389.648438	-2.57	15.45	1.00
391.113281	-2.58	15.66	1.00
392.578125	-2.58	15.89	1.00
394.042969	-2.58	16.13	1.00
395.507813	-2.58	16.38	1.00
396.972656	-2.58	16.62	1.00
398.437500	-2.58	16.87	1.00
399.902344	-2.58	17.13	1.00
401.367188	-2.58	17.41	1.00
402.832031	-2.58	17.71	1.00
404.296875	-2.57	18.02	1.00
405.761719	-2.57	18.35	1.00
