	NT2000-150-C		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	1234.57	45.00	1.00
2.929688	-51.86	84.69	1.00
4.394531	-49.94	91.32	0.99
5.859375	-47.56	101.44	0.98
7.324219	-44.16	104.23	0.99
8.789063	1234.57	45.00	1.00
10.253906	1234.57	45.00	1.00
11.718750	-27.03	104.33	0.91
13.183594	-23.70	104.76	0.98
14.648438	-20.02	105.66	0.99
16.113281	-17.99	99.71	1.00
17.578125	-18.16	98.87	1.00
19.042969	-17.83	93.94	1.00
20.507813	-17.85	95.27	1.00
21.972656	1234.57	45.00	1.00
23.437500	1234.57	45.00	1.00
24.902344	1234.57	45.00	1.00
26.367188	1234.57	45.00	1.00
27.832031	1234.57	45.00	1.00
29.296875	1234.57	45.00	1.00
30.761719	1234.57	45.00	1.00
32.226563	1234.57	45.00	1.00
33.691406	-15.93	42.29	0.93
35.156250	-15.04	34.91	0.98
36.621094	-14.52	24.94	1.00
38.085938	-14.48	15.55	0.98
39.550781	-15.18	9.07	0.96
41.015625	-16.75	8.75	0.91
42.480469	-16.64	22.35	0.87
43.945313	-15.32	30.37	0.95
45.410156	-14.27	32.73	0.97
46.875000	-13.10	32.44	0.99
48.339844	-12.14	32.01	0.99
49.804688	-11.15	29.92	0.98
51.269531	-10.38	26.55	1.00
52.734375	-9.70	21.86	0.99
54.199219	-9.38	14.80	0.98
55.664063	-9.57	5.51	0.99
57.128906	-10.11	0.05	0.99
58.593750	-10.61	-3.47	0.99
60.058594	-10.67	-6.15	0.98
61.523438	-10.61	-9.06	0.99
62.988281	-10.76	-12.06	1.00
64.453125	-10.89	-14.64	1.00
65.917969	-11.04	-18.02	0.99
67.382813	-11.38	-22.91	0.98
68.847656	-11.98	-27.17	0.97
70.312500	-12.77	-28.31	0.82
71.777344	-13.11	-24.98	0.49
73.242188	-13.59	-21.00	0.86
74.707031	-13.29	-19.37	0.96
76.171875	-13.30	-21.20	0.99
77.636719	-13.70	-25.26	0.98
79.101563	-14.47	-28.88	0.95
80.566406	-15.54	-29.78	0.95
82.031250	-16.49	-27.51	0.91
83.496094	-17.24	-20.88	0.74
84.960938	-17.58	-11.54	0.64
86.425781	-16.65	-4.23	0.93
87.890625	-15.57	-2.00	0.94
89.355469	-14.81	-3.50	0.98
90.820313	-14.36	-5.31	0.99
92.285156	-14.09	-7.47	0.98
93.750000	-14.04	-10.33	0.96
95.214844	-14.17	-12.61	0.98
96.679688	-14.28	-13.43	0.98
98.144531	-14.31	-14.07	1.00
99.609375	-14.23	-15.13	0.99
101.074219	-14.08	-16.93	0.99
102.539063	-13.95	-18.89	1.00
104.003906	-13.85	-20.93	1.00
105.468750	-13.74	-23.29	0.98
106.933594	-13.76	-26.12	1.00
108.398438	-13.95	-29.38	0.97
109.863281	-14.21	-32.95	0.97
111.328125	-14.45	-36.55	0.98
112.792969	-14.73	-40.63	0.96
114.257813	-15.17	-43.91	0.95
115.722656	-15.81	-41.21	0.71
117.187500	-16.47	-33.76	0.84
118.652344	-16.87	-28.02	0.92
120.117188	-17.23	-24.16	0.98
121.582031	-17.53	-20.05	0.96
123.046875	-17.78	-14.50	0.93
124.511719	-17.61	-8.53	0.55
125.976563	-16.90	-3.40	0.75
127.441406	-16.16	-1.67	0.94
128.906250	-15.58	-2.82	0.98
130.371094	-15.18	-5.46	0.98
131.835938	-14.94	-7.99	0.99
133.300781	-14.82	-9.79	0.95
134.765625	-14.68	-10.29	0.64
136.230469	-14.33	-10.06	0.68
137.695313	-13.85	-10.35	0.90
139.160156	-13.42	-12.26	0.98
140.625000	-13.06	-14.79	1.00
142.089844	-12.76	-17.77	1.00
143.554688	-12.53	-21.21	1.00
145.019531	-12.36	-25.15	0.99
146.484375	-12.25	-28.86	1.00
147.949219	-12.23	-32.38	0.99
149.414063	-12.25	-35.07	0.99
150.878906	-12.32	-36.69	0.99
152.343750	-12.41	-36.60	0.97
153.808594	-12.49	-34.00	0.95
155.273438	-12.54	-26.94	0.83
156.738281	-12.55	-16.42	0.88
158.203125	-12.57	-8.69	0.89
159.667969	-12.60	-5.49	0.98
161.132813	-12.66	-5.61	0.98
162.597656	-12.77	-7.29	0.99
164.062500	-12.91	-9.12	1.00
165.527344	-13.08	-11.10	0.99
166.992188	-13.25	-12.80	0.99
168.457031	-13.40	-14.09	1.00
169.921875	-13.50	-15.32	0.99
171.386719	-13.55	-16.40	0.99
172.851563	-13.53	-17.44	0.99
174.316406	-13.49	-18.79	0.99
175.781250	-13.46	-20.40	0.96
177.246094	-13.42	-22.15	0.97
178.710938	-13.38	-24.49	0.99
180.175781	-13.34	-27.44	0.97
181.640625	-13.34	-30.76	0.99
183.105469	-13.37	-33.60	1.00
184.570313	-13.43	-36.04	0.99
186.035156	-13.48	-38.23	1.00
187.500000	-13.52	-40.20	1.00
188.964844	-13.55	-42.00	0.98
190.429688	-13.60	-43.14	0.95
191.894531	-13.63	-43.22	0.53
193.359375	-13.57	-42.63	0.88
194.824219	-13.43	-42.80	0.97
196.289063	-13.28	-43.65	0.98
197.753906	-13.17	-44.96	0.98
199.218750	-13.12	-46.03	0.97
200.683594	-13.12	-45.93	0.93
202.148438	-13.27	-40.89	0.90
203.613281	-13.54	-24.13	0.93
205.078125	-13.93	-7.66	0.93
206.542969	-14.35	2.40	0.99
208.007813	-14.80	7.47	0.98
209.472656	-15.27	9.26	0.97
210.937500	-15.77	9.33	0.99
212.402344	-16.29	9.09	0.99
213.867188	-16.79	9.06	1.00
215.332031	-17.26	9.23	0.98
216.796875	-17.70	9.60	0.98
218.261719	-18.08	10.30	0.98
219.726563	-18.40	11.12	0.95
221.191406	-18.67	12.10	0.68
222.656250	-18.78	13.13	0.82
224.121094	-18.75	14.08	0.98
225.585938	-18.65	14.81	0.97
227.050781	-18.49	15.28	0.98
228.515625	-18.34	15.36	0.99
229.980469	-18.21	15.19	0.98
231.445313	-18.08	14.96	0.97
232.910156	-17.92	14.55	0.99
234.375000	-17.79	13.92	0.99
235.839844	-17.68	13.26	0.99
237.304688	-17.61	12.67	0.97
238.769531	-17.57	12.59	0.97
240.234375	-17.54	13.48	0.92
241.699219	-17.54	15.30	0.77
243.164063	-17.49	17.45	0.73
244.628906	-17.40	19.18	0.91
246.093750	-17.28	20.20	0.98
247.558594	-17.15	20.64	0.98
249.023438	-16.98	20.75	0.98
250.488281	-16.78	20.55	0.95
251.953125	-16.59	19.80	0.98
253.417969	-16.43	18.67	1.00
254.882813	-16.29	17.37	1.00
256.347656	-16.19	15.98	1.00
257.812500	-16.11	14.52	0.99
259.277344	-16.07	12.99	0.99
260.742188	-16.07	11.53	0.99
262.207031	-16.10	10.43	0.97
263.671875	-16.16	9.76	0.92
265.136719	-16.19	9.43	0.80
266.601563	-16.17	9.09	0.98
268.066406	-16.16	8.52	0.97
269.531250	-16.17	7.88	0.99
270.996094	-16.21	7.32	0.94
272.460938	-16.27	7.09	0.94
273.925781	-16.30	7.16	0.81
275.390625	-16.29	7.41	0.96
276.855469	-16.24	7.52	0.99
278.320313	-16.20	7.52	0.99
279.785156	-16.16	7.54	0.98
281.250000	-16.14	7.74	0.98
282.714844	-16.12	8.22	0.92
284.179688	-16.07	8.97	0.64
285.644531	-15.94	9.84	0.75
287.109375	-15.77	10.41	0.92
288.574219	-15.61	10.39	0.98
290.039063	-15.48	9.75	0.98
291.503906	-15.38	8.71	1.00
292.968750	-15.34	7.49	1.00
294.433594	-15.33	6.22	0.99
295.898438	-15.36	4.97	1.00
297.363281	-15.42	3.89	1.00
298.828125	-15.51	3.00	0.99
300.292969	-15.62	2.35	0.98
301.757813	-15.75	2.01	0.98
303.222656	-15.87	1.88	0.99
304.687500	-15.96	1.90	0.98
306.152344	-16.03	2.00	0.99
307.617188	-16.09	2.08	0.99
309.082031	-16.14	2.17	0.99
310.546875	-16.20	2.41	0.99
312.011719	-16.27	2.81	0.96
313.476563	-16.34	3.61	0.86
314.941406	-16.40	4.72	0.68
316.406250	-16.37	5.78	0.95
317.871094	-16.29	6.68	0.97
319.335938	-16.19	7.37	0.99
320.800781	-16.08	7.77	0.99
322.265625	-15.99	7.89	1.00
323.730469	-15.90	7.80	1.00
325.195313	-15.83	7.54	1.00
326.660156	-15.78	7.16	0.99
328.125000	-15.75	6.72	1.00
329.589844	-15.73	6.35	1.00
331.054688	-15.72	6.08	1.00
332.519531	-15.71	5.92	1.00
333.984375	-15.71	5.86	0.98
335.449219	-15.69	5.82	0.99
336.914063	-15.65	5.75	0.99
338.378906	-15.61	5.66	0.99
339.843750	-15.57	5.58	0.99
341.308594	-15.51	5.46	0.99
342.773438	-15.45	5.25	1.00
344.238281	-15.39	4.94	1.00
345.703125	-15.33	4.53	1.00
347.167969	-15.29	4.07	1.00
348.632813	-15.25	3.55	1.00
350.097656	-15.23	3.00	1.00
351.562500	-15.22	2.41	1.00
353.027344	-15.22	1.80	1.00
354.492188	-15.24	1.21	1.00
355.957031	-15.27	0.72	1.00
357.421875	-15.32	0.35	1.00
358.886719	-15.38	0.14	0.99
360.351563	-15.43	0.08	1.00
361.816406	-15.47	0.12	1.00
363.281250	-15.51	0.23	1.00
364.746094	-15.53	0.40	1.00
366.210938	-15.54	0.63	0.99
367.675781	-15.54	0.92	0.99
369.140625	-15.51	1.25	0.90
370.605469	-15.45	1.56	0.95
372.070313	-15.37	1.76	0.98
373.535156	-15.28	1.83	1.00
375.000000	-15.19	1.75	0.99
376.464844	-15.10	1.53	1.00
377.929688	-15.03	1.24	1.00
379.394531	-14.96	0.93	1.00
380.859375	-14.91	0.60	1.00
382.324219	-14.86	0.29	1.00
383.789063	-14.81	0.01	1.00
385.253906	-14.77	-0.25	1.00
386.718750	-14.73	-0.49	1.00
388.183594	-14.68	-0.72	1.00
389.648438	-14.64	-0.94	1.00
391.113281	-14.59	-1.17	1.00
392.578125	-14.54	-1.40	1.00
394.042969	-14.48	-1.64	1.00
395.507813	-14.43	-1.88	1.00
396.972656	-14.37	-2.13	1.00
