	NT2000-90-C		
407.226563	-6.43	19.81	1.00
408.691406	-6.43	19.93	1.00
410.156250	-6.43	20.06	1.00
411.621094	-6.43	20.19	1.00
413.085938	-6.43	20.32	1.00
414.550781	-6.43	20.46	1.00
416.015625	-6.42	20.63	1.00
417.480469	-6.42	20.83	1.00
418.945313	-6.42	21.03	1.00
420.410156	-6.41	21.25	1.00
421.875000	-6.40	21.47	1.00
423.339844	-6.38	21.68	1.00
424.804688	-6.36	21.89	1.00
426.269531	-6.34	22.09	1.00
427.734375	-6.31	22.28	1.00
429.199219	-6.27	22.45	1.00
430.664063	-6.24	22.59	1.00
432.128906	-6.20	22.70	1.00
433.593750	-6.17	22.79	1.00
435.058594	-6.14	22.87	1.00
436.523438	-6.12	22.94	1.00
437.988281	-6.09	22.99	1.00
439.453125	-6.07	23.04	1.00
440.917969	-6.05	23.08	1.00
442.382813	-6.03	23.13	1.00
443.847656	-6.01	23.20	1.00
445.312500	-5.99	23.29	1.00
446.777344	-5.97	23.39	1.00
448.242188	-5.94	23.50	1.00
449.707031	-5.90	23.61	0.99
451.171875	-5.86	23.68	1.00
452.636719	-5.82	23.71	1.00
454.101563	-5.78	23.70	1.00
455.566406	-5.74	23.65	1.00
457.031250	-5.70	23.56	1.00
458.496094	-5.66	23.44	1.00
459.960938	-5.63	23.30	1.00
461.425781	-5.60	23.15	1.00
462.890625	-5.58	23.00	1.00
464.355469	-5.55	22.85	1.00
465.820313	-5.52	22.69	1.00
467.285156	-5.49	22.50	1.00
468.750000	-5.47	22.28	1.00
470.214844	-5.45	22.05	1.00
471.679688	-5.44	21.79	1.00
473.144531	-5.43	21.53	1.00
474.609375	-5.43	21.26	1.00
476.074219	-5.43	20.99	1.00
477.539063	-5.43	20.72	1.00
479.003906	-5.45	20.47	1.00
480.468750	-5.46	20.23	1.00
481.933594	-5.49	20.02	1.00
483.398438	-5.51	19.84	1.00
484.863281	-5.54	19.70	1.00
486.328125	-5.56	19.59	1.00
487.792969	-5.59	19.49	1.00
489.257813	-5.61	19.39	1.00
490.722656	-5.63	19.29	1.00
492.187500	-5.65	19.17	1.00
493.652344	-5.68	19.05	1.00
495.117188	-5.70	18.92	1.00
496.582031	-5.73	18.81	1.00
498.046875	-5.76	18.70	1.00
499.511719	-5.80	18.60	1.00
500.976563	-5.83	18.53	1.00
502.441406	-5.87	18.47	1.00
503.906250	-5.91	18.44	1.00
505.371094	-5.95	18.44	1.00
506.835938	-5.99	18.46	1.00
508.300781	-6.03	18.50	1.00
509.765625	-6.07	18.55	1.00
511.230469	-6.11	18.61	1.00
512.695313	-6.15	18.69	1.00
514.160156	-6.19	18.79	1.00
515.625000	-6.23	18.91	1.00
517.089844	-6.26	19.04	1.00
518.554688	-6.30	19.19	1.00
520.019531	-6.33	19.34	1.00
521.484375	-6.36	19.49	1.00
522.949219	-6.39	19.64	1.00
524.414063	-6.42	19.79	1.00
525.878906	-6.46	19.95	1.00
527.343750	-6.49	20.11	1.00
528.808594	-6.52	20.29	1.00
530.273438	-6.56	20.48	1.00
531.738281	-6.59	20.68	1.00
533.203125	-6.63	20.90	1.00
534.667969	-6.66	21.14	1.00
536.132813	-6.70	21.40	1.00
537.597656	-6.73	21.69	1.00
539.062500	-6.77	21.99	1.00
540.527344	-6.80	22.32	1.00
541.992188	-6.84	22.67	1.00
543.457031	-6.87	23.06	1.00
544.921875	-6.90	23.49	0.99
546.386719	-6.92	23.94	0.99
547.851563	-6.94	24.42	1.00
549.316406	-6.95	24.89	1.00
550.781250	-6.95	25.37	1.00
552.246094	-6.96	25.84	1.00
553.710938	-6.95	26.32	1.00
555.175781	-6.95	26.80	1.00
556.640625	-6.93	27.29	1.00
558.105469	-6.91	27.78	0.98
559.570313	-6.88	28.23	0.99
561.035156	-6.84	28.64	1.00
562.500000	-6.80	29.02	1.00
563.964844	-6.76	29.35	1.00
565.429688	-6.72	29.64	1.00
566.894531	-6.68	29.89	1.00
568.359375	-6.64	30.10	1.00
569.824219	-6.61	30.29	1.00
571.289063	-6.57	30.46	1.00
572.753906	-6.55	30.63	1.00
574.218750	-6.52	30.80	1.00
575.683594	-6.49	30.98	1.00
577.148438	-6.47	31.17	1.00
578.613281	-6.45	31.39	1.00
580.078125	-6.42	31.61	1.00
581.542969	-6.39	31.83	1.00
583.007813	-6.35	32.05	1.00
584.472656	-6.31	32.26	1.00
585.937500	-6.27	32.46	1.00
587.402344	-6.23	32.64	1.00
588.867188	-6.18	32.81	1.00
590.332031	-6.12	32.95	1.00
591.796875	-6.07	33.08	1.00
593.261719	-6.01	33.17	1.00
594.726563	-5.95	33.25	0.98
596.191406	-5.88	33.28	0.95
597.656250	-5.82	33.24	0.97
599.121094	-5.77	33.13	0.98
600.585938	-5.72	33.00	1.00
602.050781	-5.68	32.86	1.00
603.515625	-5.65	32.74	1.00
604.980469	-5.62	32.63	1.00
606.445313	-5.59	32.52	1.00
607.910156	-5.56	32.42	1.00
609.375000	-5.54	32.32	1.00
610.839844	-5.51	32.22	1.00
612.304688	-5.49	32.13	1.00
613.769531	-5.46	32.04	1.00
615.234375	-5.44	31.94	1.00
616.699219	-5.41	31.85	1.00
618.164063	-5.39	31.74	1.00
619.628906	-5.37	31.63	1.00
621.093750	-5.34	31.51	1.00
622.558594	-5.32	31.37	1.00
624.023438	-5.30	31.23	1.00
625.488281	-5.28	31.07	1.00
626.953125	-5.26	30.92	1.00
628.417969	-5.24	30.75	1.00
629.882813	-5.22	30.55	0.99
631.347656	-5.21	30.34	1.00
632.812500	-5.20	30.14	0.99
634.277344	-5.19	29.96	0.99
635.742188	-5.19	29.81	1.00
637.207031	-5.19	29.67	1.00
638.671875	-5.18	29.54	1.00
640.136719	-5.18	29.42	1.00
641.601563	-5.18	29.31	1.00
643.066406	-5.18	29.19	1.00
644.531250	-5.19	29.07	1.00
645.996094	-5.19	28.95	1.00
647.460938	-5.19	28.84	1.00
648.925781	-5.20	28.73	1.00
650.390625	-5.20	28.63	1.00
651.855469	-5.21	28.53	1.00
653.320313	-5.22	28.44	1.00
654.785156	-5.22	28.35	1.00
656.250000	-5.23	28.26	1.00
657.714844	-5.24	28.18	1.00
659.179688	-5.24	28.09	1.00
660.644531	-5.25	28.00	1.00
662.109375	-5.25	27.91	0.99
663.574219	-5.26	27.82	0.99
665.039063	-5.27	27.71	1.00
666.503906	-5.28	27.60	1.00
667.968750	-5.28	27.47	0.98
669.433594	-5.29	27.32	0.98
670.898438	-5.31	27.19	1.00
672.363281	-5.32	27.08	0.97
673.828125	-5.34	27.00	0.97
675.292969	-5.36	26.93	0.98
676.757813	-5.37	26.88	0.97
678.222656	-5.39	26.84	0.99
679.687500	-5.42	26.81	0.99
681.152344	-5.44	26.80	0.99
682.617188	-5.48	26.80	1.00
684.082031	-5.51	26.83	1.00
685.546875	-5.54	26.89	1.00
687.011719	-5.57	26.97	1.00
688.476563	-5.60	27.07	1.00
689.941406	-5.63	27.17	1.00
691.406250	-5.65	27.28	1.00
692.871094	-5.68	27.39	1.00
694.335938	-5.70	27.51	1.00
695.800781	-5.72	27.62	1.00
697.265625	-5.74	27.75	1.00
698.730469	-5.76	27.87	1.00
700.195313	-5.78	27.99	1.00
701.660156	-5.80	28.12	1.00
703.125000	-5.82	28.25	1.00
704.589844	-5.84	28.38	1.00
706.054688	-5.86	28.51	1.00
707.519531	-5.87	28.64	1.00
708.984375	-5.89	28.78	1.00
710.449219	-5.91	28.93	1.00
711.914063	-5.93	29.08	1.00
713.378906	-5.95	29.24	1.00
714.843750	-5.97	29.41	1.00
716.308594	-5.99	29.59	1.00
717.773438	-6.00	29.79	1.00
719.238281	-6.02	29.99	1.00
720.703125	-6.04	30.19	1.00
722.167969	-6.05	30.39	1.00
723.632813	-6.06	30.59	1.00
725.097656	-6.08	30.81	1.00
726.562500	-6.09	31.04	1.00
728.027344	-6.10	31.29	1.00
729.492188	-6.12	31.55	0.98
730.957031	-6.12	31.82	1.00
732.421875	-6.13	32.09	0.99
733.886719	-6.13	32.37	0.99
735.351563	-6.13	32.66	0.99
736.816406	-6.13	32.95	0.95
738.281250	-6.12	33.23	1.00
739.746094	-6.11	33.50	1.00
741.210938	-6.09	33.77	0.97
742.675781	-6.08	34.03	0.98
744.140625	-6.06	34.30	0.98
745.605469	-6.04	34.55	0.99
747.070313	-6.02	34.79	0.99
748.535156	-5.99	35.00	0.99
750.000000	-5.97	35.18	0.99
751.464844	-5.94	35.34	0.99
752.929688	-5.92	35.48	0.99
754.394531	-5.90	35.61	1.00
755.859375	-5.88	35.73	1.00
757.324219	-5.86	35.84	1.00
758.789063	-5.84	35.95	1.00
760.253906	-5.82	36.05	1.00
761.718750	-5.80	36.15	1.00
763.183594	-5.78	36.23	1.00
764.648438	-5.77	36.30	1.00
766.113281	-5.75	36.37	1.00
767.578125	-5.74	36.44	1.00
769.042969	-5.73	36.51	1.00
770.507813	-5.72	36.59	1.00
771.972656	-5.71	36.67	1.00
773.437500	-5.70	36.76	1.00
774.902344	-5.69	36.85	1.00
776.367188	-5.68	36.94	1.00
777.832031	-5.67	37.05	1.00
779.296875	-5.66	37.16	1.00
780.761719	-5.65	37.29	1.00
782.226563	-5.64	37.42	1.00
783.691406	-5.63	37.56	1.00
785.156250	-5.61	37.70	1.00
786.621094	-5.60	37.84	1.00
788.085938	-5.58	37.97	1.00
789.550781	-5.56	38.10	1.00
791.015625	-5.53	38.23	1.00
792.480469	-5.51	38.35	1.00
793.945313	-5.48	38.45	1.00
795.410156	-5.45	38.55	1.00
796.875000	-5.42	38.63	1.00
798.339844	-5.39	38.69	1.00
799.804688	-5.36	38.75	1.00
801.269531	-5.33	38.78	1.00
802.734375	-5.31	38.81	1.00
804.199219	-5.28	38.82	1.00
805.664063	-5.25	38.83	1.00
807.128906	-5.22	38.84	1.00
808.593750	-5.19	38.83	1.00
810.058594	-5.16	38.82	1.00
811.523438	-5.14	38.80	1.00
812.988281	-5.11	38.76	0.99
814.453125	-5.08	38.70	0.99
815.917969	-5.05	38.62	1.00
817.382813	-5.03	38.53	0.99
818.847656	-5.01	38.44	1.00
820.312500	-4.99	38.35	1.00
821.777344	-4.97	38.26	0.99
823.242188	-4.95	38.17	0.98
824.707031	-4.94	38.09	0.98
826.171875	-4.93	38.02	0.99
827.636719	-4.91	37.96	0.99
829.101563	-4.90	37.90	0.99
830.566406	-4.89	37.83	1.00
832.031250	-4.87	37.76	1.00
833.496094	-4.86	37.68	1.00
834.960938	-4.85	37.59	1.00
836.425781	-4.83	37.49	1.00
837.890625	-4.82	37.39	1.00
839.355469	-4.81	37.29	1.00
840.820313	-4.80	37.17	1.00
842.285156	-4.79	37.05	1.00
843.750000	-4.79	36.92	1.00
845.214844	-4.78	36.79	1.00
846.679688	-4.78	36.65	1.00
848.144531	-4.78	36.52	1.00
849.609375	-4.79	36.40	1.00
851.074219	-4.79	36.30	1.00
852.539063	-4.80	36.20	1.00
854.003906	-4.81	36.12	1.00
855.468750	-4.81	36.05	1.00
856.933594	-4.82	35.98	1.00
858.398438	-4.83	35.92	1.00
859.863281	-4.84	35.87	1.00
861.328125	-4.85	35.82	1.00
862.792969	-4.85	35.78	1.00
864.257813	-4.86	35.75	1.00
865.722656	-4.87	35.73	1.00
867.187500	-4.87	35.70	1.00
868.652344	-4.88	35.68	1.00
870.117188	-4.88	35.66	1.00
871.582031	-4.89	35.63	1.00
873.046875	-4.89	35.60	1.00
874.511719	-4.90	35.57	1.00
875.976563	-4.90	35.53	1.00
877.441406	-4.91	35.49	0.99
878.906250	-4.92	35.45	1.00
880.371094	-4.93	35.42	1.00
881.835938	-4.94	35.39	1.00
883.300781	-4.95	35.36	1.00
884.765625	-4.96	35.33	1.00
886.230469	-4.97	35.31	1.00
887.695313	-4.98	35.30	1.00
889.160156	-4.99	35.28	1.00
890.625000	-5.00	35.26	1.00
892.089844	-5.01	35.25	1.00
893.554688	-5.03	35.23	1.00
895.019531	-5.04	35.23	1.00
896.484375	-5.05	35.24	1.00
897.949219	-5.06	35.25	1.00
899.414063	-5.08	35.27	1.00
900.878906	-5.09	35.30	1.00
902.343750	-5.10	35.33	1.00
903.808594	-5.11	35.36	1.00
905.273438	-5.12	35.39	1.00
906.738281	-5.12	35.43	1.00
908.203125	-5.13	35.47	1.00
909.667969	-5.14	35.51	1.00
911.132813	-5.14	35.54	1.00
912.597656	-5.15	35.57	1.00
914.062500	-5.15	35.60	1.00
915.527344	-5.16	35.62	1.00
916.992188	-5.16	35.65	1.00
918.457031	-5.17	35.67	1.00
919.921875	-5.17	35.68	1.00
921.386719	-5.17	35.69	1.00
922.851563	-5.18	35.68	1.00
924.316406	-5.19	35.68	1.00
925.781250	-5.19	35.67	1.00
927.246094	-5.20	35.67	1.00
928.710938	-5.21	35.68	1.00
930.175781	-5.22	35.69	1.00
931.640625	-5.23	35.70	1.00
933.105469	-5.24	35.71	1.00
934.570313	-5.25	35.72	1.00
936.035156	-5.26	35.73	1.00
937.500000	-5.27	35.74	1.00
938.964844	-5.28	35.76	1.00
940.429688	-5.29	35.79	1.00
941.894531	-5.31	35.82	1.00
943.359375	-5.32	35.87	1.00
944.824219	-5.34	35.92	1.00
946.289063	-5.35	35.98	1.00
947.753906	-5.36	36.05	1.00
949.218750	-5.37	36.12	1.00
950.683594	-5.38	36.19	1.00
952.148438	-5.39	36.27	1.00
953.613281	-5.40	36.34	1.00
955.078125	-5.41	36.43	1.00
956.542969	-5.42	36.51	1.00
958.007813	-5.43	36.59	1.00
959.472656	-5.44	36.67	1.00
960.937500	-5.45	36.75	1.00
962.402344	-5.46	36.84	1.00
963.867188	-5.47	36.94	1.00
965.332031	-5.49	37.05	1.00
966.796875	-5.50	37.16	1.00
968.261719	-5.50	37.28	1.00
969.726563	-5.51	37.41	1.00
971.191406	-5.52	37.54	1.00
972.656250	-5.52	37.68	1.00
974.121094	-5.53	37.82	1.00
975.585938	-5.53	37.96	1.00
977.050781	-5.53	38.11	1.00
978.515625	-5.53	38.24	1.00
979.980469	-5.52	38.38	1.00
981.445313	-5.52	38.50	1.00
982.910156	-5.51	38.62	0.99
984.375000	-5.51	38.73	1.00
985.839844	-5.50	38.83	0.99
987.304688	-5.49	38.91	0.99
988.769531	-5.48	38.99	0.99
990.234375	-5.47	39.04	0.99
991.699219	-5.47	39.08	1.00
993.164063	-5.46	39.11	1.00
994.628906	-5.46	39.14	0.99
996.093750	-5.45	39.15	1.00
997.558594	-5.45	39.16	1.00
999.023438	-5.45	39.17	1.00
1000.488281	-5.45	39.19	1.00
1001.953125	-5.45	39.21	1.00
1003.417969	-5.45	39.23	1.00
1004.882813	-5.45	39.24	1.00
1006.347656	-5.45	39.25	1.00
1007.812500	-5.46	39.26	1.00
1009.277344	-5.46	39.26	1.00
1010.742188	-5.47	39.27	1.00
1012.207031	-5.47	39.29	1.00
1013.671875	-5.48	39.32	1.00
1015.136719	-5.49	39.35	1.00
1016.601563	-5.49	39.39	1.00
1018.066406	-5.50	39.43	1.00
1019.531250	-5.51	39.48	1.00
1020.996094	-5.51	39.54	1.00
1022.460938	-5.52	39.59	1.00
1023.925781	-5.52	39.65	1.00
1025.390625	-5.53	39.70	1.00
1026.855469	-5.53	39.75	1.00
1028.320313	-5.53	39.81	1.00
1029.785156	-5.54	39.85	1.00
1031.250000	-5.54	39.90	1.00
1032.714844	-5.54	39.95	1.00
1034.179688	-5.54	39.99	1.00
1035.644531	-5.55	40.03	1.00
1037.109375	-5.55	40.08	1.00
1038.574219	-5.56	40.13	1.00
1040.039063	-5.56	40.18	1.00
1041.503906	-5.56	40.24	1.00
1042.968750	-5.57	40.31	1.00
1044.433594	-5.57	40.37	1.00
1045.898438	-5.57	40.43	1.00
1047.363281	-5.57	40.49	1.00
1048.828125	-5.57	40.55	1.00
1050.292969	-5.56	40.61	0.99
1051.757813	-5.56	40.66	1.00
1053.222656	-5.55	40.70	0.98
1054.687500	-5.55	40.72	0.99
1056.152344	-5.54	40.72	1.00
1057.617188	-5.54	40.71	1.00
1059.082031	-5.54	40.69	1.00
1060.546875	-5.54	40.67	1.00
1062.011719	-5.54	40.64	1.00
1063.476563	-5.55	40.62	1.00
1064.941406	-5.55	40.61	1.00
1066.406250	-5.56	40.62	1.00
1067.871094	-5.57	40.63	1.00
1069.335938	-5.58	40.66	1.00
1070.800781	-5.59	40.70	1.00
1072.265625	-5.60	40.74	1.00
1073.730469	-5.61	40.79	1.00
1075.195313	-5.61	40.85	1.00
1076.660156	-5.62	40.91	1.00
1078.125000	-5.63	40.98	1.00
1079.589844	-5.63	41.05	0.99
1081.054688	-5.63	41.11	0.99
1082.519531	-5.64	41.17	1.00
1083.984375	-5.64	41.22	1.00
1085.449219	-5.64	41.26	1.00
1086.914063	-5.64	41.30	1.00
1088.378906	-5.65	41.33	1.00
1089.843750	-5.65	41.37	1.00
1091.308594	-5.65	41.40	1.00
1092.773438	-5.65	41.43	1.00
1094.238281	-5.66	41.47	1.00
1095.703125	-5.66	41.50	0.98
1097.167969	-5.67	41.54	0.99
1098.632813	-5.67	41.57	0.99
1100.097656	-5.68	41.60	1.00
1101.562500	-5.68	41.64	1.00
1103.027344	-5.69	41.68	1.00
1104.492188	-5.69	41.72	1.00
1105.957031	-5.70	41.77	0.99
1107.421875	-5.71	41.81	1.00
1108.886719	-5.71	41.86	1.00
1110.351563	-5.72	41.91	1.00
1111.816406	-5.72	41.96	0.99
1113.281250	-5.73	42.01	1.00
1114.746094	-5.73	42.06	1.00
1116.210938	-5.74	42.10	1.00
1117.675781	-5.75	42.14	1.00
1119.140625	-5.75	42.19	1.00
1120.605469	-5.76	42.24	1.00
1122.070313	-5.77	42.30	1.00
1123.535156	-5.78	42.37	1.00
1125.000000	-5.79	42.45	1.00
1126.464844	-5.80	42.53	1.00
