	NT2000-60-C		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	1234.57	45.00	1.00
2.929688	-51.86	84.69	1.00
4.394531	-49.94	91.32	0.99
5.859375	-47.56	101.44	0.98
7.324219	-44.16	104.23	0.99
8.789063	1234.57	45.00	1.00
10.253906	1234.57	45.00	1.00
11.718750	-27.03	104.33	0.91
13.183594	-23.70	104.76	0.98
14.648438	-20.02	105.66	0.99
16.113281	-17.99	99.71	1.00
17.578125	-18.16	98.87	1.00
19.042969	-17.83	93.94	1.00
20.507813	-17.85	95.27	1.00
21.972656	1234.57	45.00	1.00
23.437500	1234.57	45.00	1.00
24.902344	1234.57	45.00	1.00
26.367188	1234.57	45.00	1.00
27.832031	1234.57	45.00	1.00
29.296875	1234.57	45.00	1.00
30.761719	1234.57	45.00	1.00
32.226563	1234.57	45.00	1.00
33.691406	-4.21	34.92	1.00
35.156250	-4.37	32.14	1.00
36.621094	-4.38	31.23	1.00
38.085938	-4.43	31.62	1.00
39.550781	-4.40	31.43	1.00
41.015625	-4.30	30.50	1.00
42.480469	-4.23	28.95	1.00
43.945313	-4.15	27.79	1.00
45.410156	-4.05	26.22	1.00
46.875000	-4.05	25.13	1.00
48.339844	-4.10	24.23	1.00
49.804688	-4.28	24.27	1.00
51.269531	-4.47	25.05	1.00
52.734375	-4.56	26.16	1.00
54.199219	-4.57	27.71	1.00
55.664063	-4.37	28.53	1.00
57.128906	-4.15	28.24	1.00
58.593750	-3.88	28.06	1.00
60.058594	-3.74	27.56	1.00
61.523438	-3.71	26.80	1.00
62.988281	-3.70	26.20	1.00
64.453125	-3.70	25.81	1.00
65.917969	-3.68	25.47	1.00
67.382813	-3.55	24.96	1.00
68.847656	-3.33	23.92	1.00
70.312500	-3.19	22.21	0.99
71.777344	-3.26	20.43	1.00
73.242188	-3.50	19.46	1.00
74.707031	-3.70	20.13	1.00
76.171875	-3.79	21.54	1.00
77.636719	-3.70	22.65	1.00
79.101563	-3.48	23.12	1.00
80.566406	-3.33	22.99	1.00
82.031250	-3.26	22.61	1.00
83.496094	-3.24	22.29	1.00
84.960938	-3.25	22.18	1.00
86.425781	-3.28	22.17	1.00
87.890625	-3.28	22.20	1.00
89.355469	-3.24	22.36	1.00
90.820313	-3.16	22.37	1.00
92.285156	-3.07	22.45	1.00
93.750000	-2.96	22.54	1.00
95.214844	-2.85	22.62	1.00
96.679688	-2.75	22.59	1.00
98.144531	-2.66	22.49	1.00
99.609375	-2.57	22.29	1.00
101.074219	-2.51	22.09	1.00
102.539063	-2.46	21.90	1.00
104.003906	-2.42	21.66	1.00
105.468750	-2.39	21.38	1.00
106.933594	-2.37	21.21	1.00
108.398438	-2.32	21.16	1.00
109.863281	-2.23	21.19	1.00
111.328125	-2.12	20.93	1.00
112.792969	-2.03	20.28	1.00
114.257813	-1.96	19.21	1.00
115.722656	-1.98	17.99	0.99
117.187500	-2.05	17.13	1.00
118.652344	-2.11	16.62	1.00
120.117188	-2.15	16.21	1.00
121.582031	-2.17	15.75	1.00
123.046875	-2.20	15.21	1.00
124.511719	-2.26	14.66	1.00
125.976563	-2.37	14.17	1.00
127.441406	-2.51	13.96	1.00
128.906250	-2.68	14.12	1.00
130.371094	-2.81	14.71	1.00
131.835938	-2.90	15.46	1.00
133.300781	-2.93	16.25	1.00
134.765625	-2.94	17.07	1.00
136.230469	-2.91	17.90	1.00
137.695313	-2.86	18.74	1.00
139.160156	-2.78	19.56	1.00
140.625000	-2.68	20.31	1.00
142.089844	-2.53	20.92	1.00
143.554688	-2.33	21.30	1.00
145.019531	-2.11	21.18	1.00
146.484375	-1.89	20.66	1.00
147.949219	-1.70	19.92	1.00
149.414063	-1.54	18.96	1.00
150.878906	-1.42	17.84	1.00
152.343750	-1.34	16.61	1.00
153.808594	-1.27	15.31	1.00
155.273438	-1.23	13.82	1.00
156.738281	-1.21	12.12	0.99
158.203125	-1.24	10.39	1.00
159.667969	-1.31	9.18	1.00
161.132813	-1.43	8.45	1.00
162.597656	-1.55	7.83	1.00
164.062500	-1.67	7.31	1.00
165.527344	-1.80	6.97	1.00
166.992188	-1.94	6.85	1.00
168.457031	-2.07	6.90	1.00
169.921875	-2.18	7.03	1.00
171.386719	-2.28	7.21	1.00
172.851563	-2.36	7.45	1.00
174.316406	-2.44	7.72	1.00
175.781250	-2.50	7.99	1.00
177.246094	-2.57	8.23	1.00
178.710938	-2.63	8.59	1.00
180.175781	-2.68	9.06	1.00
181.640625	-2.70	9.52	1.00
183.105469	-2.71	9.92	1.00
184.570313	-2.71	10.27	1.00
186.035156	-2.69	10.57	1.00
187.500000	-2.65	10.72	1.00
188.964844	-2.61	10.65	1.00
190.429688	-2.57	10.36	0.99
191.894531	-2.57	10.02	0.99
193.359375	-2.61	9.83	1.00
194.824219	-2.63	9.75	1.00
196.289063	-2.64	9.71	1.00
197.753906	-2.64	9.64	1.00
199.218750	-2.64	9.47	1.00
200.683594	-2.62	9.16	0.99
202.148438	-2.61	8.66	0.99
203.613281	-2.65	8.18	1.00
205.078125	-2.72	7.86	1.00
206.542969	-2.79	7.67	1.00
208.007813	-2.87	7.52	1.00
209.472656	-2.96	7.42	1.00
210.937500	-3.06	7.41	1.00
212.402344	-3.17	7.60	1.00
213.867188	-3.25	7.86	1.00
215.332031	-3.32	8.20	1.00
216.796875	-3.38	8.53	1.00
218.261719	-3.44	8.85	1.00
219.726563	-3.49	9.20	1.00
221.191406	-3.55	9.59	1.00
222.656250	-3.60	10.01	1.00
224.121094	-3.65	10.43	1.00
225.585938	-3.69	10.87	1.00
227.050781	-3.74	11.37	1.00
228.515625	-3.79	11.94	1.00
229.980469	-3.82	12.56	1.00
231.445313	-3.84	13.22	1.00
232.910156	-3.86	13.91	1.00
234.375000	-3.87	14.64	1.00
235.839844	-3.87	15.40	1.00
237.304688	-3.86	16.20	1.00
238.769531	-3.82	17.00	1.00
240.234375	-3.76	17.78	0.99
241.699219	-3.68	18.46	1.00
243.164063	-3.58	19.00	1.00
244.628906	-3.50	19.45	1.00
246.093750	-3.41	19.84	1.00
247.558594	-3.33	20.17	1.00
249.023438	-3.25	20.45	1.00
250.488281	-3.17	20.66	1.00
251.953125	-3.09	20.83	1.00
253.417969	-3.01	20.97	1.00
254.882813	-2.94	21.10	1.00
256.347656	-2.87	21.25	1.00
257.812500	-2.80	21.42	1.00
259.277344	-2.71	21.61	1.00
260.742188	-2.62	21.79	1.00
262.207031	-2.51	21.87	1.00
263.671875	-2.39	21.81	1.00
265.136719	-2.28	21.58	0.99
266.601563	-2.17	21.32	1.00
268.066406	-2.07	21.07	1.00
269.531250	-1.98	20.81	1.00
270.996094	-1.88	20.53	1.00
272.460938	-1.78	20.23	1.00
273.925781	-1.69	19.81	1.00
275.390625	-1.61	19.29	1.00
276.855469	-1.54	18.73	1.00
278.320313	-1.48	18.12	1.00
279.785156	-1.43	17.46	1.00
281.250000	-1.40	16.76	1.00
282.714844	-1.38	16.09	1.00
284.179688	-1.37	15.42	1.00
285.644531	-1.36	14.74	1.00
287.109375	-1.35	14.05	1.00
288.574219	-1.35	13.31	1.00
290.039063	-1.37	12.57	1.00
291.503906	-1.40	11.87	1.00
292.968750	-1.45	11.23	1.00
294.433594	-1.50	10.65	1.00
295.898438	-1.56	10.10	1.00
297.363281	-1.62	9.62	1.00
298.828125	-1.70	9.21	1.00
300.292969	-1.77	8.83	1.00
301.757813	-1.85	8.51	1.00
303.222656	-1.93	8.25	1.00
304.687500	-2.01	8.04	1.00
306.152344	-2.09	7.89	1.00
307.617188	-2.17	7.79	1.00
309.082031	-2.25	7.71	1.00
310.546875	-2.33	7.63	1.00
312.011719	-2.41	7.54	0.99
313.476563	-2.50	7.51	0.99
314.941406	-2.58	7.57	1.00
316.406250	-2.66	7.66	1.00
317.871094	-2.73	7.78	1.00
319.335938	-2.79	7.90	1.00
320.800781	-2.85	8.04	1.00
322.265625	-2.91	8.18	1.00
323.730469	-2.96	8.34	1.00
325.195313	-3.02	8.54	1.00
326.660156	-3.07	8.79	1.00
328.125000	-3.12	9.08	1.00
329.589844	-3.16	9.41	1.00
331.054688	-3.20	9.72	1.00
332.519531	-3.22	10.02	1.00
333.984375	-3.24	10.30	1.00
335.449219	-3.26	10.53	1.00
336.914063	-3.28	10.72	1.00
338.378906	-3.30	10.91	1.00
339.843750	-3.32	11.09	1.00
341.308594	-3.34	11.26	1.00
342.773438	-3.36	11.41	1.00
344.238281	-3.38	11.55	1.00
345.703125	-3.40	11.70	1.00
347.167969	-3.43	11.85	1.00
348.632813	-3.45	12.00	1.00
350.097656	-3.48	12.18	1.00
351.562500	-3.51	12.40	1.00
353.027344	-3.54	12.65	1.00
354.492188	-3.57	12.93	1.00
355.957031	-3.58	13.23	1.00
357.421875	-3.60	13.53	1.00
358.886719	-3.61	13.82	1.00
360.351563	-3.62	14.11	1.00
361.816406	-3.62	14.39	1.00
363.281250	-3.63	14.66	1.00
364.746094	-3.63	14.92	1.00
366.210938	-3.63	15.15	1.00
367.675781	-3.63	15.37	1.00
369.140625	-3.63	15.59	1.00
370.605469	-3.63	15.80	1.00
372.070313	-3.63	16.00	1.00
373.535156	-3.63	16.20	1.00
375.000000	-3.63	16.40	1.00
376.464844	-3.63	16.60	1.00
377.929688	-3.64	16.80	1.00
379.394531	-3.64	17.02	1.00
380.859375	-3.64	17.24	1.00
382.324219	-3.65	17.48	1.00
383.789063	-3.64	17.72	1.00
385.253906	-3.64	17.97	1.00
386.718750	-3.63	18.22	1.00
388.183594	-3.62	18.44	1.00
389.648438	-3.61	18.62	1.00
391.113281	-3.61	18.80	1.00
392.578125	-3.60	18.97	1.00
394.042969	-3.60	19.15	1.00
395.507813	-3.59	19.33	1.00
396.972656	-3.59	19.49	1.00
398.437500	-3.59	19.67	1.00
399.902344	-3.60	19.86	1.00
401.367188	-3.60	20.09	1.00
402.832031	-3.60	20.34	1.00
404.296875	-3.61	20.61	1.00
405.761719	-3.60	20.90	1.00
