	NT2000-30-C		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
1.464844	1234.57	45.00	1.00
2.929688	-51.86	84.69	1.00
4.394531	-49.94	91.32	0.99
5.859375	-47.56	101.44	0.98
7.324219	-44.16	104.23	0.99
8.789063	1234.57	45.00	1.00
10.253906	1234.57	45.00	1.00
11.718750	-27.03	104.33	0.91
13.183594	-23.70	104.76	0.98
14.648438	-20.02	105.66	0.99
16.113281	-17.99	99.71	1.00
17.578125	-18.16	98.87	1.00
19.042969	-17.83	93.94	1.00
20.507813	-17.85	95.27	1.00
21.972656	1234.57	45.00	1.00
23.437500	1234.57	45.00	1.00
24.902344	1234.57	45.00	1.00
26.367188	1234.57	45.00	1.00
27.832031	1234.57	45.00	1.00
29.296875	1234.57	45.00	1.00
30.761719	1234.57	45.00	1.00
32.226563	1234.57	45.00	1.00
33.691406	-2.44	36.23	1.00
35.156250	-2.61	35.54	1.00
36.621094	-2.76	34.18	1.00
38.085938	-2.71	33.69	1.00
39.550781	-2.54	33.47	1.00
41.015625	-2.32	32.33	1.00
42.480469	-2.21	29.89	1.00
43.945313	-2.27	27.86	1.00
45.410156	-2.36	26.56	1.00
46.875000	-2.50	25.56	1.00
48.339844	-2.70	24.40	1.00
49.804688	-2.96	24.12	1.00
51.269531	-3.25	24.76	1.00
52.734375	-3.45	26.65	1.00
54.199219	-3.53	28.86	1.00
55.664063	-3.36	30.33	1.00
57.128906	-2.93	31.10	1.00
58.593750	-2.65	31.14	1.00
60.058594	-2.46	30.23	1.00
61.523438	-2.34	29.64	1.00
62.988281	-2.23	29.14	1.00
64.453125	-2.16	28.98	1.00
65.917969	-2.05	29.07	1.00
67.382813	-1.82	29.05	1.00
68.847656	-1.52	27.97	1.00
70.312500	-1.35	26.12	1.00
71.777344	-1.38	24.53	1.00
73.242188	-1.51	23.71	1.00
74.707031	-1.72	24.05	1.00
76.171875	-1.78	24.76	1.00
77.636719	-1.65	25.19	1.00
79.101563	-1.47	25.00	1.00
80.566406	-1.30	24.00	1.00
82.031250	-1.23	22.99	1.00
83.496094	-1.24	21.95	1.00
84.960938	-1.31	21.28	1.00
86.425781	-1.43	21.09	1.00
87.890625	-1.50	21.24	1.00
89.355469	-1.54	21.66	1.00
90.820313	-1.53	22.11	1.00
92.285156	-1.52	22.63	1.00
93.750000	-1.45	23.05	1.00
95.214844	-1.34	23.11	1.00
96.679688	-1.25	23.10	1.00
98.144531	-1.18	23.02	1.00
99.609375	-1.11	22.90	1.00
101.074219	-1.05	22.77	1.00
102.539063	-0.97	22.58	1.00
104.003906	-0.87	22.31	1.00
105.468750	-0.78	22.07	1.00
106.933594	-0.68	21.87	1.00
108.398438	-0.56	21.67	1.00
109.863281	-0.41	21.26	1.00
111.328125	-0.27	20.53	1.00
112.792969	-0.12	19.41	1.00
114.257813	-0.02	17.81	0.99
115.722656	-0.02	16.18	1.00
117.187500	-0.11	15.10	1.00
118.652344	-0.18	14.42	1.00
120.117188	-0.22	13.83	1.00
121.582031	-0.25	13.16	1.00
123.046875	-0.29	12.34	1.00
124.511719	-0.35	11.45	1.00
125.976563	-0.46	10.58	1.00
127.441406	-0.61	10.09	1.00
128.906250	-0.76	10.17	1.00
130.371094	-0.90	10.66	1.00
131.835938	-0.98	11.29	1.00
133.300781	-1.03	11.85	1.00
134.765625	-1.06	12.27	1.00
136.230469	-1.11	12.80	1.00
137.695313	-1.15	13.49	1.00
139.160156	-1.16	14.26	1.00
140.625000	-1.12	15.01	1.00
142.089844	-1.04	15.68	1.00
143.554688	-0.91	16.20	1.00
145.019531	-0.75	16.44	1.00
146.484375	-0.59	16.35	1.00
147.949219	-0.43	15.95	1.00
149.414063	-0.29	15.21	1.00
150.878906	-0.19	14.16	1.00
152.343750	-0.13	13.03	1.00
153.808594	-0.10	11.83	1.00
155.273438	-0.12	10.55	1.00
156.738281	-0.19	9.27	1.00
158.203125	-0.32	8.22	1.00
159.667969	-0.47	7.63	1.00
161.132813	-0.61	7.45	1.00
162.597656	-0.73	7.39	1.00
164.062500	-0.84	7.39	1.00
165.527344	-0.95	7.47	1.00
166.992188	-1.05	7.67	1.00
168.457031	-1.14	7.97	1.00
169.921875	-1.21	8.29	1.00
171.386719	-1.28	8.64	1.00
172.851563	-1.34	9.04	1.00
174.316406	-1.38	9.49	1.00
175.781250	-1.41	9.88	1.00
177.246094	-1.44	10.32	1.00
178.710938	-1.45	10.88	1.00
180.175781	-1.43	11.53	1.00
181.640625	-1.38	12.12	1.00
183.105469	-1.32	12.56	1.00
184.570313	-1.24	12.88	1.00
186.035156	-1.16	13.07	1.00
187.500000	-1.06	13.13	1.00
188.964844	-0.97	13.03	1.00
190.429688	-0.88	12.69	0.99
191.894531	-0.83	12.36	0.99
193.359375	-0.79	12.15	1.00
194.824219	-0.77	12.07	1.00
196.289063	-0.72	12.00	1.00
197.753906	-0.66	11.86	1.00
199.218750	-0.58	11.59	1.00
200.683594	-0.50	11.07	1.00
202.148438	-0.45	10.17	0.98
203.613281	-0.45	9.11	0.99
205.078125	-0.51	8.30	1.00
206.542969	-0.57	7.69	1.00
208.007813	-0.65	7.24	1.00
209.472656	-0.73	6.91	1.00
210.937500	-0.82	6.76	1.00
212.402344	-0.90	6.76	1.00
213.867188	-0.98	6.92	1.00
215.332031	-1.04	7.09	1.00
216.796875	-1.08	7.24	1.00
218.261719	-1.13	7.38	1.00
219.726563	-1.18	7.53	1.00
221.191406	-1.22	7.69	1.00
222.656250	-1.26	7.82	1.00
224.121094	-1.30	7.95	1.00
225.585938	-1.35	8.12	1.00
227.050781	-1.40	8.35	1.00
228.515625	-1.45	8.66	1.00
229.980469	-1.48	8.98	1.00
231.445313	-1.51	9.32	1.00
232.910156	-1.53	9.67	1.00
234.375000	-1.54	10.04	1.00
235.839844	-1.54	10.41	1.00
237.304688	-1.54	10.80	1.00
238.769531	-1.51	11.17	1.00
240.234375	-1.48	11.50	1.00
241.699219	-1.43	11.69	1.00
243.164063	-1.40	11.77	1.00
244.628906	-1.37	11.81	1.00
246.093750	-1.34	11.85	1.00
247.558594	-1.31	11.90	1.00
249.023438	-1.29	11.92	1.00
250.488281	-1.28	11.93	1.00
251.953125	-1.28	11.96	1.00
253.417969	-1.28	12.02	1.00
254.882813	-1.28	12.14	1.00
256.347656	-1.28	12.32	1.00
257.812500	-1.27	12.54	1.00
259.277344	-1.25	12.80	1.00
260.742188	-1.21	13.08	1.00
262.207031	-1.16	13.30	1.00
263.671875	-1.10	13.42	1.00
265.136719	-1.05	13.44	1.00
266.601563	-1.00	13.51	1.00
268.066406	-0.95	13.63	1.00
269.531250	-0.90	13.75	1.00
270.996094	-0.84	13.84	1.00
272.460938	-0.77	13.87	1.00
273.925781	-0.69	13.81	1.00
275.390625	-0.62	13.68	1.00
276.855469	-0.55	13.51	1.00
278.320313	-0.48	13.29	1.00
279.785156	-0.41	13.01	1.00
281.250000	-0.35	12.66	1.00
282.714844	-0.29	12.23	1.00
284.179688	-0.24	11.75	1.00
285.644531	-0.20	11.21	1.00
287.109375	-0.17	10.59	1.00
288.574219	-0.16	9.92	1.00
290.039063	-0.17	9.30	1.00
291.503906	-0.20	8.76	1.00
292.968750	-0.22	8.29	1.00
294.433594	-0.26	7.89	1.00
295.898438	-0.29	7.52	1.00
297.363281	-0.33	7.17	1.00
298.828125	-0.36	6.86	1.00
300.292969	-0.40	6.56	1.00
301.757813	-0.44	6.26	1.00
303.222656	-0.49	5.98	1.00
304.687500	-0.53	5.73	1.00
306.152344	-0.58	5.52	1.00
307.617188	-0.63	5.34	1.00
309.082031	-0.68	5.12	1.00
310.546875	-0.72	4.83	1.00
312.011719	-0.78	4.49	0.99
313.476563	-0.86	4.14	0.99
314.941406	-0.95	3.93	1.00
316.406250	-1.03	3.81	1.00
317.871094	-1.11	3.74	1.00
319.335938	-1.19	3.73	1.00
320.800781	-1.27	3.76	1.00
322.265625	-1.34	3.83	1.00
323.730469	-1.40	3.92	1.00
325.195313	-1.47	4.06	1.00
326.660156	-1.53	4.26	1.00
328.125000	-1.58	4.49	1.00
329.589844	-1.62	4.75	1.00
331.054688	-1.65	5.02	1.00
332.519531	-1.68	5.27	1.00
333.984375	-1.69	5.49	1.00
335.449219	-1.71	5.68	1.00
336.914063	-1.73	5.86	1.00
338.378906	-1.74	6.03	1.00
339.843750	-1.75	6.16	1.00
341.308594	-1.77	6.26	1.00
342.773438	-1.79	6.37	1.00
344.238281	-1.81	6.46	1.00
345.703125	-1.84	6.58	1.00
347.167969	-1.86	6.72	1.00
348.632813	-1.89	6.87	1.00
350.097656	-1.92	7.05	1.00
351.562500	-1.95	7.26	1.00
353.027344	-1.97	7.47	1.00
354.492188	-1.99	7.69	1.00
355.957031	-2.01	7.92	1.00
357.421875	-2.03	8.14	1.00
358.886719	-2.04	8.36	1.00
360.351563	-2.06	8.58	1.00
361.816406	-2.07	8.79	1.00
363.281250	-2.08	9.00	1.00
364.746094	-2.09	9.19	1.00
366.210938	-2.10	9.38	1.00
367.675781	-2.11	9.57	1.00
369.140625	-2.12	9.77	1.00
370.605469	-2.13	9.96	1.00
372.070313	-2.14	10.15	1.00
373.535156	-2.15	10.35	1.00
375.000000	-2.16	10.57	1.00
376.464844	-2.18	10.79	1.00
377.929688	-2.18	11.02	1.00
379.394531	-2.19	11.25	1.00
380.859375	-2.20	11.48	1.00
382.324219	-2.20	11.71	1.00
383.789063	-2.20	11.92	1.00
385.253906	-2.20	12.13	1.00
386.718750	-2.21	12.32	1.00
388.183594	-2.21	12.50	1.00
389.648438	-2.21	12.69	1.00
391.113281	-2.22	12.90	1.00
392.578125	-2.23	13.13	1.00
394.042969	-2.23	13.37	1.00
395.507813	-2.24	13.61	1.00
396.972656	-2.24	13.85	1.00
398.437500	-2.24	14.09	1.00
399.902344	-2.24	14.35	1.00
401.367188	-2.24	14.62	1.00
402.832031	-2.24	14.91	1.00
404.296875	-2.24	15.21	1.00
405.761719	-2.23	15.52	1.00
